,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),GM per Emp,Sales Order per Emp,Sales Order Items per Emp,Sales Order Delivery per Emp,Non-Sales Order Delivery per Emp,Delivery Lines per Emp,Deliver Docs per Emp,RSO per Emp,Sales per Emp,High Sales Weight,Equal Sales and GM Weight,Equal Weights
PBFL201711,23,Tampa,PBFL,Pompano Beach,201711,P,P,P,Q,P,Q,Q,R,P,A,A,A
PBFL201712,23,Tampa,PBFL,Pompano Beach,201712,P,P,P,Q,P,Q,P,R,P,A,A,A
PBFL201801,23,Tampa,PBFL,Pompano Beach,201801,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201802,23,Tampa,PBFL,Pompano Beach,201802,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201803,23,Tampa,PBFL,Pompano Beach,201803,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201804,23,Tampa,PBFL,Pompano Beach,201804,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201805,23,Tampa,PBFL,Pompano Beach,201805,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201806,23,Tampa,PBFL,Pompano Beach,201806,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201807,23,Tampa,PBFL,Pompano Beach,201807,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201808,23,Tampa,PBFL,Pompano Beach,201808,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201809,23,Tampa,PBFL,Pompano Beach,201809,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201810,23,Tampa,PBFL,Pompano Beach,201810,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201811,23,Tampa,PBFL,Pompano Beach,201811,P,P,P,Q,P,P,Q,R,P,A,A,A
PBFL201812,23,Tampa,PBFL,Pompano Beach,201812,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201901,23,Tampa,PBFL,Pompano Beach,201901,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201902,23,Tampa,PBFL,Pompano Beach,201902,P,P,P,P,P,P,P,R,P,A,A,A
PBFL201903,23,Tampa,PBFL,Pompano Beach,201903,P,P,P,P,P,P,P,R,P,A,A,A
PCFL201701,23,Tampa,PCFL,Panama City,201701,P,P,Q,Q,Q,Q,Q,R,Q,B,B,B
PCFL201702,23,Tampa,PCFL,Panama City,201702,Q,P,P,Q,R,Q,Q,R,Q,B,B,B
PCFL201703,23,Tampa,PCFL,Panama City,201703,Q,P,P,Q,Q,Q,Q,R,Q,B,B,B
PCFL201704,23,Tampa,PCFL,Panama City,201704,Q,Q,Q,Q,P,Q,Q,R,R,B,B,B
PCFL201705,23,Tampa,PCFL,Panama City,201705,Q,Q,Q,R,Q,R,Q,R,Q,B,B,B
PCFL201706,23,Tampa,PCFL,Panama City,201706,R,Q,Q,R,P,R,Q,R,R,C,C,B
PCFL201707,23,Tampa,PCFL,Panama City,201707,P,P,P,P,P,P,P,R,P,A,A,A
PCFL201708,23,Tampa,PCFL,Panama City,201708,Q,P,P,P,P,P,P,R,Q,A,A,A
PCFL201709,23,Tampa,PCFL,Panama City,201709,P,P,P,P,P,P,P,R,Q,A,A,A
PCFL201710,23,Tampa,PCFL,Panama City,201710,,,,,,,,,,,,
PCFL201711,23,Tampa,PCFL,Panama City,201711,,,,,,,,,,,,
PCFL201712,23,Tampa,PCFL,Panama City,201712,,,,,,,,,,,,
PCFL201801,23,Tampa,PCFL,Panama City,201801,,,,,,,,,,,,
PCFL201802,23,Tampa,PCFL,Panama City,201802,,,,,,,,,,,,
PCFL201803,23,Tampa,PCFL,Panama City,201803,,,,,,,,,,,,
PCFL201804,23,Tampa,PCFL,Panama City,201804,,,,,,,,,,,,
PCFL201805,23,Tampa,PCFL,Panama City,201805,,,,,,,,,,,,
PCFL201806,23,Tampa,PCFL,Panama City,201806,,,,,,,,,,,,
PCFL201807,23,Tampa,PCFL,Panama City,201807,,,,,,,,,,,,
PCFL201808,23,Tampa,PCFL,Panama City,201808,P,P,P,P,Q,P,P,R,P,A,A,A
PCFL201809,23,Tampa,PCFL,Panama City,201809,P,P,P,Q,R,Q,P,R,P,A,A,A
PCFL201810,23,Tampa,PCFL,Panama City,201810,P,P,P,R,R,R,R,R,P,A,B,B
PCFL201811,23,Tampa,PCFL,Panama City,201811,P,P,P,P,P,P,P,R,P,A,A,A
PCFL201812,23,Tampa,PCFL,Panama City,201812,P,P,P,P,P,P,P,R,P,A,A,A
PCFL201901,23,Tampa,PCFL,Panama City,201901,P,P,P,P,P,P,P,R,P,A,A,A
PCFL201902,23,Tampa,PCFL,Panama City,201902,P,P,P,P,Q,P,P,R,P,A,A,A
PCFL201903,23,Tampa,PCFL,Panama City,201903,P,P,P,P,Q,P,P,R,P,A,A,A
PGFL201701,23,Tampa,PGFL,Port Charlotte,201701,,,,,,,,,,,,
PGFL201702,23,Tampa,PGFL,Port Charlotte,201702,,,,,,,,,,,,
PGFL201703,23,Tampa,PGFL,Port Charlotte,201703,,,,,,,,,,,,
PGFL201704,23,Tampa,PGFL,Port Charlotte,201704,,,,,,,,,,,,
PGFL201705,23,Tampa,PGFL,Port Charlotte,201705,,,,,,,,,,,,
PGFL201706,23,Tampa,PGFL,Port Charlotte,201706,,,,,,,,,,,,
PGFL201707,23,Tampa,PGFL,Port Charlotte,201707,,,,,,,,,,,,
PGFL201708,23,Tampa,PGFL,Port Charlotte,201708,,,,,,,,,,,,
PGFL201709,23,Tampa,PGFL,Port Charlotte,201709,,,,,,,,,,,,
PGFL201710,23,Tampa,PGFL,Port Charlotte,201710,,,,,,,,,,,,
PGFL201711,23,Tampa,PGFL,Port Charlotte,201711,,,,,,,,,,,,
PGFL201712,23,Tampa,PGFL,Port Charlotte,201712,,,,,,,,,,,,
PGFL201801,23,Tampa,PGFL,Port Charlotte,201801,,,,,,,,,,,,
PGFL201802,23,Tampa,PGFL,Port Charlotte,201802,,,,,,,,,,,,
PGFL201803,23,Tampa,PGFL,Port Charlotte,201803,,,,,,,,,,,,
PGFL201804,23,Tampa,PGFL,Port Charlotte,201804,,,,,,,,,,,,
PGFL201805,23,Tampa,PGFL,Port Charlotte,201805,,,,,,,,,,,,
PGFL201806,23,Tampa,PGFL,Port Charlotte,201806,,,,,,,,,,,,
PGFL201807,23,Tampa,PGFL,Port Charlotte,201807,,,,,,,,,,,,
PGFL201808,23,Tampa,PGFL,Port Charlotte,201808,,,,,,,,,,,,
PGFL201809,23,Tampa,PGFL,Port Charlotte,201809,,,,,,,,,,,,
PGFL201810,23,Tampa,PGFL,Port Charlotte,201810,,,,,,,,,,,,
PGFL201811,23,Tampa,PGFL,Port Charlotte,201811,,,,,,,,,,,,
PGFL201812,23,Tampa,PGFL,Port Charlotte,201812,,,,,,,,,,,,
PGFL201901,23,Tampa,PGFL,Port Charlotte,201901,,,,,,,,,,,,
PGFL201902,23,Tampa,PGFL,Port Charlotte,201902,,,,,,,,,,,,
PGFL201903,23,Tampa,PGFL,Port Charlotte,201903,,,,,,,,,,,,
PIFL201701,23,Tampa,PIFL,Pinellas,201701,P,P,P,S,P,R,R,R,P,A,A,B
PIFL201702,23,Tampa,PIFL,Pinellas,201702,P,P,P,S,P,R,R,R,P,A,A,B
PIFL201703,23,Tampa,PIFL,Pinellas,201703,P,P,P,R,P,R,R,R,P,A,A,A
PIFL201704,23,Tampa,PIFL,Pinellas,201704,P,P,P,S,R,S,R,R,P,B,B,B
PIFL201705,23,Tampa,PIFL,Pinellas,201705,P,P,P,S,P,S,R,R,P,B,B,B
PIFL201706,23,Tampa,PIFL,Pinellas,201706,P,P,P,S,P,S,S,R,P,B,B,B
PIFL201707,23,Tampa,PIFL,Pinellas,201707,P,P,P,S,P,S,R,R,P,B,B,B
PIFL201708,23,Tampa,PIFL,Pinellas,201708,P,P,P,S,S,S,S,Q,P,B,B,B
PIFL201709,23,Tampa,PIFL,Pinellas,201709,P,P,P,S,R,S,S,Q,P,B,B,B
PIFL201710,23,Tampa,PIFL,Pinellas,201710,P,P,P,S,S,S,S,R,P,B,B,B
PIFL201711,23,Tampa,PIFL,Pinellas,201711,P,P,P,S,S,S,S,Q,P,B,B,B
PIFL201712,23,Tampa,PIFL,Pinellas,201712,P,P,P,S,R,S,S,R,P,B,B,B
PIFL201801,23,Tampa,PIFL,Pinellas,201801,P,P,P,S,S,S,S,Q,P,B,B,B
PIFL201802,23,Tampa,PIFL,Pinellas,201802,P,P,P,S,S,S,S,Q,P,B,B,B
PIFL201803,23,Tampa,PIFL,Pinellas,201803,P,P,P,S,R,S,S,R,P,B,B,B
PIFL201804,23,Tampa,PIFL,Pinellas,201804,P,P,P,S,Q,S,S,R,P,B,B,B
PIFL201805,23,Tampa,PIFL,Pinellas,201805,P,P,P,S,Q,S,S,R,P,B,B,B
PIFL201806,23,Tampa,PIFL,Pinellas,201806,P,P,P,S,S,S,S,R,P,B,B,B
PIFL201807,23,Tampa,PIFL,Pinellas,201807,P,P,P,S,S,S,S,R,P,B,B,B
PIFL201808,23,Tampa,PIFL,Pinellas,201808,P,P,P,S,Q,S,S,R,P,B,B,B
PIFL201809,23,Tampa,PIFL,Pinellas,201809,P,P,P,S,S,S,S,R,P,B,B,B
PIFL201810,23,Tampa,PIFL,Pinellas,201810,P,P,P,S,R,S,S,R,P,B,B,B
PIFL201811,23,Tampa,PIFL,Pinellas,201811,P,P,P,S,R,S,S,Q,P,B,B,B
PIFL201812,23,Tampa,PIFL,Pinellas,201812,P,P,P,S,Q,S,S,R,P,B,B,B
PIFL201901,23,Tampa,PIFL,Pinellas,201901,P,P,P,S,Q,S,S,R,P,B,B,B
PIFL201902,23,Tampa,PIFL,Pinellas,201902,P,P,P,S,R,S,S,Q,P,B,B,B
PIFL201903,23,Tampa,PIFL,Pinellas,201903,P,P,P,S,R,S,S,R,P,B,B,B
SAFL201701,23,Tampa,SAFL,Sarasota,201701,Q,P,P,R,Q,R,Q,R,Q,B,B,B
SAFL201702,23,Tampa,SAFL,Sarasota,201702,P,P,P,R,Q,R,Q,R,P,A,A,A
SAFL201703,23,Tampa,SAFL,Sarasota,201703,Q,P,P,R,P,R,Q,R,Q,B,B,B
SAFL201704,23,Tampa,SAFL,Sarasota,201704,Q,P,P,R,Q,R,R,R,Q,B,B,B
SAFL201705,23,Tampa,SAFL,Sarasota,201705,Q,P,P,R,Q,R,R,R,Q,B,B,B
SAFL201706,23,Tampa,SAFL,Sarasota,201706,P,P,P,P,P,P,P,R,P,A,A,A
SAFL201707,23,Tampa,SAFL,Sarasota,201707,P,P,P,P,P,P,P,R,P,A,A,A
SAFL201708,23,Tampa,SAFL,Sarasota,201708,P,P,P,P,P,P,P,R,P,A,A,A
SAFL201709,23,Tampa,SAFL,Sarasota,201709,P,P,P,P,P,P,P,R,P,A,A,A
SAFL201710,23,Tampa,SAFL,Sarasota,201710,P,P,P,P,P,P,P,R,P,A,A,A
SAFL201711,23,Tampa,SAFL,Sarasota,201711,P,P,P,Q,Q,Q,P,R,P,A,A,A
SAFL201712,23,Tampa,SAFL,Sarasota,201712,P,P,P,R,Q,R,Q,R,P,A,A,A
SAFL201801,23,Tampa,SAFL,Sarasota,201801,P,P,P,Q,P,Q,P,R,P,A,A,A
SAFL201802,23,Tampa,SAFL,Sarasota,201802,P,P,P,Q,P,Q,Q,R,P,A,A,A
SAFL201803,23,Tampa,SAFL,Sarasota,201803,P,P,P,R,Q,R,Q,R,P,A,A,A
SAFL201804,23,Tampa,SAFL,Sarasota,201804,P,P,P,R,Q,R,Q,R,P,A,A,A
SAFL201805,23,Tampa,SAFL,Sarasota,201805,P,P,P,R,Q,R,Q,R,P,A,A,A
SAFL201806,23,Tampa,SAFL,Sarasota,201806,P,P,P,R,Q,R,Q,R,P,A,A,A
SAFL201807,23,Tampa,SAFL,Sarasota,201807,P,P,P,R,P,R,Q,R,P,A,A,A
SAFL201808,23,Tampa,SAFL,Sarasota,201808,P,P,P,Q,P,Q,P,R,P,A,A,A
SAFL201809,23,Tampa,SAFL,Sarasota,201809,P,P,P,Q,P,Q,P,R,P,A,A,A
SAFL201810,23,Tampa,SAFL,Sarasota,201810,Q,Q,Q,S,R,S,R,R,Q,C,C,C
SAFL201811,23,Tampa,SAFL,Sarasota,201811,Q,Q,P,S,R,S,R,R,Q,B,C,C
SAFL201812,23,Tampa,SAFL,Sarasota,201812,P,P,P,R,Q,R,Q,R,P,A,A,A
SAFL201901,23,Tampa,SAFL,Sarasota,201901,P,P,P,R,P,R,Q,R,P,A,A,A
SAFL201902,23,Tampa,SAFL,Sarasota,201902,P,P,P,R,Q,R,Q,R,P,A,A,A
SAFL201903,23,Tampa,SAFL,Sarasota,201903,P,P,P,R,P,R,Q,R,P,A,A,A
TAFL201701,23,Tampa,TAFL,Tampa,201701,R,Q,Q,S,R,S,R,R,R,C,C,C
TAFL201702,23,Tampa,TAFL,Tampa,201702,R,Q,P,S,R,S,R,R,R,C,C,C
TAFL201703,23,Tampa,TAFL,Tampa,201703,R,Q,P,S,R,S,R,R,Q,C,C,C
TAFL201704,23,Tampa,TAFL,Tampa,201704,Q,Q,P,S,S,S,S,R,R,C,C,C
TAFL201705,23,Tampa,TAFL,Tampa,201705,Q,Q,P,S,R,S,S,R,Q,C,C,C
TAFL201706,23,Tampa,TAFL,Tampa,201706,R,Q,Q,S,R,S,S,R,Q,C,C,C
TAFL201707,23,Tampa,TAFL,Tampa,201707,R,Q,P,S,S,S,R,R,R,C,C,C
TAFL201708,23,Tampa,TAFL,Tampa,201708,R,Q,Q,S,R,S,R,R,R,C,C,C
TAFL201709,23,Tampa,TAFL,Tampa,201709,R,Q,Q,S,R,S,S,R,R,C,C,C
TAFL201710,23,Tampa,TAFL,Tampa,201710,R,Q,P,S,R,S,R,R,R,C,C,C
TAFL201711,23,Tampa,TAFL,Tampa,201711,R,Q,P,S,S,S,S,R,R,C,C,C
TAFL201712,23,Tampa,TAFL,Tampa,201712,Q,Q,P,S,Q,R,R,R,R,C,C,B
TAFL201801,23,Tampa,TAFL,Tampa,201801,Q,P,P,S,R,R,R,R,Q,B,B,B
TAFL201802,23,Tampa,TAFL,Tampa,201802,Q,Q,P,S,Q,S,R,R,R,C,C,C
TAFL201803,23,Tampa,TAFL,Tampa,201803,Q,Q,P,S,R,S,S,R,R,C,C,C
TAFL201804,23,Tampa,TAFL,Tampa,201804,R,Q,Q,S,S,S,S,R,R,C,D,C
TAFL201805,23,Tampa,TAFL,Tampa,201805,R,Q,Q,S,R,S,S,R,Q,C,C,C
TAFL201806,23,Tampa,TAFL,Tampa,201806,R,Q,Q,S,R,S,S,R,R,C,C,C
TAFL201807,23,Tampa,TAFL,Tampa,201807,Q,Q,P,S,R,S,S,R,Q,C,C,C
TAFL201808,23,Tampa,TAFL,Tampa,201808,R,Q,P,S,R,S,S,R,Q,C,C,C
TAFL201809,23,Tampa,TAFL,Tampa,201809,Q,Q,P,S,R,S,R,R,Q,B,C,C
TAFL201810,23,Tampa,TAFL,Tampa,201810,R,Q,P,S,Q,S,R,R,Q,C,C,C
TAFL201811,23,Tampa,TAFL,Tampa,201811,Q,Q,P,S,R,S,R,R,Q,B,C,C
TAFL201812,23,Tampa,TAFL,Tampa,201812,R,Q,P,R,P,Q,S,R,Q,B,B,B
TAFL201901,23,Tampa,TAFL,Tampa,201901,P,P,P,S,R,R,R,R,P,B,B,B
TAFL201902,23,Tampa,TAFL,Tampa,201902,P,P,P,R,R,R,R,R,P,A,B,B
TAFL201903,23,Tampa,TAFL,Tampa,201903,P,P,P,R,R,R,Q,R,P,A,B,B
TCFL201701,23,Tampa,TCFL,Tampa Counter,201701,,,,,,,,,,,,
TCFL201702,23,Tampa,TCFL,Tampa Counter,201702,,,,,,,,,,,,
TCFL201703,23,Tampa,TCFL,Tampa Counter,201703,,,,,,,,,,,,
TCFL201704,23,Tampa,TCFL,Tampa Counter,201704,,,,,,,,,,,,
TCFL201705,23,Tampa,TCFL,Tampa Counter,201705,,,,,,,,,,,,
TCFL201706,23,Tampa,TCFL,Tampa Counter,201706,,,,,,,,,,,,
TCFL201707,23,Tampa,TCFL,Tampa Counter,201707,,,,,,,,,,,,
TCFL201708,23,Tampa,TCFL,Tampa Counter,201708,,,,,,,,,,,,
TCFL201709,23,Tampa,TCFL,Tampa Counter,201709,,,,,,,,,,,,
TCFL201710,23,Tampa,TCFL,Tampa Counter,201710,,,,,,,,,,,,
TCFL201711,23,Tampa,TCFL,Tampa Counter,201711,,,,,,,,,,,,
TCFL201712,23,Tampa,TCFL,Tampa Counter,201712,,,,,,,,,,,,
TCFL201801,23,Tampa,TCFL,Tampa Counter,201801,,,,,,,,,,,,
TCFL201802,23,Tampa,TCFL,Tampa Counter,201802,,,,,,,,,,,,
TCFL201803,23,Tampa,TCFL,Tampa Counter,201803,,,,,,,,,,,,
TCFL201804,23,Tampa,TCFL,Tampa Counter,201804,,,,,,,,,,,,
TCFL201805,23,Tampa,TCFL,Tampa Counter,201805,,,,,,,,,,,,
TCFL201806,23,Tampa,TCFL,Tampa Counter,201806,,,,,,,,,,,,
TCFL201807,23,Tampa,TCFL,Tampa Counter,201807,,,,,,,,,,,,
TCFL201808,23,Tampa,TCFL,Tampa Counter,201808,,,,,,,,,,,,
TCFL201809,23,Tampa,TCFL,Tampa Counter,201809,,,,,,,,,,,,
TCFL201810,23,Tampa,TCFL,Tampa Counter,201810,,,,,,,,,,,,
TCFL201811,23,Tampa,TCFL,Tampa Counter,201811,,,,,,,,,,,,
TCFL201812,23,Tampa,TCFL,Tampa Counter,201812,,,,,,,,,,,,
TCFL201901,23,Tampa,TCFL,Tampa Counter,201901,,,,,,,,,,,,
TCFL201902,23,Tampa,TCFL,Tampa Counter,201902,,,,,,,,,,,,
TCFL201903,23,Tampa,TCFL,Tampa Counter,201903,,,,,,,,,,,,
TLFL201701,23,Tampa,TLFL,Tallahassee,201701,Q,P,P,Q,Q,Q,Q,R,Q,B,B,B
TLFL201702,23,Tampa,TLFL,Tallahassee,201702,Q,P,P,Q,R,Q,Q,R,Q,B,B,B
TLFL201703,23,Tampa,TLFL,Tallahassee,201703,Q,P,P,Q,Q,Q,Q,R,Q,B,B,B
TLFL201704,23,Tampa,TLFL,Tallahassee,201704,Q,P,P,Q,R,Q,Q,R,Q,B,B,B
TLFL201705,23,Tampa,TLFL,Tallahassee,201705,Q,P,P,Q,Q,Q,Q,R,Q,B,B,B
TLFL201706,23,Tampa,TLFL,Tallahassee,201706,Q,P,P,Q,Q,Q,Q,R,Q,B,B,B
TLFL201707,23,Tampa,TLFL,Tallahassee,201707,P,P,P,P,Q,Q,P,R,P,A,A,A
TLFL201708,23,Tampa,TLFL,Tallahassee,201708,Q,P,P,P,Q,Q,P,R,Q,B,B,A
TLFL201709,23,Tampa,TLFL,Tallahassee,201709,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201710,23,Tampa,TLFL,Tallahassee,201710,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201711,23,Tampa,TLFL,Tallahassee,201711,P,P,P,P,Q,P,P,R,P,A,A,A
TLFL201712,23,Tampa,TLFL,Tallahassee,201712,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201801,23,Tampa,TLFL,Tallahassee,201801,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201802,23,Tampa,TLFL,Tallahassee,201802,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201803,23,Tampa,TLFL,Tallahassee,201803,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201804,23,Tampa,TLFL,Tallahassee,201804,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201805,23,Tampa,TLFL,Tallahassee,201805,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201806,23,Tampa,TLFL,Tallahassee,201806,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201807,23,Tampa,TLFL,Tallahassee,201807,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201808,23,Tampa,TLFL,Tallahassee,201808,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201809,23,Tampa,TLFL,Tallahassee,201809,P,P,P,P,Q,P,P,R,P,A,A,A
TLFL201810,23,Tampa,TLFL,Tallahassee,201810,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201811,23,Tampa,TLFL,Tallahassee,201811,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201812,23,Tampa,TLFL,Tallahassee,201812,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201901,23,Tampa,TLFL,Tallahassee,201901,P,P,P,P,P,P,P,R,P,A,A,A
TLFL201902,23,Tampa,TLFL,Tallahassee,201902,P,P,P,P,Q,P,P,R,Q,A,A,A
TLFL201903,23,Tampa,TLFL,Tallahassee,201903,P,P,P,P,Q,P,Q,R,Q,A,A,A
WPFL201701,23,Tampa,WPFL,West Palm Beach,201701,P,P,P,P,P,P,P,R,P,A,A,A
WPFL201702,23,Tampa,WPFL,West Palm Beach,201702,P,P,P,P,P,P,P,R,P,A,A,A
WPFL201703,23,Tampa,WPFL,West Palm Beach,201703,,,,,,,,,,,,
WPFL201704,23,Tampa,WPFL,West Palm Beach,201704,,,,,,,,,,,,
WPFL201705,23,Tampa,WPFL,West Palm Beach,201705,,,,,,,,,,,,
WPFL201706,23,Tampa,WPFL,West Palm Beach,201706,,,,,,,,,,,,
WPFL201707,23,Tampa,WPFL,West Palm Beach,201707,,,,,,,,,,,,
WPFL201708,23,Tampa,WPFL,West Palm Beach,201708,,,,,,,,,,,,
WPFL201709,23,Tampa,WPFL,West Palm Beach,201709,,,,,,,,,,,,
WPFL201710,23,Tampa,WPFL,West Palm Beach,201710,,,,,,,,,,,,
WPFL201711,23,Tampa,WPFL,West Palm Beach,201711,,,,,,,,,,,,
WPFL201712,23,Tampa,WPFL,West Palm Beach,201712,,,,,,,,,,,,
WPFL201801,23,Tampa,WPFL,West Palm Beach,201801,,,,,,,,,,,,
WPFL201802,23,Tampa,WPFL,West Palm Beach,201802,,,,,,,,,,,,
WPFL201803,23,Tampa,WPFL,West Palm Beach,201803,,,,,,,,,,,,
WPFL201804,23,Tampa,WPFL,West Palm Beach,201804,,,,,,,,,,,,
WPFL201805,23,Tampa,WPFL,West Palm Beach,201805,,,,,,,,,,,,
WPFL201806,23,Tampa,WPFL,West Palm Beach,201806,,,,,,,,,,,,
WPFL201807,23,Tampa,WPFL,West Palm Beach,201807,,,,,,,,,,,,
WPFL201808,23,Tampa,WPFL,West Palm Beach,201808,,,,,,,,,,,,
WPFL201809,23,Tampa,WPFL,West Palm Beach,201809,,,,,,,,,,,,
WPFL201810,23,Tampa,WPFL,West Palm Beach,201810,,,,,,,,,,,,
WPFL201811,23,Tampa,WPFL,West Palm Beach,201811,,,,,,,,,,,,
WPFL201812,23,Tampa,WPFL,West Palm Beach,201812,,,,,,,,,,,,
WPFL201901,23,Tampa,WPFL,West Palm Beach,201901,,,,,,,,,,,,
WPFL201902,23,Tampa,WPFL,West Palm Beach,201902,,,,,,,,,,,,
WPFL201903,23,Tampa,WPFL,West Palm Beach,201903,,,,,,,,,,,,
BEMI201701,31,Chicago,BEMI,Belleville,201701,S,R,S,Q,Q,Q,Q,Q,S,D,C,C
BEMI201702,31,Chicago,BEMI,Belleville,201702,S,R,S,Q,Q,Q,Q,R,R,C,C,C
BEMI201703,31,Chicago,BEMI,Belleville,201703,S,R,S,R,R,R,Q,R,S,D,D,D
BEMI201704,31,Chicago,BEMI,Belleville,201704,S,R,R,Q,P,Q,P,Q,R,C,C,C
BEMI201705,31,Chicago,BEMI,Belleville,201705,R,S,S,Q,Q,Q,Q,R,S,C,C,C
BEMI201706,31,Chicago,BEMI,Belleville,201706,S,R,S,Q,Q,Q,P,R,S,C,C,C
BEMI201707,31,Chicago,BEMI,Belleville,201707,S,S,S,Q,Q,Q,Q,R,S,D,D,C
BEMI201708,31,Chicago,BEMI,Belleville,201708,S,S,S,Q,Q,Q,Q,Q,S,D,C,C
BEMI201709,31,Chicago,BEMI,Belleville,201709,S,S,S,Q,Q,Q,P,R,S,D,C,C
BEMI201710,31,Chicago,BEMI,Belleville,201710,S,S,S,Q,Q,Q,Q,R,S,D,D,C
BEMI201711,31,Chicago,BEMI,Belleville,201711,S,S,S,Q,Q,Q,Q,Q,S,D,C,C
BEMI201712,31,Chicago,BEMI,Belleville,201712,S,S,S,Q,R,R,Q,R,S,D,D,D
BEMI201801,31,Chicago,BEMI,Belleville,201801,S,S,S,Q,Q,Q,Q,R,S,D,D,C
BEMI201802,31,Chicago,BEMI,Belleville,201802,S,S,S,R,R,R,Q,Q,S,D,D,D
BEMI201803,31,Chicago,BEMI,Belleville,201803,S,S,S,Q,Q,Q,Q,R,S,D,D,C
BEMI201804,31,Chicago,BEMI,Belleville,201804,S,S,S,Q,Q,Q,Q,Q,S,D,C,C
BEMI201805,31,Chicago,BEMI,Belleville,201805,S,S,S,Q,R,Q,Q,Q,S,D,D,C
BEMI201806,31,Chicago,BEMI,Belleville,201806,S,S,S,R,Q,R,Q,Q,S,D,D,D
BEMI201807,31,Chicago,BEMI,Belleville,201807,S,S,S,Q,Q,Q,Q,Q,S,D,C,C
BEMI201808,31,Chicago,BEMI,Belleville,201808,S,S,S,Q,Q,Q,Q,R,S,D,D,C
BEMI201809,31,Chicago,BEMI,Belleville,201809,S,S,S,Q,Q,Q,Q,Q,S,D,C,C
BEMI201810,31,Chicago,BEMI,Belleville,201810,S,S,S,R,Q,R,Q,R,R,C,C,C
BEMI201811,31,Chicago,BEMI,Belleville,201811,S,S,S,R,R,R,Q,R,S,D,D,D
BEMI201812,31,Chicago,BEMI,Belleville,201812,S,S,S,R,Q,R,Q,Q,S,D,D,D
BEMI201901,31,Chicago,BEMI,Belleville,201901,S,S,S,R,Q,R,Q,Q,S,D,D,D
BEMI201902,31,Chicago,BEMI,Belleville,201902,S,S,S,R,R,R,Q,Q,S,D,D,D
BEMI201903,31,Chicago,BEMI,Belleville,201903,S,S,S,R,R,R,R,Q,S,D,D,D
CRIA201701,31,Chicago,CRIA,Cedar Rapids,201701,R,Q,Q,Q,R,Q,R,R,R,C,C,C
CRIA201702,31,Chicago,CRIA,Cedar Rapids,201702,R,R,R,R,R,R,R,Q,R,C,C,C
CRIA201703,31,Chicago,CRIA,Cedar Rapids,201703,Q,Q,Q,Q,P,Q,Q,R,Q,B,B,B
CRIA201704,31,Chicago,CRIA,Cedar Rapids,201704,R,R,R,R,Q,R,R,R,R,C,C,C
CRIA201705,31,Chicago,CRIA,Cedar Rapids,201705,R,R,R,R,R,R,R,R,R,C,C,C
CRIA201706,31,Chicago,CRIA,Cedar Rapids,201706,R,R,R,R,R,R,R,Q,R,C,C,C
CRIA201707,31,Chicago,CRIA,Cedar Rapids,201707,R,R,R,R,R,R,R,R,R,C,C,C
CRIA201708,31,Chicago,CRIA,Cedar Rapids,201708,R,R,R,R,R,R,R,R,S,D,D,C
CRIA201709,31,Chicago,CRIA,Cedar Rapids,201709,Q,R,R,R,R,R,R,R,R,C,C,C
CRIA201710,31,Chicago,CRIA,Cedar Rapids,201710,S,R,R,R,Q,R,R,R,S,D,D,C
CRIA201711,31,Chicago,CRIA,Cedar Rapids,201711,R,R,R,R,R,R,R,R,R,C,C,C
CRIA201712,31,Chicago,CRIA,Cedar Rapids,201712,Q,R,R,R,R,R,R,R,R,C,C,C
CRIA201801,31,Chicago,CRIA,Cedar Rapids,201801,Q,R,R,R,R,R,R,R,R,C,C,C
CRIA201802,31,Chicago,CRIA,Cedar Rapids,201802,R,Q,Q,Q,R,Q,R,R,R,C,C,C
CRIA201803,31,Chicago,CRIA,Cedar Rapids,201803,R,Q,Q,Q,S,R,R,Q,R,C,C,C
CRIA201804,31,Chicago,CRIA,Cedar Rapids,201804,R,Q,Q,Q,R,Q,R,R,R,C,C,C
