,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),GM per Emp,Sales Order per Emp,Sales Order Items per Emp,Sales Order Delivery per Emp,Non-Sales Order Delivery per Emp,Delivery Lines per Emp,Deliver Docs per Emp,RSO per Emp,Sales per Emp,High Sales Weight,Equal Sales and GM Weight,Equal Weights
NATN201707,21,Atlanta,NATN,Nashville,201707,R,R,R,R,S,R,R,Q,R,C,C,C
NATN201708,21,Atlanta,NATN,Nashville,201708,R,R,R,Q,R,R,R,Q,R,C,C,C
NATN201709,21,Atlanta,NATN,Nashville,201709,Q,Q,R,Q,R,Q,R,Q,Q,B,B,B
NATN201710,21,Atlanta,NATN,Nashville,201710,Q,Q,R,Q,R,Q,R,Q,Q,B,B,B
NATN201711,21,Atlanta,NATN,Nashville,201711,Q,R,R,R,R,R,R,Q,Q,B,B,C
NATN201712,21,Atlanta,NATN,Nashville,201712,Q,R,R,R,R,R,R,Q,Q,B,B,C
NATN201801,21,Atlanta,NATN,Nashville,201801,Q,R,R,R,R,R,R,Q,Q,B,B,C
NATN201802,21,Atlanta,NATN,Nashville,201802,Q,R,R,R,R,R,R,Q,Q,B,B,C
NATN201803,21,Atlanta,NATN,Nashville,201803,R,R,R,R,R,R,R,Q,Q,C,C,C
NATN201804,21,Atlanta,NATN,Nashville,201804,Q,Q,R,R,R,R,R,Q,Q,B,B,C
NATN201805,21,Atlanta,NATN,Nashville,201805,R,R,R,R,R,R,R,Q,Q,C,C,C
NATN201806,21,Atlanta,NATN,Nashville,201806,R,R,R,R,R,R,R,Q,R,C,C,C
NATN201807,21,Atlanta,NATN,Nashville,201807,R,R,R,R,R,R,R,Q,Q,C,C,C
NATN201808,21,Atlanta,NATN,Nashville,201808,Q,R,R,R,R,R,R,Q,Q,B,B,C
NATN201809,21,Atlanta,NATN,Nashville,201809,R,R,R,R,R,R,R,Q,Q,C,C,C
NATN201810,21,Atlanta,NATN,Nashville,201810,R,R,R,R,R,R,R,Q,Q,C,C,C
NATN201811,21,Atlanta,NATN,Nashville,201811,R,R,R,R,R,R,R,Q,R,C,C,C
NATN201812,21,Atlanta,NATN,Nashville,201812,R,R,R,R,R,R,R,Q,Q,C,C,C
NATN201901,21,Atlanta,NATN,Nashville,201901,Q,R,R,R,Q,R,R,Q,Q,B,B,C
NATN201902,21,Atlanta,NATN,Nashville,201902,Q,R,R,R,R,R,R,Q,Q,B,B,C
NATN201903,21,Atlanta,NATN,Nashville,201903,Q,R,R,R,R,R,R,Q,Q,B,B,C
NOGA201701,21,Atlanta,NOGA,Norcross,201701,R,R,R,S,S,S,S,Q,R,D,D,D
NOGA201702,21,Atlanta,NOGA,Norcross,201702,R,R,R,S,S,S,S,Q,R,D,D,D
NOGA201703,21,Atlanta,NOGA,Norcross,201703,R,R,R,S,S,S,S,Q,R,D,D,D
NOGA201704,21,Atlanta,NOGA,Norcross,201704,R,R,R,S,S,S,S,Q,R,D,D,D
NOGA201705,21,Atlanta,NOGA,Norcross,201705,R,R,R,S,S,S,S,Q,R,D,D,D
NOGA201706,21,Atlanta,NOGA,Norcross,201706,R,R,R,S,S,S,S,Q,R,D,D,D
NOGA201707,21,Atlanta,NOGA,Norcross,201707,R,R,R,S,S,S,S,Q,R,D,D,D
NOGA201708,21,Atlanta,NOGA,Norcross,201708,R,R,R,S,S,S,S,Q,R,D,D,D
NOGA201709,21,Atlanta,NOGA,Norcross,201709,R,R,R,S,S,S,S,Q,R,D,D,D
NOGA201710,21,Atlanta,NOGA,Norcross,201710,R,R,R,S,S,S,S,Q,Q,C,C,C
NOGA201711,21,Atlanta,NOGA,Norcross,201711,R,R,R,S,S,S,S,Q,R,D,D,D
NOGA201712,21,Atlanta,NOGA,Norcross,201712,R,R,R,S,S,S,S,Q,R,D,D,D
NOGA201801,21,Atlanta,NOGA,Norcross,201801,R,R,R,S,S,S,S,Q,R,D,D,D
NOGA201802,21,Atlanta,NOGA,Norcross,201802,Q,Q,Q,S,S,S,S,Q,Q,C,C,C
NOGA201803,21,Atlanta,NOGA,Norcross,201803,R,Q,Q,S,S,S,S,Q,Q,C,C,C
NOGA201804,21,Atlanta,NOGA,Norcross,201804,Q,Q,P,S,S,S,S,Q,Q,C,C,C
NOGA201805,21,Atlanta,NOGA,Norcross,201805,Q,Q,P,S,S,S,S,Q,Q,C,C,C
NOGA201806,21,Atlanta,NOGA,Norcross,201806,Q,Q,Q,S,S,S,S,Q,Q,C,C,C
NOGA201807,21,Atlanta,NOGA,Norcross,201807,Q,Q,P,S,S,S,S,Q,Q,C,C,C
NOGA201808,21,Atlanta,NOGA,Norcross,201808,Q,Q,P,S,R,S,S,Q,Q,C,C,C
NOGA201809,21,Atlanta,NOGA,Norcross,201809,Q,Q,Q,S,S,S,S,Q,Q,C,C,C
NOGA201810,21,Atlanta,NOGA,Norcross,201810,P,Q,P,S,R,S,S,Q,Q,B,B,B
NOGA201811,21,Atlanta,NOGA,Norcross,201811,Q,Q,P,S,S,S,S,Q,Q,C,C,C
NOGA201812,21,Atlanta,NOGA,Norcross,201812,Q,Q,P,S,R,S,S,Q,P,B,B,B
NOGA201901,21,Atlanta,NOGA,Norcross,201901,P,Q,P,S,R,S,S,Q,P,B,B,B
NOGA201902,21,Atlanta,NOGA,Norcross,201902,P,Q,P,S,S,S,S,Q,P,B,B,B
NOGA201903,21,Atlanta,NOGA,Norcross,201903,Q,Q,P,S,S,S,S,Q,Q,C,C,C
PNFL201701,21,Atlanta,PNFL,Pensacola,201701,Q,R,R,R,S,R,R,Q,Q,B,C,C
PNFL201702,21,Atlanta,PNFL,Pensacola,201702,R,R,R,R,R,R,R,Q,R,C,C,C
PNFL201703,21,Atlanta,PNFL,Pensacola,201703,R,R,R,R,R,R,R,Q,R,C,C,C
PNFL201704,21,Atlanta,PNFL,Pensacola,201704,R,Q,R,R,R,R,R,Q,Q,C,C,C
PNFL201705,21,Atlanta,PNFL,Pensacola,201705,R,R,R,R,R,R,R,Q,R,C,C,C
PNFL201706,21,Atlanta,PNFL,Pensacola,201706,R,R,R,R,R,R,R,Q,R,C,C,C
PNFL201707,21,Atlanta,PNFL,Pensacola,201707,R,R,R,S,R,S,R,Q,R,C,C,C
PNFL201708,21,Atlanta,PNFL,Pensacola,201708,R,R,R,S,R,S,S,Q,R,C,C,D
PNFL201709,21,Atlanta,PNFL,Pensacola,201709,Q,R,R,S,S,S,S,Q,Q,C,C,C
PNFL201710,21,Atlanta,PNFL,Pensacola,201710,R,R,R,R,S,R,S,Q,R,C,C,C
PNFL201711,21,Atlanta,PNFL,Pensacola,201711,R,R,R,S,R,S,R,Q,R,C,C,C
PNFL201712,21,Atlanta,PNFL,Pensacola,201712,R,R,R,S,R,S,S,Q,R,C,C,D
PNFL201801,21,Atlanta,PNFL,Pensacola,201801,R,R,R,R,Q,R,S,Q,Q,C,C,C
PNFL201802,21,Atlanta,PNFL,Pensacola,201802,R,R,R,R,R,R,R,Q,R,C,C,C
PNFL201803,21,Atlanta,PNFL,Pensacola,201803,R,R,R,R,Q,R,R,Q,R,C,C,C
PNFL201804,21,Atlanta,PNFL,Pensacola,201804,R,R,R,R,R,R,R,Q,Q,C,C,C
PNFL201805,21,Atlanta,PNFL,Pensacola,201805,R,R,R,R,P,R,R,Q,R,C,C,C
PNFL201806,21,Atlanta,PNFL,Pensacola,201806,R,R,R,R,R,R,R,Q,R,C,C,C
PNFL201807,21,Atlanta,PNFL,Pensacola,201807,R,R,R,R,P,R,R,Q,R,C,C,C
PNFL201808,21,Atlanta,PNFL,Pensacola,201808,R,R,R,R,R,R,S,Q,R,C,C,C
PNFL201809,21,Atlanta,PNFL,Pensacola,201809,Q,R,R,R,R,R,R,Q,Q,B,B,C
PNFL201810,21,Atlanta,PNFL,Pensacola,201810,R,R,R,R,R,R,R,Q,R,C,C,C
PNFL201811,21,Atlanta,PNFL,Pensacola,201811,P,R,R,R,R,R,R,Q,P,B,B,B
PNFL201812,21,Atlanta,PNFL,Pensacola,201812,P,Q,Q,Q,R,Q,R,R,P,A,A,B
PNFL201901,21,Atlanta,PNFL,Pensacola,201901,P,P,P,Q,P,Q,Q,R,P,A,A,A
PNFL201902,21,Atlanta,PNFL,Pensacola,201902,P,P,P,Q,P,Q,Q,R,P,A,A,A
PNFL201903,21,Atlanta,PNFL,Pensacola,201903,P,Q,Q,Q,P,Q,Q,R,P,A,A,A
SAGA201701,21,Atlanta,SAGA,Savannah,201701,P,P,P,P,Q,P,P,R,P,A,A,A
SAGA201702,21,Atlanta,SAGA,Savannah,201702,P,P,P,Q,R,Q,Q,R,P,A,A,A
SAGA201703,21,Atlanta,SAGA,Savannah,201703,P,P,P,Q,R,Q,Q,R,Q,B,B,B
SAGA201704,21,Atlanta,SAGA,Savannah,201704,Q,Q,P,Q,R,Q,Q,R,P,B,B,B
SAGA201705,21,Atlanta,SAGA,Savannah,201705,Q,P,P,Q,Q,Q,Q,Q,P,A,A,A
SAGA201706,21,Atlanta,SAGA,Savannah,201706,Q,P,P,Q,R,Q,Q,R,Q,B,B,B
SAGA201707,21,Atlanta,SAGA,Savannah,201707,Q,Q,Q,Q,Q,R,Q,R,Q,B,B,B
SAGA201708,21,Atlanta,SAGA,Savannah,201708,Q,Q,Q,R,Q,R,Q,Q,Q,B,B,B
SAGA201709,21,Atlanta,SAGA,Savannah,201709,Q,Q,Q,R,Q,R,R,R,Q,B,B,B
SAGA201710,21,Atlanta,SAGA,Savannah,201710,P,P,P,Q,R,Q,Q,R,P,A,A,A
SAGA201711,21,Atlanta,SAGA,Savannah,201711,P,Q,P,Q,Q,Q,Q,R,P,A,A,A
SAGA201712,21,Atlanta,SAGA,Savannah,201712,P,P,P,Q,R,R,Q,R,P,A,A,A
SAGA201801,21,Atlanta,SAGA,Savannah,201801,Q,Q,Q,R,S,R,R,Q,P,B,B,B
SAGA201802,21,Atlanta,SAGA,Savannah,201802,P,Q,P,Q,Q,Q,Q,R,P,A,A,A
SAGA201803,21,Atlanta,SAGA,Savannah,201803,Q,Q,P,Q,R,Q,Q,R,P,B,B,B
SAGA201804,21,Atlanta,SAGA,Savannah,201804,P,Q,P,Q,Q,Q,Q,R,P,A,A,A
SAGA201805,21,Atlanta,SAGA,Savannah,201805,Q,Q,Q,R,R,R,R,Q,Q,B,B,B
SAGA201806,21,Atlanta,SAGA,Savannah,201806,Q,P,P,Q,R,Q,Q,R,Q,B,B,B
SAGA201807,21,Atlanta,SAGA,Savannah,201807,Q,Q,Q,R,R,R,R,Q,Q,B,B,B
SAGA201808,21,Atlanta,SAGA,Savannah,201808,Q,Q,Q,R,R,R,R,Q,Q,B,B,B
SAGA201809,21,Atlanta,SAGA,Savannah,201809,R,R,Q,R,R,R,R,Q,Q,C,C,C
SAGA201810,21,Atlanta,SAGA,Savannah,201810,R,R,Q,R,R,R,R,Q,R,C,C,C
SAGA201811,21,Atlanta,SAGA,Savannah,201811,R,R,Q,R,Q,R,R,Q,Q,C,C,C
SAGA201812,21,Atlanta,SAGA,Savannah,201812,R,Q,Q,R,R,R,R,Q,Q,C,C,C
SAGA201901,21,Atlanta,SAGA,Savannah,201901,Q,Q,P,Q,R,R,Q,Q,P,B,B,B
SAGA201902,21,Atlanta,SAGA,Savannah,201902,P,P,P,Q,Q,Q,P,R,P,A,A,A
SAGA201903,21,Atlanta,SAGA,Savannah,201903,Q,Q,Q,R,Q,R,Q,R,Q,B,B,B
SPSC201701,21,Atlanta,SPSC,Spartanburg,201701,Q,Q,Q,Q,R,Q,Q,Q,R,B,B,B
SPSC201702,21,Atlanta,SPSC,Spartanburg,201702,Q,Q,Q,R,Q,R,Q,R,Q,B,B,B
SPSC201703,21,Atlanta,SPSC,Spartanburg,201703,Q,Q,Q,R,R,R,Q,R,R,C,C,C
SPSC201704,21,Atlanta,SPSC,Spartanburg,201704,R,Q,R,R,R,R,Q,Q,R,C,C,C
SPSC201705,21,Atlanta,SPSC,Spartanburg,201705,R,Q,R,R,R,R,Q,R,R,C,C,C
SPSC201706,21,Atlanta,SPSC,Spartanburg,201706,R,Q,R,R,R,R,Q,R,R,C,C,C
SPSC201707,21,Atlanta,SPSC,Spartanburg,201707,R,Q,R,R,R,R,R,Q,R,C,C,C
SPSC201708,21,Atlanta,SPSC,Spartanburg,201708,R,R,R,R,R,R,R,R,S,D,D,C
SPSC201709,21,Atlanta,SPSC,Spartanburg,201709,R,R,R,R,Q,R,R,Q,R,C,C,C
SPSC201710,21,Atlanta,SPSC,Spartanburg,201710,S,R,R,S,R,S,R,Q,S,D,D,D
SPSC201711,21,Atlanta,SPSC,Spartanburg,201711,R,R,R,R,Q,R,R,R,R,C,C,C
SPSC201712,21,Atlanta,SPSC,Spartanburg,201712,S,R,R,R,R,R,R,Q,S,D,D,D
SPSC201801,21,Atlanta,SPSC,Spartanburg,201801,R,R,R,R,R,R,R,Q,R,C,C,C
SPSC201802,21,Atlanta,SPSC,Spartanburg,201802,R,R,R,R,Q,R,R,Q,S,C,C,C
SPSC201803,21,Atlanta,SPSC,Spartanburg,201803,R,R,R,R,R,R,R,Q,S,D,C,C
SPSC201804,21,Atlanta,SPSC,Spartanburg,201804,S,R,R,R,R,R,R,Q,S,D,D,D
SPSC201805,21,Atlanta,SPSC,Spartanburg,201805,R,R,R,R,P,R,R,Q,S,C,C,C
SPSC201806,21,Atlanta,SPSC,Spartanburg,201806,R,R,R,S,R,R,R,R,S,D,D,D
SPSC201807,21,Atlanta,SPSC,Spartanburg,201807,S,R,R,R,R,R,R,Q,S,D,D,D
SPSC201808,21,Atlanta,SPSC,Spartanburg,201808,S,R,R,R,Q,R,R,Q,S,D,D,C
SPSC201809,21,Atlanta,SPSC,Spartanburg,201809,S,R,R,R,Q,R,R,R,S,D,D,C
SPSC201810,21,Atlanta,SPSC,Spartanburg,201810,S,R,S,S,R,S,S,Q,S,D,D,D
SPSC201811,21,Atlanta,SPSC,Spartanburg,201811,S,R,R,R,Q,R,R,R,S,D,D,C
SPSC201812,21,Atlanta,SPSC,Spartanburg,201812,R,R,R,R,Q,R,R,R,S,D,C,C
SPSC201901,21,Atlanta,SPSC,Spartanburg,201901,R,R,R,R,R,R,R,Q,S,D,C,C
SPSC201902,21,Atlanta,SPSC,Spartanburg,201902,S,R,R,R,S,R,R,Q,S,D,D,D
SPSC201903,21,Atlanta,SPSC,Spartanburg,201903,S,R,R,S,R,S,R,Q,S,D,D,D
ASNC201701,22,Richmond,ASNC,Asheville,201701,P,P,P,Q,Q,Q,R,R,P,A,A,A
ASNC201702,22,Richmond,ASNC,Asheville,201702,P,P,P,P,P,P,P,R,P,A,A,A
ASNC201703,22,Richmond,ASNC,Asheville,201703,P,P,P,P,P,P,P,R,P,A,A,A
ASNC201704,22,Richmond,ASNC,Asheville,201704,P,P,P,Q,Q,Q,Q,R,P,A,A,A
ASNC201705,22,Richmond,ASNC,Asheville,201705,P,P,P,Q,Q,Q,R,R,P,A,A,A
ASNC201706,22,Richmond,ASNC,Asheville,201706,Q,Q,Q,R,R,R,R,Q,Q,B,B,B
ASNC201707,22,Richmond,ASNC,Asheville,201707,Q,P,P,R,S,R,R,R,Q,B,B,B
ASNC201708,22,Richmond,ASNC,Asheville,201708,Q,Q,Q,R,R,R,R,Q,Q,B,B,B
ASNC201709,22,Richmond,ASNC,Asheville,201709,Q,Q,Q,R,R,R,R,R,Q,B,B,B
ASNC201710,22,Richmond,ASNC,Asheville,201710,Q,Q,Q,R,R,R,R,R,Q,B,B,B
ASNC201711,22,Richmond,ASNC,Asheville,201711,Q,Q,Q,R,Q,R,R,Q,Q,B,B,B
ASNC201712,22,Richmond,ASNC,Asheville,201712,P,P,P,P,P,P,P,R,P,A,A,A
ASNC201801,22,Richmond,ASNC,Asheville,201801,P,P,P,P,P,P,Q,R,P,A,A,A
ASNC201802,22,Richmond,ASNC,Asheville,201802,,,,,,,,,,,,
ASNC201803,22,Richmond,ASNC,Asheville,201803,,,,,,,,,,,,
ASNC201804,22,Richmond,ASNC,Asheville,201804,,,,,,,,,,,,
ASNC201805,22,Richmond,ASNC,Asheville,201805,,,,,,,,,,,,
ASNC201806,22,Richmond,ASNC,Asheville,201806,,,,,,,,,,,,
ASNC201807,22,Richmond,ASNC,Asheville,201807,P,P,P,P,P,P,P,R,P,A,A,A
ASNC201808,22,Richmond,ASNC,Asheville,201808,P,P,P,P,P,P,P,R,P,A,A,A
ASNC201809,22,Richmond,ASNC,Asheville,201809,P,P,P,P,P,P,P,R,P,A,A,A
ASNC201810,22,Richmond,ASNC,Asheville,201810,P,P,P,P,P,P,P,R,P,A,A,A
ASNC201811,22,Richmond,ASNC,Asheville,201811,P,P,P,P,P,P,P,R,P,A,A,A
ASNC201812,22,Richmond,ASNC,Asheville,201812,P,P,P,P,P,P,P,R,P,A,A,A
ASNC201901,22,Richmond,ASNC,Asheville,201901,P,P,P,R,Q,R,R,Q,P,A,A,B
ASNC201902,22,Richmond,ASNC,Asheville,201902,P,P,P,R,Q,R,R,R,P,A,A,B
ASNC201903,22,Richmond,ASNC,Asheville,201903,P,P,P,Q,P,Q,R,R,P,A,A,A
BAMD201701,22,Richmond,BAMD,Baltimore,201701,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201702,22,Richmond,BAMD,Baltimore,201702,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201703,22,Richmond,BAMD,Baltimore,201703,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201704,22,Richmond,BAMD,Baltimore,201704,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201705,22,Richmond,BAMD,Baltimore,201705,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201706,22,Richmond,BAMD,Baltimore,201706,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201707,22,Richmond,BAMD,Baltimore,201707,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201708,22,Richmond,BAMD,Baltimore,201708,R,R,R,R,R,R,R,Q,Q,C,C,C
BAMD201709,22,Richmond,BAMD,Baltimore,201709,R,R,R,R,R,R,R,Q,Q,C,C,C
BAMD201710,22,Richmond,BAMD,Baltimore,201710,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201711,22,Richmond,BAMD,Baltimore,201711,R,R,R,S,R,S,S,Q,R,C,C,D
BAMD201712,22,Richmond,BAMD,Baltimore,201712,R,R,R,R,R,R,R,Q,Q,C,C,C
BAMD201801,22,Richmond,BAMD,Baltimore,201801,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201802,22,Richmond,BAMD,Baltimore,201802,R,R,R,R,R,R,R,Q,Q,C,C,C
BAMD201803,22,Richmond,BAMD,Baltimore,201803,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201804,22,Richmond,BAMD,Baltimore,201804,R,R,R,R,S,R,S,Q,R,C,C,C
BAMD201805,22,Richmond,BAMD,Baltimore,201805,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201806,22,Richmond,BAMD,Baltimore,201806,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201807,22,Richmond,BAMD,Baltimore,201807,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201808,22,Richmond,BAMD,Baltimore,201808,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201809,22,Richmond,BAMD,Baltimore,201809,R,R,R,S,R,R,R,Q,R,C,C,C
BAMD201810,22,Richmond,BAMD,Baltimore,201810,R,R,R,S,S,S,S,Q,R,D,D,D
BAMD201811,22,Richmond,BAMD,Baltimore,201811,R,R,R,S,R,S,S,Q,R,C,C,D
BAMD201812,22,Richmond,BAMD,Baltimore,201812,R,R,R,R,S,R,S,Q,R,C,C,C
BAMD201901,22,Richmond,BAMD,Baltimore,201901,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201902,22,Richmond,BAMD,Baltimore,201902,R,R,R,R,R,R,R,Q,R,C,C,C
BAMD201903,22,Richmond,BAMD,Baltimore,201903,R,R,R,R,R,R,R,Q,R,C,C,C
BRTN201701,22,Richmond,BRTN,Bristol,201701,Q,R,R,R,R,R,R,Q,Q,B,B,C
BRTN201702,22,Richmond,BRTN,Bristol,201702,Q,R,R,Q,R,R,Q,R,Q,B,B,C
BRTN201703,22,Richmond,BRTN,Bristol,201703,R,R,R,Q,Q,Q,Q,Q,R,C,C,C
BRTN201704,22,Richmond,BRTN,Bristol,201704,R,R,R,R,R,R,R,R,R,C,C,C
BRTN201705,22,Richmond,BRTN,Bristol,201705,S,R,R,R,R,R,R,Q,R,C,C,C
BRTN201706,22,Richmond,BRTN,Bristol,201706,P,Q,R,Q,Q,Q,Q,R,Q,B,B,B
BRTN201707,22,Richmond,BRTN,Bristol,201707,Q,R,R,R,R,R,R,R,R,C,C,C
BRTN201708,22,Richmond,BRTN,Bristol,201708,R,R,R,R,Q,R,R,Q,R,C,C,C
BRTN201709,22,Richmond,BRTN,Bristol,201709,R,R,R,R,R,R,R,Q,R,C,C,C
BRTN201710,22,Richmond,BRTN,Bristol,201710,R,R,R,R,S,R,R,Q,R,C,C,C
BRTN201711,22,Richmond,BRTN,Bristol,201711,R,R,R,R,R,R,R,Q,R,C,C,C
BRTN201712,22,Richmond,BRTN,Bristol,201712,R,R,R,R,R,R,R,Q,R,C,C,C
BRTN201801,22,Richmond,BRTN,Bristol,201801,R,R,R,R,R,R,R,Q,R,C,C,C
BRTN201802,22,Richmond,BRTN,Bristol,201802,R,R,R,R,R,R,R,Q,R,C,C,C
BRTN201803,22,Richmond,BRTN,Bristol,201803,R,R,R,R,R,R,R,Q,R,C,C,C
BRTN201804,22,Richmond,BRTN,Bristol,201804,R,R,R,R,S,R,R,Q,R,C,C,C
BRTN201805,22,Richmond,BRTN,Bristol,201805,R,Q,R,Q,P,Q,Q,R,R,C,C,B
BRTN201806,22,Richmond,BRTN,Bristol,201806,R,Q,R,Q,P,Q,Q,Q,R,C,B,B
BRTN201807,22,Richmond,BRTN,Bristol,201807,Q,Q,R,Q,Q,Q,Q,Q,Q,B,B,B
BRTN201808,22,Richmond,BRTN,Bristol,201808,R,R,R,R,R,R,R,Q,R,C,C,C
BRTN201809,22,Richmond,BRTN,Bristol,201809,R,R,R,R,R,R,R,Q,Q,C,C,C
BRTN201810,22,Richmond,BRTN,Bristol,201810,P,P,P,P,P,P,P,R,P,A,A,A
BRTN201811,22,Richmond,BRTN,Bristol,201811,Q,Q,R,Q,R,Q,Q,Q,P,B,B,B
BRTN201812,22,Richmond,BRTN,Bristol,201812,Q,Q,R,Q,R,Q,Q,Q,Q,B,B,B
BRTN201901,22,Richmond,BRTN,Bristol,201901,Q,Q,R,Q,R,Q,Q,R,Q,B,B,B
BRTN201902,22,Richmond,BRTN,Bristol,201902,P,P,Q,Q,R,Q,Q,R,Q,B,B,B
BRTN201903,22,Richmond,BRTN,Bristol,201903,R,R,R,R,R,R,R,Q,R,C,C,C
CHNC201701,22,Richmond,CHNC,Charlotte,201701,P,Q,Q,R,P,Q,S,Q,P,A,A,B
CHNC201702,22,Richmond,CHNC,Charlotte,201702,P,Q,P,R,P,Q,R,Q,P,A,A,A
CHNC201703,22,Richmond,CHNC,Charlotte,201703,P,Q,P,R,P,R,R,Q,P,A,A,B
CHNC201704,22,Richmond,CHNC,Charlotte,201704,P,Q,P,R,P,R,R,Q,P,A,A,B
CHNC201705,22,Richmond,CHNC,Charlotte,201705,P,Q,Q,R,P,R,R,Q,P,A,A,B
CHNC201706,22,Richmond,CHNC,Charlotte,201706,P,Q,Q,R,P,R,S,Q,P,B,A,B
CHNC201707,22,Richmond,CHNC,Charlotte,201707,P,Q,Q,R,P,R,S,Q,P,B,A,B
CHNC201708,22,Richmond,CHNC,Charlotte,201708,P,Q,Q,R,P,Q,R,Q,P,A,A,B
CHNC201709,22,Richmond,CHNC,Charlotte,201709,P,Q,P,P,P,P,R,Q,P,A,A,A
CHNC201710,22,Richmond,CHNC,Charlotte,201710,P,Q,Q,Q,P,Q,R,Q,P,A,A,A
CHNC201711,22,Richmond,CHNC,Charlotte,201711,P,Q,P,Q,P,P,R,Q,P,A,A,A
CHNC201712,22,Richmond,CHNC,Charlotte,201712,P,Q,P,Q,P,Q,R,Q,P,A,A,A
CHNC201801,22,Richmond,CHNC,Charlotte,201801,P,Q,P,Q,P,Q,R,Q,P,A,A,A
CHNC201802,22,Richmond,CHNC,Charlotte,201802,P,Q,P,P,P,P,R,R,P,A,A,A
CHNC201803,22,Richmond,CHNC,Charlotte,201803,P,Q,P,P,P,P,R,Q,P,A,A,A
CHNC201804,22,Richmond,CHNC,Charlotte,201804,P,Q,P,P,P,P,R,Q,P,A,A,A
CHNC201805,22,Richmond,CHNC,Charlotte,201805,P,P,P,P,P,P,R,Q,P,A,A,A
CHNC201806,22,Richmond,CHNC,Charlotte,201806,P,Q,P,P,P,P,R,Q,P,A,A,A
CHNC201807,22,Richmond,CHNC,Charlotte,201807,P,Q,P,P,P,P,R,Q,P,A,A,A
CHNC201808,22,Richmond,CHNC,Charlotte,201808,P,Q,P,P,P,P,R,Q,P,A,A,A
CHNC201809,22,Richmond,CHNC,Charlotte,201809,P,Q,P,P,P,P,Q,Q,P,A,A,A
CHNC201810,22,Richmond,CHNC,Charlotte,201810,P,P,P,P,P,P,Q,Q,P,A,A,A
CHNC201811,22,Richmond,CHNC,Charlotte,201811,P,P,P,P,P,P,R,Q,P,A,A,A
CHNC201812,22,Richmond,CHNC,Charlotte,201812,P,Q,P,P,P,P,R,Q,P,A,A,A
CHNC201901,22,Richmond,CHNC,Charlotte,201901,P,P,P,P,P,P,R,Q,P,A,A,A
CHNC201902,22,Richmond,CHNC,Charlotte,201902,P,P,P,P,P,P,Q,Q,P,A,A,A
CHNC201903,22,Richmond,CHNC,Charlotte,201903,P,P,P,P,P,P,Q,Q,P,A,A,A
CHVA201701,22,Richmond,CHVA,Chantilly,201701,R,S,S,R,Q,R,R,Q,R,C,C,C
CHVA201702,22,Richmond,CHVA,Chantilly,201702,R,R,S,R,Q,R,R,Q,R,C,C,C
CHVA201703,22,Richmond,CHVA,Chantilly,201703,R,R,S,R,Q,R,R,Q,Q,C,C,C
CHVA201704,22,Richmond,CHVA,Chantilly,201704,R,R,S,R,R,R,R,Q,R,C,C,C
CHVA201705,22,Richmond,CHVA,Chantilly,201705,R,R,R,R,Q,R,R,Q,R,C,C,C
CHVA201706,22,Richmond,CHVA,Chantilly,201706,R,R,R,R,Q,R,R,Q,R,C,C,C
CHVA201707,22,Richmond,CHVA,Chantilly,201707,S,R,S,R,Q,R,R,Q,R,C,C,C
CHVA201708,22,Richmond,CHVA,Chantilly,201708,R,R,R,R,R,R,R,Q,R,C,C,C
CHVA201709,22,Richmond,CHVA,Chantilly,201709,R,R,R,R,Q,R,R,Q,R,C,C,C
CHVA201710,22,Richmond,CHVA,Chantilly,201710,R,R,R,R,Q,R,R,Q,R,C,C,C
CHVA201711,22,Richmond,CHVA,Chantilly,201711,R,R,R,R,R,R,R,Q,R,C,C,C
CHVA201712,22,Richmond,CHVA,Chantilly,201712,R,R,R,R,Q,R,R,Q,R,C,C,C
CHVA201801,22,Richmond,CHVA,Chantilly,201801,R,R,R,R,Q,Q,Q,Q,R,C,C,C
CHVA201802,22,Richmond,CHVA,Chantilly,201802,R,R,R,Q,Q,Q,Q,Q,Q,B,B,B
CHVA201803,22,Richmond,CHVA,Chantilly,201803,R,R,R,R,Q,R,R,Q,R,C,C,C
CHVA201804,22,Richmond,CHVA,Chantilly,201804,R,R,R,R,Q,R,R,Q,R,C,C,C
CHVA201805,22,Richmond,CHVA,Chantilly,201805,R,R,R,R,Q,R,R,Q,R,C,C,C
CHVA201806,22,Richmond,CHVA,Chantilly,201806,R,R,R,R,Q,R,R,Q,R,C,C,C
CHVA201807,22,Richmond,CHVA,Chantilly,201807,R,R,R,R,Q,R,R,Q,R,C,C,C
