,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),GM per Emp,Sales Order per Emp,Sales Order Items per Emp,Sales Order Delivery per Emp,Non-Sales Order Delivery per Emp,Delivery Lines per Emp,Deliver Docs per Emp,RSO per Emp,Sales per Emp,High Sales Weight,Equal Sales and GM Weight,Equal Weights
ZTMA201702,12,Boston,ZTMA,Taunton Service Center,201702,10.0,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,17.5,19.0,20.0
ZTMA201703,12,Boston,ZTMA,Taunton Service Center,201703,,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,,,
ZTMA201704,12,Boston,ZTMA,Taunton Service Center,201704,,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,,,
ZTMA201705,12,Boston,ZTMA,Taunton Service Center,201705,10.0,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,17.5,19.0,20.0
ZTMA201706,12,Boston,ZTMA,Taunton Service Center,201706,,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,,,
ZTMA201707,12,Boston,ZTMA,Taunton Service Center,201707,10.0,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,17.5,19.0,20.0
ZTMA201708,12,Boston,ZTMA,Taunton Service Center,201708,,10.0,10.0,30.0,40.0,40.0,30.0,30.0,10.0,,,
ZTMA201709,12,Boston,ZTMA,Taunton Service Center,201709,10.0,10.0,10.0,30.0,40.0,40.0,40.0,30.0,10.0,19.5,20.5,22.0
ZTMA201710,12,Boston,ZTMA,Taunton Service Center,201710,,10.0,10.0,30.0,40.0,30.0,30.0,30.0,,,,
ZTMA201711,12,Boston,ZTMA,Taunton Service Center,201711,,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,,,
ZTMA201712,12,Boston,ZTMA,Taunton Service Center,201712,,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,,,
ZTMA201801,12,Boston,ZTMA,Taunton Service Center,201801,,,,30.0,40.0,30.0,30.0,30.0,10.0,,,
ZTMA201802,12,Boston,ZTMA,Taunton Service Center,201802,10.0,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,17.5,19.0,20.0
ZTMA201803,12,Boston,ZTMA,Taunton Service Center,201803,,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,,,
ZTMA201804,12,Boston,ZTMA,Taunton Service Center,201804,10.0,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,17.5,19.0,20.0
ZTMA201805,12,Boston,ZTMA,Taunton Service Center,201805,,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,,,
ZTMA201806,12,Boston,ZTMA,Taunton Service Center,201806,,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,,,
ZTMA201807,12,Boston,ZTMA,Taunton Service Center,201807,10.0,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,17.5,19.0,20.0
ZTMA201808,12,Boston,ZTMA,Taunton Service Center,201808,,10.0,10.0,30.0,40.0,40.0,40.0,30.0,10.0,,,
ZTMA201809,12,Boston,ZTMA,Taunton Service Center,201809,,10.0,10.0,30.0,40.0,40.0,30.0,30.0,10.0,,,
ZTMA201810,12,Boston,ZTMA,Taunton Service Center,201810,10.0,10.0,10.0,30.0,40.0,40.0,30.0,30.0,10.0,18.5,20.0,21.0
ZTMA201811,12,Boston,ZTMA,Taunton Service Center,201811,,10.0,10.0,30.0,40.0,40.0,30.0,30.0,10.0,,,
ZTMA201812,12,Boston,ZTMA,Taunton Service Center,201812,10.0,10.0,10.0,20.0,40.0,20.0,20.0,30.0,10.0,15.0,16.5,17.0
ZTMA201901,12,Boston,ZTMA,Taunton Service Center,201901,10.0,10.0,10.0,30.0,40.0,40.0,30.0,30.0,10.0,18.5,20.0,21.0
ZTMA201902,12,Boston,ZTMA,Taunton Service Center,201902,,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,,,
ZTMA201903,12,Boston,ZTMA,Taunton Service Center,201903,,10.0,10.0,30.0,40.0,30.0,30.0,30.0,10.0,,,
AKOH201701,15,Pittsburgh,AKOH,Akron,201701,20.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,20.0,21.0,20.5,21.0
AKOH201702,15,Pittsburgh,AKOH,Akron,201702,20.0,20.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.5,21.0,21.0
AKOH201703,15,Pittsburgh,AKOH,Akron,201703,20.0,20.0,20.0,30.0,20.0,30.0,20.0,20.0,20.0,21.5,22.0,22.0
AKOH201704,15,Pittsburgh,AKOH,Akron,201704,20.0,20.0,20.0,30.0,10.0,20.0,30.0,20.0,20.0,21.0,20.5,21.0
AKOH201705,15,Pittsburgh,AKOH,Akron,201705,20.0,20.0,20.0,30.0,20.0,30.0,20.0,20.0,20.0,21.5,22.0,22.0
AKOH201706,15,Pittsburgh,AKOH,Akron,201706,20.0,20.0,20.0,30.0,10.0,30.0,30.0,20.0,20.0,22.0,21.5,22.0
AKOH201707,15,Pittsburgh,AKOH,Akron,201707,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
AKOH201708,15,Pittsburgh,AKOH,Akron,201708,30.0,30.0,30.0,30.0,10.0,30.0,30.0,20.0,30.0,28.5,27.5,27.5
AKOH201709,15,Pittsburgh,AKOH,Akron,201709,30.0,30.0,30.0,40.0,20.0,30.0,30.0,20.0,30.0,29.5,29.5,29.5
AKOH201710,15,Pittsburgh,AKOH,Akron,201710,30.0,30.0,30.0,40.0,20.0,40.0,40.0,20.0,30.0,31.5,31.0,31.5
AKOH201711,15,Pittsburgh,AKOH,Akron,201711,30.0,30.0,30.0,40.0,20.0,30.0,30.0,20.0,30.0,29.5,29.5,29.5
AKOH201712,15,Pittsburgh,AKOH,Akron,201712,30.0,30.0,20.0,30.0,20.0,30.0,30.0,20.0,30.0,28.5,28.0,27.0
AKOH201801,15,Pittsburgh,AKOH,Akron,201801,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,20.0,26.0,26.0,27.0
AKOH201802,15,Pittsburgh,AKOH,Akron,201802,20.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,20.0,23.5,23.5,25.5
AKOH201803,15,Pittsburgh,AKOH,Akron,201803,30.0,30.0,30.0,30.0,20.0,30.0,40.0,20.0,30.0,30.0,29.0,29.5
AKOH201804,15,Pittsburgh,AKOH,Akron,201804,30.0,30.0,30.0,40.0,20.0,30.0,30.0,20.0,20.0,26.5,27.0,28.0
AKOH201805,15,Pittsburgh,AKOH,Akron,201805,40.0,40.0,40.0,40.0,20.0,40.0,40.0,20.0,30.0,35.0,34.5,35.5
AKOH201806,15,Pittsburgh,AKOH,Akron,201806,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
AKOH201807,15,Pittsburgh,AKOH,Akron,201807,20.0,20.0,20.0,30.0,20.0,30.0,30.0,20.0,20.0,22.5,22.5,23.0
AKOH201808,15,Pittsburgh,AKOH,Akron,201808,30.0,30.0,30.0,30.0,10.0,30.0,30.0,20.0,30.0,28.5,27.5,27.5
AKOH201809,15,Pittsburgh,AKOH,Akron,201809,20.0,20.0,20.0,30.0,20.0,30.0,30.0,20.0,20.0,22.5,22.5,23.0
AKOH201810,15,Pittsburgh,AKOH,Akron,201810,20.0,20.0,30.0,30.0,20.0,30.0,30.0,20.0,20.0,23.0,23.0,24.5
AKOH201811,15,Pittsburgh,AKOH,Akron,201811,30.0,30.0,30.0,40.0,10.0,40.0,30.0,20.0,30.0,30.0,29.5,29.5
AKOH201812,15,Pittsburgh,AKOH,Akron,201812,30.0,30.0,30.0,40.0,10.0,40.0,30.0,20.0,30.0,30.0,29.5,29.5
AKOH201901,15,Pittsburgh,AKOH,Akron,201901,20.0,20.0,20.0,30.0,20.0,30.0,30.0,20.0,20.0,22.5,22.5,23.0
AKOH201902,15,Pittsburgh,AKOH,Akron,201902,20.0,20.0,20.0,30.0,10.0,30.0,30.0,20.0,20.0,22.0,21.5,22.0
AKOH201903,15,Pittsburgh,AKOH,Akron,201903,20.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,20.0,23.5,23.5,25.5
BINY201701,15,Pittsburgh,BINY,Binghamton,201701,20.0,40.0,30.0,20.0,30.0,20.0,30.0,20.0,20.0,23.0,23.0,25.5
BINY201702,15,Pittsburgh,BINY,Binghamton,201702,10.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,13.5,13.5,15.5
BINY201703,15,Pittsburgh,BINY,Binghamton,201703,20.0,40.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,21.5,21.5,23.5
BINY201704,15,Pittsburgh,BINY,Binghamton,201704,30.0,40.0,40.0,30.0,30.0,30.0,30.0,30.0,40.0,34.0,33.5,34.0
BINY201705,15,Pittsburgh,BINY,Binghamton,201705,30.0,40.0,40.0,40.0,20.0,40.0,40.0,30.0,40.0,36.0,35.0,36.0
BINY201706,15,Pittsburgh,BINY,Binghamton,201706,30.0,40.0,40.0,40.0,20.0,30.0,40.0,20.0,30.0,31.5,31.0,33.0
BINY201707,15,Pittsburgh,BINY,Binghamton,201707,20.0,40.0,40.0,30.0,30.0,30.0,30.0,20.0,30.0,28.0,28.0,30.5
BINY201708,15,Pittsburgh,BINY,Binghamton,201708,30.0,40.0,40.0,30.0,20.0,30.0,30.0,20.0,30.0,30.0,29.5,31.0
BINY201709,15,Pittsburgh,BINY,Binghamton,201709,30.0,40.0,40.0,40.0,40.0,40.0,40.0,20.0,40.0,36.5,36.5,37.5
BINY201710,15,Pittsburgh,BINY,Binghamton,201710,30.0,40.0,30.0,30.0,20.0,30.0,20.0,20.0,40.0,31.5,31.0,30.0
BINY201711,15,Pittsburgh,BINY,Binghamton,201711,30.0,40.0,30.0,30.0,20.0,30.0,30.0,20.0,40.0,32.5,31.5,31.0
BINY201712,15,Pittsburgh,BINY,Binghamton,201712,40.0,40.0,30.0,40.0,40.0,40.0,30.0,30.0,40.0,38.0,38.5,37.0
BINY201801,15,Pittsburgh,BINY,Binghamton,201801,20.0,20.0,20.0,20.0,10.0,20.0,20.0,30.0,20.0,20.0,19.5,19.5
BINY201802,15,Pittsburgh,BINY,Binghamton,201802,20.0,20.0,20.0,20.0,10.0,20.0,10.0,30.0,20.0,19.0,19.0,18.5
BINY201803,15,Pittsburgh,BINY,Binghamton,201803,30.0,40.0,30.0,30.0,30.0,30.0,30.0,20.0,30.0,30.0,30.0,30.5
BINY201804,15,Pittsburgh,BINY,Binghamton,201804,20.0,40.0,30.0,30.0,30.0,30.0,30.0,30.0,40.0,31.0,30.5,31.0
BINY201805,15,Pittsburgh,BINY,Binghamton,201805,30.0,40.0,30.0,30.0,40.0,30.0,30.0,30.0,30.0,31.0,31.5,32.0
BINY201806,15,Pittsburgh,BINY,Binghamton,201806,20.0,40.0,30.0,30.0,40.0,30.0,30.0,20.0,30.0,28.0,28.5,30.0
BINY201807,15,Pittsburgh,BINY,Binghamton,201807,30.0,40.0,30.0,30.0,30.0,30.0,30.0,30.0,40.0,33.5,33.0,32.5
BINY201808,15,Pittsburgh,BINY,Binghamton,201808,30.0,40.0,30.0,20.0,30.0,20.0,20.0,20.0,30.0,27.5,27.5,27.5
BINY201809,15,Pittsburgh,BINY,Binghamton,201809,20.0,40.0,30.0,20.0,20.0,20.0,20.0,30.0,30.0,25.0,24.5,25.5
BINY201810,15,Pittsburgh,BINY,Binghamton,201810,30.0,40.0,30.0,20.0,40.0,20.0,20.0,20.0,30.0,28.0,28.5,28.5
BINY201811,15,Pittsburgh,BINY,Binghamton,201811,40.0,40.0,30.0,20.0,20.0,20.0,20.0,20.0,40.0,32.5,31.5,29.5
BINY201812,15,Pittsburgh,BINY,Binghamton,201812,30.0,20.0,20.0,10.0,10.0,10.0,10.0,30.0,40.0,26.0,24.5,21.0
BINY201901,15,Pittsburgh,BINY,Binghamton,201901,20.0,20.0,20.0,20.0,10.0,20.0,10.0,30.0,30.0,22.0,21.5,20.0
BINY201902,15,Pittsburgh,BINY,Binghamton,201902,20.0,30.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,21.0,21.0,21.5
BINY201903,15,Pittsburgh,BINY,Binghamton,201903,20.0,30.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,19.5,20.0
BUNY201701,15,Pittsburgh,BUNY,Buffalo,201701,20.0,20.0,20.0,30.0,10.0,30.0,20.0,20.0,20.0,21.0,21.0,21.0
BUNY201702,15,Pittsburgh,BUNY,Buffalo,201702,20.0,20.0,20.0,30.0,20.0,30.0,20.0,30.0,20.0,22.0,22.5,22.5
BUNY201703,15,Pittsburgh,BUNY,Buffalo,201703,20.0,20.0,20.0,30.0,10.0,20.0,20.0,30.0,20.0,20.5,20.5,20.5
BUNY201704,15,Pittsburgh,BUNY,Buffalo,201704,20.0,20.0,20.0,30.0,20.0,20.0,20.0,30.0,20.0,21.0,21.5,21.5
BUNY201705,15,Pittsburgh,BUNY,Buffalo,201705,20.0,20.0,20.0,30.0,10.0,30.0,20.0,30.0,20.0,21.5,21.5,21.5
BUNY201706,15,Pittsburgh,BUNY,Buffalo,201706,20.0,20.0,20.0,30.0,20.0,30.0,20.0,30.0,20.0,22.0,22.5,22.5
BUNY201707,15,Pittsburgh,BUNY,Buffalo,201707,20.0,20.0,20.0,30.0,10.0,30.0,20.0,30.0,20.0,21.5,21.5,21.5
BUNY201708,15,Pittsburgh,BUNY,Buffalo,201708,20.0,20.0,20.0,30.0,10.0,30.0,30.0,20.0,20.0,22.0,21.5,22.0
BUNY201709,15,Pittsburgh,BUNY,Buffalo,201709,20.0,20.0,20.0,30.0,20.0,30.0,30.0,20.0,20.0,22.5,22.5,23.0
BUNY201710,15,Pittsburgh,BUNY,Buffalo,201710,20.0,20.0,30.0,30.0,20.0,30.0,30.0,20.0,20.0,23.0,23.0,24.5
BUNY201711,15,Pittsburgh,BUNY,Buffalo,201711,20.0,20.0,20.0,30.0,20.0,30.0,30.0,20.0,20.0,22.5,22.5,23.0
BUNY201712,15,Pittsburgh,BUNY,Buffalo,201712,20.0,20.0,20.0,30.0,20.0,30.0,20.0,30.0,20.0,22.0,22.5,22.5
BUNY201801,15,Pittsburgh,BUNY,Buffalo,201801,20.0,20.0,20.0,30.0,20.0,30.0,20.0,20.0,20.0,21.5,22.0,22.0
BUNY201802,15,Pittsburgh,BUNY,Buffalo,201802,20.0,20.0,20.0,30.0,20.0,30.0,20.0,20.0,20.0,21.5,22.0,22.0
BUNY201803,15,Pittsburgh,BUNY,Buffalo,201803,20.0,20.0,20.0,30.0,20.0,30.0,20.0,30.0,20.0,22.0,22.5,22.5
BUNY201804,15,Pittsburgh,BUNY,Buffalo,201804,20.0,20.0,20.0,30.0,10.0,30.0,20.0,30.0,20.0,21.5,21.5,21.5
BUNY201805,15,Pittsburgh,BUNY,Buffalo,201805,20.0,20.0,20.0,30.0,10.0,30.0,20.0,30.0,20.0,21.5,21.5,21.5
BUNY201806,15,Pittsburgh,BUNY,Buffalo,201806,20.0,20.0,20.0,30.0,10.0,30.0,20.0,30.0,20.0,21.5,21.5,21.5
BUNY201807,15,Pittsburgh,BUNY,Buffalo,201807,20.0,20.0,30.0,40.0,20.0,40.0,30.0,20.0,20.0,24.5,25.0,26.5
BUNY201808,15,Pittsburgh,BUNY,Buffalo,201808,20.0,20.0,30.0,30.0,20.0,30.0,30.0,20.0,20.0,23.0,23.0,24.5
BUNY201809,15,Pittsburgh,BUNY,Buffalo,201809,20.0,20.0,20.0,30.0,10.0,30.0,20.0,30.0,20.0,21.5,21.5,21.5
BUNY201810,15,Pittsburgh,BUNY,Buffalo,201810,20.0,20.0,30.0,30.0,20.0,30.0,30.0,20.0,20.0,23.0,23.0,24.5
BUNY201811,15,Pittsburgh,BUNY,Buffalo,201811,20.0,20.0,20.0,30.0,20.0,30.0,30.0,20.0,20.0,22.5,22.5,23.0
BUNY201812,15,Pittsburgh,BUNY,Buffalo,201812,20.0,20.0,30.0,40.0,20.0,30.0,30.0,20.0,20.0,23.5,24.0,25.5
BUNY201901,15,Pittsburgh,BUNY,Buffalo,201901,20.0,20.0,20.0,30.0,20.0,30.0,20.0,20.0,20.0,21.5,22.0,22.0
BUNY201902,15,Pittsburgh,BUNY,Buffalo,201902,20.0,20.0,30.0,40.0,20.0,30.0,30.0,20.0,20.0,23.5,24.0,25.5
BUNY201903,15,Pittsburgh,BUNY,Buffalo,201903,20.0,20.0,20.0,30.0,20.0,30.0,20.0,20.0,20.0,21.5,22.0,22.0
CHWV201701,15,Pittsburgh,CHWV,Charleston,201701,30.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,20.0,24.0,23.5,23.0
CHWV201702,15,Pittsburgh,CHWV,Charleston,201702,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.5,20.5,21.0
CHWV201703,15,Pittsburgh,CHWV,Charleston,201703,30.0,30.0,30.0,30.0,20.0,30.0,30.0,30.0,30.0,29.5,29.0,29.0
CHWV201704,15,Pittsburgh,CHWV,Charleston,201704,30.0,30.0,30.0,20.0,20.0,20.0,30.0,30.0,30.0,28.0,27.0,27.0
CHWV201705,15,Pittsburgh,CHWV,Charleston,201705,40.0,40.0,40.0,40.0,30.0,40.0,40.0,20.0,40.0,38.5,38.0,38.0
CHWV201706,15,Pittsburgh,CHWV,Charleston,201706,40.0,40.0,40.0,40.0,30.0,40.0,40.0,20.0,40.0,38.5,38.0,38.0
CHWV201707,15,Pittsburgh,CHWV,Charleston,201707,40.0,40.0,40.0,40.0,30.0,40.0,40.0,20.0,40.0,38.5,38.0,38.0
CHWV201708,15,Pittsburgh,CHWV,Charleston,201708,40.0,40.0,40.0,40.0,30.0,40.0,40.0,20.0,40.0,38.5,38.0,38.0
CHWV201709,15,Pittsburgh,CHWV,Charleston,201709,40.0,40.0,40.0,40.0,40.0,40.0,40.0,20.0,40.0,39.0,39.0,39.0
CHWV201710,15,Pittsburgh,CHWV,Charleston,201710,40.0,40.0,40.0,40.0,40.0,40.0,40.0,20.0,40.0,39.0,39.0,39.0
CHWV201711,15,Pittsburgh,CHWV,Charleston,201711,40.0,40.0,40.0,40.0,40.0,40.0,40.0,20.0,40.0,39.0,39.0,39.0
CHWV201712,15,Pittsburgh,CHWV,Charleston,201712,40.0,40.0,40.0,40.0,40.0,40.0,40.0,20.0,40.0,39.0,39.0,39.0
CHWV201801,15,Pittsburgh,CHWV,Charleston,201801,40.0,40.0,40.0,40.0,30.0,40.0,40.0,20.0,40.0,38.5,38.0,38.0
CHWV201802,15,Pittsburgh,CHWV,Charleston,201802,40.0,40.0,40.0,40.0,40.0,40.0,40.0,20.0,40.0,39.0,39.0,39.0
CHWV201803,15,Pittsburgh,CHWV,Charleston,201803,40.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,31.5,31.0,30.0
CHWV201804,15,Pittsburgh,CHWV,Charleston,201804,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
CHWV201805,15,Pittsburgh,CHWV,Charleston,201805,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
CHWV201806,15,Pittsburgh,CHWV,Charleston,201806,30.0,20.0,30.0,30.0,20.0,30.0,30.0,20.0,20.0,25.5,25.5,26.0
CHWV201807,15,Pittsburgh,CHWV,Charleston,201807,30.0,30.0,20.0,20.0,10.0,20.0,30.0,20.0,40.0,29.5,27.5,25.5
CHWV201808,15,Pittsburgh,CHWV,Charleston,201808,30.0,40.0,40.0,40.0,20.0,40.0,40.0,20.0,40.0,35.5,34.5,35.5
CHWV201809,15,Pittsburgh,CHWV,Charleston,201809,30.0,30.0,30.0,40.0,30.0,40.0,40.0,20.0,30.0,32.0,32.0,32.5
CHWV201810,15,Pittsburgh,CHWV,Charleston,201810,40.0,40.0,40.0,30.0,30.0,30.0,40.0,20.0,40.0,37.0,36.0,36.0
CHWV201811,15,Pittsburgh,CHWV,Charleston,201811,40.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,40.0,34.5,33.5,31.5
CHWV201812,15,Pittsburgh,CHWV,Charleston,201812,30.0,30.0,30.0,30.0,30.0,30.0,30.0,20.0,30.0,29.5,29.5,29.5
CHWV201901,15,Pittsburgh,CHWV,Charleston,201901,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
CHWV201902,15,Pittsburgh,CHWV,Charleston,201902,20.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,20.0,23.5,23.5,25.5
CHWV201903,15,Pittsburgh,CHWV,Charleston,201903,30.0,30.0,20.0,30.0,20.0,20.0,30.0,20.0,20.0,24.5,24.5,24.5
CIOH201701,15,Pittsburgh,CIOH,Cincinnati,201701,20.0,20.0,30.0,30.0,20.0,20.0,30.0,20.0,30.0,25.0,24.5,25.0
CIOH201702,15,Pittsburgh,CIOH,Cincinnati,201702,20.0,30.0,30.0,20.0,20.0,20.0,30.0,30.0,30.0,25.5,24.5,25.5
CIOH201703,15,Pittsburgh,CIOH,Cincinnati,201703,20.0,30.0,30.0,30.0,10.0,20.0,30.0,30.0,30.0,25.5,24.5,25.5
CIOH201704,15,Pittsburgh,CIOH,Cincinnati,201704,30.0,30.0,30.0,30.0,20.0,30.0,30.0,30.0,30.0,29.5,29.0,29.0
CIOH201705,15,Pittsburgh,CIOH,Cincinnati,201705,30.0,30.0,30.0,30.0,10.0,30.0,30.0,20.0,30.0,28.5,27.5,27.5
CIOH201706,15,Pittsburgh,CIOH,Cincinnati,201706,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
CIOH201707,15,Pittsburgh,CIOH,Cincinnati,201707,30.0,30.0,30.0,30.0,10.0,30.0,30.0,20.0,30.0,28.5,27.5,27.5
CIOH201708,15,Pittsburgh,CIOH,Cincinnati,201708,30.0,20.0,30.0,30.0,10.0,30.0,30.0,20.0,30.0,28.0,27.0,26.5
CIOH201709,15,Pittsburgh,CIOH,Cincinnati,201709,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
CIOH201710,15,Pittsburgh,CIOH,Cincinnati,201710,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
CIOH201711,15,Pittsburgh,CIOH,Cincinnati,201711,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
CIOH201712,15,Pittsburgh,CIOH,Cincinnati,201712,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
CIOH201801,15,Pittsburgh,CIOH,Cincinnati,201801,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
CIOH201802,15,Pittsburgh,CIOH,Cincinnati,201802,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
CIOH201803,15,Pittsburgh,CIOH,Cincinnati,201803,40.0,40.0,40.0,30.0,20.0,30.0,40.0,20.0,40.0,36.5,35.0,35.0
CIOH201804,15,Pittsburgh,CIOH,Cincinnati,201804,30.0,30.0,30.0,30.0,20.0,30.0,40.0,20.0,30.0,30.0,29.0,29.5
CIOH201805,15,Pittsburgh,CIOH,Cincinnati,201805,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
CIOH201806,15,Pittsburgh,CIOH,Cincinnati,201806,30.0,30.0,30.0,30.0,20.0,20.0,30.0,20.0,30.0,28.0,27.5,27.5
CIOH201807,15,Pittsburgh,CIOH,Cincinnati,201807,30.0,30.0,30.0,20.0,20.0,20.0,30.0,20.0,30.0,27.5,26.5,26.5
CIOH201808,15,Pittsburgh,CIOH,Cincinnati,201808,30.0,30.0,30.0,20.0,20.0,20.0,30.0,20.0,30.0,27.5,26.5,26.5
CIOH201809,15,Pittsburgh,CIOH,Cincinnati,201809,30.0,30.0,30.0,20.0,10.0,20.0,30.0,20.0,30.0,27.0,25.5,25.5
CIOH201810,15,Pittsburgh,CIOH,Cincinnati,201810,20.0,30.0,30.0,20.0,20.0,20.0,30.0,20.0,20.0,22.0,21.5,23.5
CIOH201811,15,Pittsburgh,CIOH,Cincinnati,201811,30.0,30.0,30.0,20.0,20.0,20.0,30.0,30.0,30.0,28.0,27.0,27.0
CIOH201812,15,Pittsburgh,CIOH,Cincinnati,201812,20.0,30.0,30.0,30.0,20.0,20.0,30.0,30.0,30.0,26.0,25.5,26.5
CIOH201901,15,Pittsburgh,CIOH,Cincinnati,201901,30.0,30.0,30.0,20.0,20.0,20.0,30.0,20.0,30.0,27.5,26.5,26.5
CIOH201902,15,Pittsburgh,CIOH,Cincinnati,201902,30.0,30.0,30.0,30.0,20.0,20.0,30.0,20.0,30.0,28.0,27.5,27.5
CIOH201903,15,Pittsburgh,CIOH,Cincinnati,201903,30.0,30.0,30.0,30.0,20.0,30.0,30.0,20.0,30.0,29.0,28.5,28.5
CLOH201701,15,Pittsburgh,CLOH,Cleveland,201701,20.0,20.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,20.5,20.5,20.5
CLOH201702,15,Pittsburgh,CLOH,Cleveland,201702,20.0,20.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,20.5,20.5,20.5
CLOH201703,15,Pittsburgh,CLOH,Cleveland,201703,20.0,20.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,20.5,20.5,20.5
CLOH201704,15,Pittsburgh,CLOH,Cleveland,201704,20.0,20.0,20.0,20.0,10.0,20.0,20.0,30.0,20.0,20.0,19.5,19.5
CLOH201705,15,Pittsburgh,CLOH,Cleveland,201705,20.0,30.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,21.0,21.0,21.5
CLOH201706,15,Pittsburgh,CLOH,Cleveland,201706,20.0,30.0,20.0,30.0,30.0,30.0,30.0,30.0,20.0,24.0,24.5,25.5
CLOH201707,15,Pittsburgh,CLOH,Cleveland,201707,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,20.0,27.0,27.5,28.5
CLOH201708,15,Pittsburgh,CLOH,Cleveland,201708,30.0,30.0,20.0,30.0,20.0,30.0,30.0,20.0,20.0,25.5,25.5,25.5
CLOH201709,15,Pittsburgh,CLOH,Cleveland,201709,20.0,30.0,20.0,20.0,20.0,20.0,30.0,30.0,20.0,22.0,21.5,22.5
CLOH201710,15,Pittsburgh,CLOH,Cleveland,201710,30.0,30.0,20.0,20.0,20.0,20.0,30.0,30.0,20.0,24.5,24.0,24.0
CLOH201711,15,Pittsburgh,CLOH,Cleveland,201711,30.0,30.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,27.5,26.5,25.5
CLOH201712,15,Pittsburgh,CLOH,Cleveland,201712,20.0,30.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,24.0,23.5,23.0
CLOH201801,15,Pittsburgh,CLOH,Cleveland,201801,30.0,30.0,20.0,30.0,20.0,30.0,30.0,30.0,30.0,29.0,28.5,27.5
CLOH201802,15,Pittsburgh,CLOH,Cleveland,201802,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
CLOH201803,15,Pittsburgh,CLOH,Cleveland,201803,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
CLOH201804,15,Pittsburgh,CLOH,Cleveland,201804,30.0,30.0,30.0,30.0,20.0,20.0,30.0,30.0,30.0,28.5,28.0,28.0
CLOH201805,15,Pittsburgh,CLOH,Cleveland,201805,20.0,30.0,30.0,30.0,20.0,20.0,30.0,30.0,20.0,23.0,23.0,25.0
