,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),Number of Delivery Lines (SO),Sales $ per branch,GM $ per branch,RSO by plant,GMR,Sales Order - RSO
SDCA201705,46,California,SDCA,San Diego,201705,1257,5094505.99,870276.06,96,0.17082638860534544,3822.0
SDCA201706,46,California,SDCA,San Diego,201706,1428,5920761.7,868033.85,97,0.14660847606820587,3783.0
SDCA201707,46,California,SDCA,San Diego,201707,1378,4336883.54,728400.29,92,0.16795477288744534,3522.0
SDCA201708,46,California,SDCA,San Diego,201708,1967,6162081.73,980352.01,107,0.15909428874128223,4293.0
SDCA201709,46,California,SDCA,San Diego,201709,1563,5340930.15,871280.15,103,0.16313266145223787,3831.0
SDCA201710,46,California,SDCA,San Diego,201710,2221,4945151.17,843504.33,133,0.17057200093642436,4429.0
SDCA201711,46,California,SDCA,San Diego,201711,1556,4174439.15,756453.47,85,0.18121080289312638,3877.0
SDCA201712,46,California,SDCA,San Diego,201712,1774,5654111.42,927353.54,89,0.16401401937707127,3348.0
SDCA201801,46,California,SDCA,San Diego,201801,1600,5726049.94,1004347.41,127,0.17539969447070522,4273.0
SDCA201802,46,California,SDCA,San Diego,201802,1604,4074888.36,711020.58,144,0.17448835825283812,3742.0
SDCA201803,46,California,SDCA,San Diego,201803,1698,4419406.12,702216.83,91,0.15889393527834458,4200.0
SDCA201804,46,California,SDCA,San Diego,201804,1822,4761161.6,750572.09,105,0.15764474156894823,4186.0
SDCA201805,46,California,SDCA,San Diego,201805,1976,4321262.08,784719.71,110,0.1815950283672681,4359.0
SDCA201806,46,California,SDCA,San Diego,201806,1893,5754076.73,861362.55,99,0.14969604863089825,3773.0
SDCA201807,46,California,SDCA,San Diego,201807,1983,5152349.76,724873.07,76,0.14068786160976773,3883.0
SDCA201808,46,California,SDCA,San Diego,201808,1988,5378427.85,731704.9,129,0.13604438330431448,4525.0
SDCA201809,46,California,SDCA,San Diego,201809,1777,4107571.41,635327.86,83,0.15467238340720654,3396.0
SDCA201810,46,California,SDCA,San Diego,201810,1817,5565058.23,970948.52,124,0.17447230197266056,4466.0
SDCA201811,46,California,SDCA,San Diego,201811,1946,3912302.77,645631.08,85,0.16502584742438017,3763.0
SDCA201812,46,California,SDCA,San Diego,201812,1637,3775073.97,595440.47,85,0.1577294841722002,3333.0
SDCA201901,46,California,SDCA,San Diego,201901,1903,4299172.34,731699.13,138,0.17019534741424208,4387.0
SDCA201902,46,California,SDCA,San Diego,201902,2145,3961563.47,666732.61,109,0.168300373084771,3800.0
SDCA201903,46,California,SDCA,San Diego,201903,1899,4845481.96,913319.04,93,0.1884887917320819,4208.0
SJCA201701,46,California,SJCA,San Jose,201701,206,6345485.17,955172.45,33,0.15052788311851023,3570.0
SJCA201702,46,California,SJCA,San Jose,201702,97,5998151.43,879456.64,15,0.14662127994991284,3359.0
SJCA201703,46,California,SJCA,San Jose,201703,214,6896085.51,1079046.06,47,0.15647225638882778,4118.0
SJCA201704,46,California,SJCA,San Jose,201704,253,5708147.17,827319.12,31,0.14493654339329165,3244.0
SJCA201705,46,California,SJCA,San Jose,201705,251,4763027.99,779681.51,41,0.16369450518387568,3685.0
SJCA201706,46,California,SJCA,San Jose,201706,234,7704878.61,1279395.27,38,0.16605002294773336,3968.0
SJCA201707,46,California,SJCA,San Jose,201707,192,6495134.97,1101093.04,40,0.16952581356442545,3690.0
SJCA201708,46,California,SJCA,San Jose,201708,216,8025806.76,1267671.61,43,0.15794943086818106,4073.0
SJCA201709,46,California,SJCA,San Jose,201709,202,7672293.4,1113770.49,40,0.1451678698835996,3360.0
SJCA201710,46,California,SJCA,San Jose,201710,196,8718318.28,1303757.86,49,0.1495423564646461,4087.0
SJCA201711,46,California,SJCA,San Jose,201711,197,6440830.59,687249.54,48,0.1067020053387245,3624.0
SJCA201712,46,California,SJCA,San Jose,201712,313,10372527.75,1538361.05,42,0.1483111047834989,3128.0
SJCA201801,46,California,SJCA,San Jose,201801,143,8196057.85,1211305.67,48,0.14779125430404325,3917.0
SJCA201802,46,California,SJCA,San Jose,201802,182,6858194.29,854498.84,44,0.12459530947467515,3593.0
SJCA201803,46,California,SJCA,San Jose,201803,218,7581593.21,1107545.82,64,0.14608351956145113,4449.0
SJCA201804,46,California,SJCA,San Jose,201804,220,8065282.56,1065540.11,37,0.13211441782394295,4084.0
SJCA201805,46,California,SJCA,San Jose,201805,252,8377980.08,1068101.14,38,0.12748909997408348,4420.0
SJCA201806,46,California,SJCA,San Jose,201806,204,7127547.33,982753.46,41,0.13788101495497188,4832.0
SJCA201807,46,California,SJCA,San Jose,201807,188,11560566.15,1677344.19,35,0.14509187251179734,4348.0
SJCA201808,46,California,SJCA,San Jose,201808,258,8971167.77,1308908.95,56,0.14590173582273783,5108.0
SJCA201809,46,California,SJCA,San Jose,201809,240,7780455.79,1010649.88,43,0.12989597361364866,4252.0
SJCA201810,46,California,SJCA,San Jose,201810,255,9532231.83,1276299.51,28,0.13389304128999557,4874.0
SJCA201811,46,California,SJCA,San Jose,201811,264,8089235.16,1199096.15,30,0.14823356303564303,3980.0
SJCA201812,46,California,SJCA,San Jose,201812,347,8143462.2,1239150.26,37,0.15216504105587916,3736.0
SJCA201901,46,California,SJCA,San Jose,201901,297,6927516.07,1097953.23,30,0.15849161790540603,4800.0
SJCA201902,46,California,SJCA,San Jose,201902,719,8312758.27,1109729.21,29,0.13349711058060154,4306.0
SJCA201903,46,California,SJCA,San Jose,201903,300,8931605.8,1221646.83,25,0.13677796102465695,4695.0
SNCA201701,46,California,SNCA,Santa Barbara,201701,892,635104.94,106763.8,91,0.168104187632362,2082.0
SNCA201702,46,California,SNCA,Santa Barbara,201702,1105,507248.84,105192.5,88,0.20737849297003813,1946.0
SNCA201703,46,California,SNCA,Santa Barbara,201703,1160,881084.97,148681.37,120,0.16874804935101775,2401.0
SNCA201704,46,California,SNCA,Santa Barbara,201704,1026,536424.29,116968.49,84,0.21805218775607643,2107.0
SNCA201705,46,California,SNCA,Santa Barbara,201705,2245,794675.97,147450.91,95,0.18554846952274145,2606.0
SNCA201706,46,California,SNCA,Santa Barbara,201706,1089,850676.22,161261.08,146,0.18956810618263198,2715.0
SNCA201707,46,California,SNCA,Santa Barbara,201707,1124,704374.55,125084.09,141,0.17758178514541728,2499.0
SNCA201708,46,California,SNCA,Santa Barbara,201708,1565,1110539.88,183045.91,151,0.1648260573947151,2843.0
SNCA201709,46,California,SNCA,Santa Barbara,201709,1325,959309.59,161099.31,135,0.16793255449473823,2525.0
SNCA201710,46,California,SNCA,Santa Barbara,201710,1384,1157255.46,197033.18,153,0.17025901955995093,2580.0
SNCA201711,46,California,SNCA,Santa Barbara,201711,1272,1239491.97,108260.55,137,0.08734267959799692,2531.0
SNCA201712,46,California,SNCA,Santa Barbara,201712,1142,842987.78,172728.29,154,0.2049001113634174,2061.0
SNCA201801,46,California,SNCA,Santa Barbara,201801,1002,977447.82,125027.86,138,0.1279125672406738,2454.0
SNCA201802,46,California,SNCA,Santa Barbara,201802,1077,993353.42,118465.52,119,0.119258179027561,2373.0
SNCA201803,46,California,SNCA,Santa Barbara,201803,1222,1010087.87,169489.97,104,0.16779725312412672,2664.0
SNCA201804,46,California,SNCA,Santa Barbara,201804,1387,1349515.98,143556.04,145,0.10637594673017507,2780.0
SNCA201805,46,California,SNCA,Santa Barbara,201805,1530,2345546.91,245711.33,156,0.10475651923755384,2910.0
SNCA201806,46,California,SNCA,Santa Barbara,201806,1332,2136778.19,241479.57,109,0.11301106082517624,2671.0
SNCA201807,46,California,SNCA,Santa Barbara,201807,1369,1756212.01,219933.05,126,0.1252314918402135,2617.0
SNCA201808,46,California,SNCA,Santa Barbara,201808,1626,2079615.71,255946.9,174,0.12307413276850077,3242.0
SNCA201809,46,California,SNCA,Santa Barbara,201809,1502,2320724.27,206067.1,166,0.08879430558116239,2699.0
SNCA201810,46,California,SNCA,Santa Barbara,201810,1478,2293552.23,282165.09,170,0.12302536053430099,3190.0
SNCA201811,46,California,SNCA,Santa Barbara,201811,1066,2065788.34,222790.07,139,0.10784748160598098,2893.0
SNCA201812,46,California,SNCA,Santa Barbara,201812,1188,1836963.22,228187.79,132,0.12422011911593962,2598.0
SNCA201901,46,California,SNCA,Santa Barbara,201901,1302,2409523.57,240884.92,171,0.0999720123094708,3008.0
SNCA201902,46,California,SNCA,Santa Barbara,201902,968,1031454.93,154494.84,114,0.14978341322194272,2703.0
SNCA201903,46,California,SNCA,Santa Barbara,201903,1179,1207296.5,147275.97,136,0.12198823569852145,3012.0
SRCA201701,46,California,SRCA,Santa Rosa,201701,618,543679.8,106519.22,26,0.19592271038946085,1079.0
SRCA201702,46,California,SRCA,Santa Rosa,201702,619,582942.43,94560.58,22,0.16221255330479203,1040.0
SRCA201703,46,California,SRCA,Santa Rosa,201703,706,732750.28,127931.84,25,0.1745913218893618,1230.0
SRCA201704,46,California,SRCA,Santa Rosa,201704,498,596228.74,105579.32,23,0.17707854874624127,1095.0
SRCA201705,46,California,SRCA,Santa Rosa,201705,476,859314.19,148042.17,24,0.17227944298231596,1135.0
SRCA201706,46,California,SRCA,Santa Rosa,201706,699,778071.43,139559.26,26,0.17936561428556758,1187.0
SRCA201707,46,California,SRCA,Santa Rosa,201707,448,749546.33,116792.21,18,0.15581719945183378,1245.0
SRCA201708,46,California,SRCA,Santa Rosa,201708,655,1115716.41,167182.18,39,0.1498428978023188,1340.0
SRCA201709,46,California,SRCA,Santa Rosa,201709,454,804617.8,113537.32,22,0.14110714428639287,1195.0
SRCA201710,46,California,SRCA,Santa Rosa,201710,442,867499.38,169081.27,24,0.19490650241156368,1062.0
SRCA201711,46,California,SRCA,Santa Rosa,201711,669,642719.56,89731.15,37,0.1396116682678834,1137.0
