,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),Number of Delivery Lines (SO),Sales $ per branch,GM $ per branch,RSO by plant,GMR,Sales Order - RSO,Equal Weights,High Sales and GM Weight,High GMR
ALNY201701,11,New York,ALNY,Allentown,201701,30.0,20.0,20.0,20.0,20.0,30.0,23.0,21.0,21.0
ALNY201702,11,New York,ALNY,Allentown,201702,30.0,30.0,30.0,20.0,30.0,20.0,27.0,29.0,29.0
ALNY201703,11,New York,ALNY,Allentown,201703,30.0,30.0,40.0,20.0,30.0,30.0,30.5,33.5,31.5
ALNY201704,11,New York,ALNY,Allentown,201704,20.0,30.0,30.0,20.0,20.0,20.0,23.5,25.0,24.5
ALNY201705,11,New York,ALNY,Allentown,201705,30.0,30.0,30.0,20.0,30.0,30.0,28.5,29.5,29.5
ALNY201706,11,New York,ALNY,Allentown,201706,40.0,40.0,40.0,20.0,30.0,30.0,33.5,35.0,34.5
ALNY201707,11,New York,ALNY,Allentown,201707,30.0,30.0,30.0,20.0,30.0,20.0,27.0,29.0,29.0
ALNY201708,11,New York,ALNY,Allentown,201708,40.0,40.0,40.0,20.0,30.0,30.0,33.5,35.0,34.5
ALNY201709,11,New York,ALNY,Allentown,201709,30.0,30.0,40.0,20.0,30.0,30.0,30.5,33.5,31.5
ALNY201710,11,New York,ALNY,Allentown,201710,40.0,30.0,30.0,20.0,30.0,30.0,30.0,30.0,30.0
ALNY201711,11,New York,ALNY,Allentown,201711,30.0,40.0,40.0,20.0,30.0,30.0,32.0,34.5,34.0
ALNY201712,11,New York,ALNY,Allentown,201712,30.0,30.0,30.0,20.0,20.0,20.0,25.0,25.5,25.0
ALNY201801,11,New York,ALNY,Allentown,201801,30.0,40.0,40.0,20.0,30.0,30.0,32.0,34.5,34.0
ALNY201802,11,New York,ALNY,Allentown,201802,30.0,30.0,30.0,20.0,30.0,20.0,27.0,29.0,29.0
ALNY201803,11,New York,ALNY,Allentown,201803,30.0,40.0,40.0,20.0,30.0,30.0,32.0,34.5,34.0
ALNY201804,11,New York,ALNY,Allentown,201804,30.0,40.0,40.0,20.0,20.0,30.0,30.0,31.0,30.0
ALNY201805,11,New York,ALNY,Allentown,201805,30.0,40.0,40.0,20.0,20.0,30.0,30.0,31.0,30.0
ALNY201806,11,New York,ALNY,Allentown,201806,30.0,40.0,40.0,20.0,20.0,30.0,30.0,31.0,30.0
ALNY201807,11,New York,ALNY,Allentown,201807,30.0,40.0,40.0,20.0,20.0,30.0,30.0,31.0,30.0
ALNY201808,11,New York,ALNY,Allentown,201808,30.0,40.0,40.0,20.0,20.0,30.0,30.0,31.0,30.0
ALNY201809,11,New York,ALNY,Allentown,201809,20.0,40.0,40.0,20.0,20.0,20.0,27.0,30.0,29.0
ALNY201810,11,New York,ALNY,Allentown,201810,30.0,40.0,40.0,20.0,20.0,30.0,30.0,31.0,30.0
ALNY201811,11,New York,ALNY,Allentown,201811,30.0,30.0,30.0,20.0,20.0,20.0,25.0,25.5,25.0
ALNY201812,11,New York,ALNY,Allentown,201812,30.0,40.0,40.0,20.0,20.0,20.0,28.5,30.5,29.5
ALNY201901,11,New York,ALNY,Allentown,201901,30.0,30.0,30.0,20.0,30.0,20.0,27.0,29.0,29.0
ALNY201902,11,New York,ALNY,Allentown,201902,20.0,30.0,30.0,20.0,20.0,20.0,23.5,25.0,24.5
ALNY201903,11,New York,ALNY,Allentown,201903,30.0,30.0,30.0,20.0,30.0,20.0,27.0,29.0,29.0
ALPA201701,11,New York,ALPA,Albany,201701,40.0,40.0,40.0,20.0,30.0,30.0,33.5,35.0,34.5
ALPA201702,11,New York,ALPA,Albany,201702,30.0,40.0,40.0,20.0,30.0,30.0,32.0,34.5,34.0
ALPA201703,11,New York,ALPA,Albany,201703,40.0,40.0,40.0,10.0,30.0,30.0,32.0,34.5,34.0
ALPA201704,11,New York,ALPA,Albany,201704,30.0,40.0,40.0,20.0,30.0,30.0,32.0,34.5,34.0
ALPA201705,11,New York,ALPA,Albany,201705,30.0,40.0,40.0,20.0,30.0,30.0,32.0,34.5,34.0
ALPA201706,11,New York,ALPA,Albany,201706,40.0,40.0,40.0,20.0,30.0,30.0,33.5,35.0,34.5
ALPA201707,11,New York,ALPA,Albany,201707,40.0,40.0,40.0,20.0,30.0,30.0,33.5,35.0,34.5
ALPA201708,11,New York,ALPA,Albany,201708,40.0,40.0,40.0,20.0,30.0,30.0,33.5,35.0,34.5
ALPA201709,11,New York,ALPA,Albany,201709,40.0,30.0,30.0,20.0,30.0,30.0,30.0,30.0,30.0
ALPA201710,11,New York,ALPA,Albany,201710,40.0,40.0,40.0,20.0,30.0,30.0,33.5,35.0,34.5
ALPA201711,11,New York,ALPA,Albany,201711,40.0,40.0,40.0,20.0,30.0,30.0,33.5,35.0,34.5
ALPA201712,11,New York,ALPA,Albany,201712,40.0,30.0,40.0,20.0,30.0,20.0,30.5,33.5,31.5
ALPA201801,11,New York,ALPA,Albany,201801,40.0,30.0,40.0,20.0,30.0,30.0,32.0,34.0,32.0
ALPA201802,11,New York,ALPA,Albany,201802,40.0,30.0,30.0,10.0,30.0,30.0,28.5,29.5,29.5
ALPA201803,11,New York,ALPA,Albany,201803,40.0,30.0,40.0,20.0,30.0,30.0,32.0,34.0,32.0
ALPA201804,11,New York,ALPA,Albany,201804,40.0,30.0,40.0,10.0,30.0,30.0,30.5,33.5,31.5
ALPA201805,11,New York,ALPA,Albany,201805,40.0,40.0,40.0,20.0,20.0,30.0,31.5,31.5,30.5
ALPA201806,11,New York,ALPA,Albany,201806,40.0,40.0,40.0,20.0,30.0,30.0,33.5,35.0,34.5
ALPA201807,11,New York,ALPA,Albany,201807,30.0,40.0,40.0,20.0,30.0,30.0,32.0,34.5,34.0
ALPA201808,11,New York,ALPA,Albany,201808,40.0,40.0,40.0,20.0,30.0,30.0,33.5,35.0,34.5
ALPA201809,11,New York,ALPA,Albany,201809,30.0,30.0,40.0,20.0,30.0,20.0,29.0,33.0,31.0
ALPA201810,11,New York,ALPA,Albany,201810,30.0,40.0,40.0,20.0,30.0,30.0,32.0,34.5,34.0
ALPA201811,11,New York,ALPA,Albany,201811,40.0,40.0,40.0,20.0,30.0,20.0,32.0,34.5,34.0
ALPA201812,11,New York,ALPA,Albany,201812,30.0,40.0,40.0,20.0,20.0,20.0,28.5,30.5,29.5
ALPA201901,11,New York,ALPA,Albany,201901,30.0,40.0,40.0,20.0,30.0,30.0,32.0,34.5,34.0
ALPA201902,11,New York,ALPA,Albany,201902,30.0,40.0,40.0,20.0,30.0,30.0,32.0,34.5,34.0
ALPA201903,11,New York,ALPA,Albany,201903,40.0,40.0,40.0,20.0,30.0,30.0,33.5,35.0,34.5
HAPA201701,11,New York,HAPA,Harrisburg,201701,40.0,30.0,30.0,40.0,30.0,40.0,34.5,31.5,31.5
HAPA201702,11,New York,HAPA,Harrisburg,201702,40.0,30.0,30.0,30.0,30.0,30.0,31.5,30.5,30.5
HAPA201703,11,New York,HAPA,Harrisburg,201703,40.0,30.0,40.0,40.0,30.0,40.0,36.5,35.5,33.5
HAPA201704,11,New York,HAPA,Harrisburg,201704,40.0,30.0,30.0,30.0,30.0,30.0,31.5,30.5,30.5
HAPA201705,11,New York,HAPA,Harrisburg,201705,40.0,30.0,40.0,30.0,30.0,30.0,33.5,34.5,32.5
HAPA201706,11,New York,HAPA,Harrisburg,201706,40.0,40.0,40.0,30.0,30.0,30.0,35.0,35.5,35.0
HAPA201707,11,New York,HAPA,Harrisburg,201707,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
HAPA201708,11,New York,HAPA,Harrisburg,201708,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
HAPA201709,11,New York,HAPA,Harrisburg,201709,40.0,30.0,40.0,30.0,30.0,30.0,33.5,34.5,32.5
HAPA201710,11,New York,HAPA,Harrisburg,201710,40.0,30.0,40.0,30.0,30.0,40.0,35.0,35.0,33.0
HAPA201711,11,New York,HAPA,Harrisburg,201711,30.0,40.0,30.0,30.0,20.0,30.0,29.5,27.5,28.5
HAPA201712,11,New York,HAPA,Harrisburg,201712,40.0,30.0,30.0,30.0,30.0,30.0,31.5,30.5,30.5
HAPA201801,11,New York,HAPA,Harrisburg,201801,30.0,30.0,40.0,30.0,30.0,40.0,33.5,34.5,32.5
HAPA201802,11,New York,HAPA,Harrisburg,201802,30.0,20.0,30.0,30.0,30.0,30.0,28.5,29.0,27.5
HAPA201803,11,New York,HAPA,Harrisburg,201803,40.0,30.0,30.0,30.0,30.0,30.0,31.5,30.5,30.5
HAPA201804,11,New York,HAPA,Harrisburg,201804,40.0,40.0,40.0,30.0,20.0,30.0,33.0,32.0,31.0
HAPA201805,11,New York,HAPA,Harrisburg,201805,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
HAPA201806,11,New York,HAPA,Harrisburg,201806,40.0,40.0,40.0,30.0,30.0,30.0,35.0,35.5,35.0
HAPA201807,11,New York,HAPA,Harrisburg,201807,40.0,40.0,40.0,40.0,20.0,30.0,34.5,32.5,31.5
HAPA201808,11,New York,HAPA,Harrisburg,201808,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
HAPA201809,11,New York,HAPA,Harrisburg,201809,40.0,40.0,40.0,30.0,20.0,30.0,33.0,32.0,31.0
HAPA201810,11,New York,HAPA,Harrisburg,201810,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
HAPA201811,11,New York,HAPA,Harrisburg,201811,40.0,40.0,40.0,30.0,30.0,30.0,35.0,35.5,35.0
HAPA201812,11,New York,HAPA,Harrisburg,201812,40.0,40.0,40.0,30.0,30.0,30.0,35.0,35.5,35.0
HAPA201901,11,New York,HAPA,Harrisburg,201901,40.0,40.0,40.0,30.0,30.0,40.0,36.5,36.0,35.5
HAPA201902,11,New York,HAPA,Harrisburg,201902,40.0,30.0,40.0,30.0,30.0,30.0,33.5,34.5,32.5
HAPA201903,11,New York,HAPA,Harrisburg,201903,40.0,40.0,40.0,30.0,20.0,40.0,34.5,32.5,31.5
HVNY201701,11,New York,HVNY,Hudson Valley,201701,10.0,20.0,20.0,10.0,30.0,20.0,19.0,22.5,23.0
HVNY201702,11,New York,HVNY,Hudson Valley,201702,10.0,20.0,20.0,10.0,20.0,10.0,15.5,18.5,18.5
HVNY201703,11,New York,HVNY,Hudson Valley,201703,10.0,20.0,20.0,10.0,20.0,20.0,17.0,19.0,19.0
HVNY201704,11,New York,HVNY,Hudson Valley,201704,10.0,20.0,20.0,10.0,20.0,20.0,17.0,19.0,19.0
HVNY201705,11,New York,HVNY,Hudson Valley,201705,10.0,10.0,20.0,10.0,30.0,20.0,17.5,21.5,20.5
HVNY201706,11,New York,HVNY,Hudson Valley,201706,10.0,20.0,20.0,10.0,30.0,20.0,19.0,22.5,23.0
HVNY201707,11,New York,HVNY,Hudson Valley,201707,10.0,20.0,20.0,10.0,30.0,20.0,19.0,22.5,23.0
HVNY201708,11,New York,HVNY,Hudson Valley,201708,10.0,20.0,20.0,10.0,30.0,20.0,19.0,22.5,23.0
HVNY201709,11,New York,HVNY,Hudson Valley,201709,10.0,20.0,20.0,10.0,20.0,20.0,17.0,19.0,19.0
HVNY201710,11,New York,HVNY,Hudson Valley,201710,10.0,20.0,20.0,10.0,30.0,20.0,19.0,22.5,23.0
HVNY201711,11,New York,HVNY,Hudson Valley,201711,10.0,20.0,20.0,10.0,30.0,20.0,19.0,22.5,23.0
HVNY201712,11,New York,HVNY,Hudson Valley,201712,10.0,10.0,10.0,10.0,30.0,20.0,15.5,17.5,18.5
HVNY201801,11,New York,HVNY,Hudson Valley,201801,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
HVNY201802,11,New York,HVNY,Hudson Valley,201802,10.0,20.0,20.0,10.0,30.0,10.0,17.5,22.0,22.5
HVNY201803,11,New York,HVNY,Hudson Valley,201803,10.0,20.0,20.0,10.0,30.0,10.0,17.5,22.0,22.5
HVNY201804,11,New York,HVNY,Hudson Valley,201804,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
HVNY201805,11,New York,HVNY,Hudson Valley,201805,10.0,20.0,20.0,10.0,20.0,10.0,15.5,18.5,18.5
HVNY201806,11,New York,HVNY,Hudson Valley,201806,10.0,20.0,20.0,10.0,20.0,10.0,15.5,18.5,18.5
HVNY201807,11,New York,HVNY,Hudson Valley,201807,10.0,20.0,20.0,10.0,20.0,10.0,15.5,18.5,18.5
HVNY201808,11,New York,HVNY,Hudson Valley,201808,10.0,30.0,30.0,10.0,30.0,20.0,22.5,27.5,27.5
HVNY201809,11,New York,HVNY,Hudson Valley,201809,10.0,20.0,20.0,10.0,20.0,10.0,15.5,18.5,18.5
HVNY201810,11,New York,HVNY,Hudson Valley,201810,10.0,20.0,20.0,10.0,20.0,20.0,17.0,19.0,19.0
HVNY201811,11,New York,HVNY,Hudson Valley,201811,10.0,20.0,20.0,10.0,20.0,10.0,15.5,18.5,18.5
HVNY201812,11,New York,HVNY,Hudson Valley,201812,10.0,30.0,20.0,10.0,20.0,10.0,17.0,19.5,21.0
HVNY201901,11,New York,HVNY,Hudson Valley,201901,10.0,20.0,20.0,10.0,30.0,20.0,19.0,22.5,23.0
HVNY201902,11,New York,HVNY,Hudson Valley,201902,10.0,20.0,20.0,10.0,30.0,10.0,17.5,22.0,22.5
HVNY201903,11,New York,HVNY,Hudson Valley,201903,10.0,20.0,20.0,10.0,30.0,20.0,19.0,22.5,23.0
NCDE201701,11,New York,NCDE,New Castle,201701,20.0,10.0,10.0,20.0,30.0,20.0,18.5,18.5,19.5
NCDE201702,11,New York,NCDE,New Castle,201702,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
NCDE201703,11,New York,NCDE,New Castle,201703,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
NCDE201704,11,New York,NCDE,New Castle,201704,20.0,20.0,20.0,10.0,30.0,20.0,20.5,23.0,23.5
NCDE201705,11,New York,NCDE,New Castle,201705,20.0,20.0,20.0,10.0,30.0,20.0,20.5,23.0,23.5
NCDE201706,11,New York,NCDE,New Castle,201706,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
NCDE201707,11,New York,NCDE,New Castle,201707,20.0,10.0,20.0,20.0,30.0,20.0,20.5,22.5,21.5
NCDE201708,11,New York,NCDE,New Castle,201708,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
NCDE201709,11,New York,NCDE,New Castle,201709,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
NCDE201710,11,New York,NCDE,New Castle,201710,20.0,20.0,20.0,10.0,30.0,20.0,20.5,23.0,23.5
NCDE201711,11,New York,NCDE,New Castle,201711,20.0,20.0,20.0,10.0,30.0,20.0,20.5,23.0,23.5
NCDE201712,11,New York,NCDE,New Castle,201712,20.0,10.0,20.0,10.0,30.0,20.0,19.0,22.0,21.0
NCDE201801,11,New York,NCDE,New Castle,201801,20.0,10.0,20.0,10.0,30.0,20.0,19.0,22.0,21.0
NCDE201802,11,New York,NCDE,New Castle,201802,20.0,20.0,20.0,10.0,30.0,20.0,20.5,23.0,23.5
NCDE201803,11,New York,NCDE,New Castle,201803,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
NCDE201804,11,New York,NCDE,New Castle,201804,20.0,20.0,20.0,10.0,20.0,20.0,18.5,19.5,19.5
NCDE201805,11,New York,NCDE,New Castle,201805,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
NCDE201806,11,New York,NCDE,New Castle,201806,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
NCDE201807,11,New York,NCDE,New Castle,201807,20.0,20.0,20.0,10.0,30.0,20.0,20.5,23.0,23.5
NCDE201808,11,New York,NCDE,New Castle,201808,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
NCDE201809,11,New York,NCDE,New Castle,201809,20.0,10.0,20.0,10.0,30.0,20.0,19.0,22.0,21.0
NCDE201810,11,New York,NCDE,New Castle,201810,20.0,20.0,30.0,20.0,30.0,20.0,24.0,27.5,26.0
NCDE201811,11,New York,NCDE,New Castle,201811,20.0,20.0,20.0,10.0,30.0,20.0,20.5,23.0,23.5
NCDE201812,11,New York,NCDE,New Castle,201812,20.0,20.0,20.0,10.0,20.0,20.0,18.5,19.5,19.5
NCDE201901,11,New York,NCDE,New Castle,201901,20.0,30.0,30.0,20.0,20.0,20.0,23.5,25.0,24.5
NCDE201902,11,New York,NCDE,New Castle,201902,20.0,20.0,20.0,10.0,30.0,20.0,20.5,23.0,23.5
NCDE201903,11,New York,NCDE,New Castle,201903,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
NJSC201701,11,New York,NJSC,New Jersey Service Center,201701,40.0,,,40.0,40.0,,,,
NJSC201702,11,New York,NJSC,New Jersey Service Center,201702,40.0,10.0,,40.0,,,,,
NJSC201703,11,New York,NJSC,New Jersey Service Center,201703,40.0,10.0,,40.0,,,,,
NJSC201704,11,New York,NJSC,New Jersey Service Center,201704,40.0,10.0,10.0,40.0,10.0,,,,
NJSC201705,11,New York,NJSC,New Jersey Service Center,201705,40.0,10.0,10.0,40.0,20.0,,,,
NJSC201706,11,New York,NJSC,New Jersey Service Center,201706,40.0,10.0,,40.0,,,,,
NJSC201707,11,New York,NJSC,New Jersey Service Center,201707,40.0,10.0,,40.0,,,,,
NJSC201708,11,New York,NJSC,New Jersey Service Center,201708,40.0,10.0,10.0,40.0,10.0,,,,
NJSC201709,11,New York,NJSC,New Jersey Service Center,201709,40.0,10.0,,40.0,,,,,
NJSC201710,11,New York,NJSC,New Jersey Service Center,201710,40.0,10.0,,40.0,,,,,
NJSC201711,11,New York,NJSC,New Jersey Service Center,201711,40.0,10.0,,40.0,,,,,
NJSC201712,11,New York,NJSC,New Jersey Service Center,201712,40.0,10.0,,40.0,,,,,
NJSC201801,11,New York,NJSC,New Jersey Service Center,201801,40.0,10.0,,40.0,,,,,
NJSC201802,11,New York,NJSC,New Jersey Service Center,201802,40.0,,10.0,40.0,,,,,
NJSC201803,11,New York,NJSC,New Jersey Service Center,201803,40.0,10.0,,40.0,,,,,
NJSC201804,11,New York,NJSC,New Jersey Service Center,201804,40.0,10.0,,40.0,,,,,
NJSC201805,11,New York,NJSC,New Jersey Service Center,201805,40.0,10.0,,40.0,,,,,
NJSC201806,11,New York,NJSC,New Jersey Service Center,201806,40.0,10.0,10.0,40.0,40.0,,,,
NJSC201807,11,New York,NJSC,New Jersey Service Center,201807,40.0,,10.0,40.0,,,,,
NJSC201808,11,New York,NJSC,New Jersey Service Center,201808,40.0,10.0,,40.0,,,,,
NJSC201809,11,New York,NJSC,New Jersey Service Center,201809,40.0,10.0,,40.0,,,,,
NJSC201810,11,New York,NJSC,New Jersey Service Center,201810,40.0,10.0,10.0,40.0,20.0,,,,
NJSC201811,11,New York,NJSC,New Jersey Service Center,201811,40.0,10.0,10.0,40.0,40.0,,,,
NJSC201812,11,New York,NJSC,New Jersey Service Center,201812,40.0,10.0,,40.0,,,,,
NJSC201901,11,New York,NJSC,New Jersey Service Center,201901,40.0,10.0,10.0,40.0,30.0,,,,
NJSC201902,11,New York,NJSC,New Jersey Service Center,201902,40.0,10.0,10.0,40.0,40.0,,,,
NJSC201903,11,New York,NJSC,New Jersey Service Center,201903,40.0,10.0,,40.0,,,,,
PHPA201701,11,New York,PHPA,Philadelphia,201701,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201702,11,New York,PHPA,Philadelphia,201702,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
PHPA201703,11,New York,PHPA,Philadelphia,201703,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201704,11,New York,PHPA,Philadelphia,201704,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
PHPA201705,11,New York,PHPA,Philadelphia,201705,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201706,11,New York,PHPA,Philadelphia,201706,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201707,11,New York,PHPA,Philadelphia,201707,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
PHPA201708,11,New York,PHPA,Philadelphia,201708,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201709,11,New York,PHPA,Philadelphia,201709,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
PHPA201710,11,New York,PHPA,Philadelphia,201710,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201711,11,New York,PHPA,Philadelphia,201711,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
PHPA201712,11,New York,PHPA,Philadelphia,201712,40.0,40.0,40.0,30.0,30.0,40.0,36.5,36.0,35.5
PHPA201801,11,New York,PHPA,Philadelphia,201801,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
PHPA201802,11,New York,PHPA,Philadelphia,201802,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
PHPA201803,11,New York,PHPA,Philadelphia,201803,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201804,11,New York,PHPA,Philadelphia,201804,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201805,11,New York,PHPA,Philadelphia,201805,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201806,11,New York,PHPA,Philadelphia,201806,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201807,11,New York,PHPA,Philadelphia,201807,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201808,11,New York,PHPA,Philadelphia,201808,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
PHPA201809,11,New York,PHPA,Philadelphia,201809,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
PHPA201810,11,New York,PHPA,Philadelphia,201810,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201811,11,New York,PHPA,Philadelphia,201811,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201812,11,New York,PHPA,Philadelphia,201812,40.0,40.0,40.0,30.0,30.0,40.0,36.5,36.0,35.5
PHPA201901,11,New York,PHPA,Philadelphia,201901,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201902,11,New York,PHPA,Philadelphia,201902,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
PHPA201903,11,New York,PHPA,Philadelphia,201903,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
TENJ201701,11,New York,TENJ,Teterboro,201701,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201702,11,New York,TENJ,Teterboro,201702,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201703,11,New York,TENJ,Teterboro,201703,10.0,40.0,40.0,10.0,30.0,30.0,27.5,33.0,32.5
TENJ201704,11,New York,TENJ,Teterboro,201704,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201705,11,New York,TENJ,Teterboro,201705,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201706,11,New York,TENJ,Teterboro,201706,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201707,11,New York,TENJ,Teterboro,201707,10.0,40.0,40.0,10.0,30.0,30.0,27.5,33.0,32.5
TENJ201708,11,New York,TENJ,Teterboro,201708,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201709,11,New York,TENJ,Teterboro,201709,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201710,11,New York,TENJ,Teterboro,201710,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201711,11,New York,TENJ,Teterboro,201711,10.0,40.0,40.0,10.0,30.0,30.0,27.5,33.0,32.5
TENJ201712,11,New York,TENJ,Teterboro,201712,10.0,40.0,30.0,10.0,20.0,30.0,23.5,25.5,26.5
TENJ201801,11,New York,TENJ,Teterboro,201801,10.0,30.0,30.0,20.0,30.0,30.0,25.5,28.5,28.5
TENJ201802,11,New York,TENJ,Teterboro,201802,10.0,30.0,40.0,20.0,30.0,30.0,27.5,32.5,30.5
TENJ201803,11,New York,TENJ,Teterboro,201803,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201804,11,New York,TENJ,Teterboro,201804,10.0,40.0,40.0,10.0,30.0,30.0,27.5,33.0,32.5
TENJ201805,11,New York,TENJ,Teterboro,201805,10.0,40.0,40.0,20.0,20.0,30.0,27.0,30.0,29.0
TENJ201806,11,New York,TENJ,Teterboro,201806,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201807,11,New York,TENJ,Teterboro,201807,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201808,11,New York,TENJ,Teterboro,201808,10.0,40.0,40.0,20.0,20.0,30.0,27.0,30.0,29.0
TENJ201809,11,New York,TENJ,Teterboro,201809,10.0,40.0,40.0,20.0,20.0,30.0,27.0,30.0,29.0
TENJ201810,11,New York,TENJ,Teterboro,201810,10.0,40.0,40.0,20.0,20.0,30.0,27.0,30.0,29.0
TENJ201811,11,New York,TENJ,Teterboro,201811,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201812,11,New York,TENJ,Teterboro,201812,10.0,40.0,40.0,10.0,30.0,30.0,27.5,33.0,32.5
TENJ201901,11,New York,TENJ,Teterboro,201901,10.0,40.0,40.0,30.0,30.0,30.0,30.5,34.0,33.5
TENJ201902,11,New York,TENJ,Teterboro,201902,10.0,40.0,40.0,20.0,30.0,30.0,29.0,33.5,33.0
TENJ201903,11,New York,TENJ,Teterboro,201903,10.0,40.0,40.0,10.0,20.0,30.0,25.5,29.5,28.5
WIPA201701,11,New York,WIPA,Williamsport,201701,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
WIPA201702,11,New York,WIPA,Williamsport,201702,20.0,10.0,10.0,20.0,20.0,10.0,15.0,14.5,15.0
WIPA201703,11,New York,WIPA,Williamsport,201703,20.0,10.0,10.0,10.0,30.0,10.0,15.5,17.5,18.5
WIPA201704,11,New York,WIPA,Williamsport,201704,20.0,10.0,10.0,10.0,20.0,10.0,13.5,14.0,14.5
WIPA201705,11,New York,WIPA,Williamsport,201705,20.0,10.0,10.0,10.0,20.0,10.0,13.5,14.0,14.5
WIPA201706,11,New York,WIPA,Williamsport,201706,20.0,10.0,10.0,10.0,20.0,10.0,13.5,14.0,14.5
WIPA201707,11,New York,WIPA,Williamsport,201707,20.0,10.0,10.0,10.0,30.0,10.0,15.5,17.5,18.5
WIPA201708,11,New York,WIPA,Williamsport,201708,20.0,10.0,10.0,10.0,30.0,10.0,15.5,17.5,18.5
WIPA201709,11,New York,WIPA,Williamsport,201709,20.0,10.0,10.0,10.0,30.0,10.0,15.5,17.5,18.5
WIPA201710,11,New York,WIPA,Williamsport,201710,20.0,10.0,10.0,10.0,30.0,10.0,15.5,17.5,18.5
WIPA201711,11,New York,WIPA,Williamsport,201711,20.0,10.0,10.0,10.0,20.0,10.0,13.5,14.0,14.5
WIPA201712,11,New York,WIPA,Williamsport,201712,20.0,10.0,10.0,10.0,30.0,10.0,15.5,17.5,18.5
WIPA201801,11,New York,WIPA,Williamsport,201801,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
