,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),Number of Delivery Lines (SO),Sales $ per branch,GM $ per branch,RSO by plant,GMR,Sales Order - RSO,Equal Weights,High Sales and GM Weight,High GMR
SFSC201807,23,Tampa,SFSC,South Florida Service Cetner,201807,40.0,10.0,,20.0,,,,,
SFSC201808,23,Tampa,SFSC,South Florida Service Cetner,201808,40.0,10.0,,20.0,,,,,
SFSC201809,23,Tampa,SFSC,South Florida Service Cetner,201809,40.0,10.0,,20.0,,,,,
SFSC201810,23,Tampa,SFSC,South Florida Service Cetner,201810,40.0,10.0,,20.0,,,,,
SFSC201811,23,Tampa,SFSC,South Florida Service Cetner,201811,40.0,10.0,,10.0,,,,,
SFSC201812,23,Tampa,SFSC,South Florida Service Cetner,201812,40.0,,,20.0,,,,,
SFSC201901,23,Tampa,SFSC,South Florida Service Cetner,201901,40.0,,,20.0,,,,,
SFSC201902,23,Tampa,SFSC,South Florida Service Cetner,201902,40.0,,,20.0,,,,,
SFSC201903,23,Tampa,SFSC,South Florida Service Cetner,201903,40.0,,,20.0,,,,,
TAFL201701,23,Tampa,TAFL,Tampa,201701,20.0,10.0,10.0,40.0,20.0,40.0,22.5,17.0,17.5
TAFL201702,23,Tampa,TAFL,Tampa,201702,20.0,40.0,30.0,40.0,20.0,40.0,31.0,28.0,29.0
TAFL201703,23,Tampa,TAFL,Tampa,201703,20.0,40.0,40.0,40.0,20.0,40.0,33.0,32.0,31.0
TAFL201704,23,Tampa,TAFL,Tampa,201704,20.0,40.0,40.0,40.0,30.0,40.0,35.0,35.5,35.0
TAFL201705,23,Tampa,TAFL,Tampa,201705,20.0,40.0,40.0,40.0,30.0,40.0,35.0,35.5,35.0
TAFL201706,23,Tampa,TAFL,Tampa,201706,20.0,40.0,40.0,40.0,20.0,40.0,33.0,32.0,31.0
TAFL201707,23,Tampa,TAFL,Tampa,201707,20.0,40.0,40.0,40.0,30.0,40.0,35.0,35.5,35.0
TAFL201708,23,Tampa,TAFL,Tampa,201708,30.0,40.0,40.0,40.0,20.0,40.0,34.5,32.5,31.5
TAFL201709,23,Tampa,TAFL,Tampa,201709,20.0,40.0,40.0,40.0,20.0,40.0,33.0,32.0,31.0
TAFL201710,23,Tampa,TAFL,Tampa,201710,20.0,40.0,40.0,40.0,20.0,40.0,33.0,32.0,31.0
TAFL201711,23,Tampa,TAFL,Tampa,201711,20.0,40.0,40.0,40.0,30.0,40.0,35.0,35.5,35.0
TAFL201712,23,Tampa,TAFL,Tampa,201712,30.0,40.0,40.0,40.0,30.0,40.0,36.5,36.0,35.5
TAFL201801,23,Tampa,TAFL,Tampa,201801,20.0,40.0,40.0,40.0,20.0,40.0,33.0,32.0,31.0
TAFL201802,23,Tampa,TAFL,Tampa,201802,20.0,40.0,40.0,40.0,30.0,40.0,35.0,35.5,35.0
TAFL201803,23,Tampa,TAFL,Tampa,201803,20.0,40.0,40.0,40.0,30.0,40.0,35.0,35.5,35.0
TAFL201804,23,Tampa,TAFL,Tampa,201804,20.0,40.0,40.0,40.0,20.0,40.0,33.0,32.0,31.0
TAFL201805,23,Tampa,TAFL,Tampa,201805,20.0,40.0,40.0,40.0,20.0,40.0,33.0,32.0,31.0
TAFL201806,23,Tampa,TAFL,Tampa,201806,20.0,40.0,40.0,40.0,20.0,40.0,33.0,32.0,31.0
TAFL201807,23,Tampa,TAFL,Tampa,201807,20.0,40.0,40.0,40.0,20.0,40.0,33.0,32.0,31.0
TAFL201808,23,Tampa,TAFL,Tampa,201808,20.0,40.0,40.0,40.0,20.0,40.0,33.0,32.0,31.0
TAFL201809,23,Tampa,TAFL,Tampa,201809,20.0,40.0,40.0,40.0,20.0,40.0,33.0,32.0,31.0
TAFL201810,23,Tampa,TAFL,Tampa,201810,30.0,40.0,40.0,40.0,20.0,40.0,34.5,32.5,31.5
TAFL201811,23,Tampa,TAFL,Tampa,201811,20.0,40.0,40.0,40.0,20.0,40.0,33.0,32.0,31.0
TAFL201812,23,Tampa,TAFL,Tampa,201812,30.0,40.0,40.0,40.0,20.0,40.0,34.5,32.5,31.5
TAFL201901,23,Tampa,TAFL,Tampa,201901,20.0,40.0,40.0,40.0,30.0,40.0,35.0,35.5,35.0
TAFL201902,23,Tampa,TAFL,Tampa,201902,30.0,40.0,40.0,40.0,20.0,40.0,34.5,32.5,31.5
TAFL201903,23,Tampa,TAFL,Tampa,201903,20.0,40.0,40.0,40.0,30.0,40.0,35.0,35.5,35.0
TCFL201701,23,Tampa,TCFL,Tampa Counter,201701,,,,,,,,,
TCFL201702,23,Tampa,TCFL,Tampa Counter,201702,,,,,,,,,
TCFL201703,23,Tampa,TCFL,Tampa Counter,201703,,,,,,,,,
TCFL201704,23,Tampa,TCFL,Tampa Counter,201704,,,,,,,,,
TCFL201705,23,Tampa,TCFL,Tampa Counter,201705,,,,,,,,,
TCFL201706,23,Tampa,TCFL,Tampa Counter,201706,,,,,,,,,
TCFL201707,23,Tampa,TCFL,Tampa Counter,201707,,,,,,,,,
TCFL201708,23,Tampa,TCFL,Tampa Counter,201708,,,,,,,,,
TCFL201709,23,Tampa,TCFL,Tampa Counter,201709,,,,,,,,,
TCFL201710,23,Tampa,TCFL,Tampa Counter,201710,,,,,,,,,
TCFL201711,23,Tampa,TCFL,Tampa Counter,201711,,,,,,,,,
TCFL201712,23,Tampa,TCFL,Tampa Counter,201712,,,,,,,,,
TCFL201801,23,Tampa,TCFL,Tampa Counter,201801,,,,,,,,,
TCFL201802,23,Tampa,TCFL,Tampa Counter,201802,,,,,,,,,
TCFL201803,23,Tampa,TCFL,Tampa Counter,201803,,,,,,,,,
TCFL201804,23,Tampa,TCFL,Tampa Counter,201804,,,,,,,,,
TCFL201805,23,Tampa,TCFL,Tampa Counter,201805,,,,,,,,,
TCFL201806,23,Tampa,TCFL,Tampa Counter,201806,,,,,,,,,
TCFL201807,23,Tampa,TCFL,Tampa Counter,201807,,,,,,,,,
TCFL201808,23,Tampa,TCFL,Tampa Counter,201808,,,,,,,,,
TCFL201809,23,Tampa,TCFL,Tampa Counter,201809,,,,,,,,,
TCFL201810,23,Tampa,TCFL,Tampa Counter,201810,,,,,,,,,
TCFL201811,23,Tampa,TCFL,Tampa Counter,201811,,,,,,,,,
TCFL201812,23,Tampa,TCFL,Tampa Counter,201812,10.0,,,10.0,,,,,
TCFL201901,23,Tampa,TCFL,Tampa Counter,201901,10.0,,,20.0,,,,,
TCFL201902,23,Tampa,TCFL,Tampa Counter,201902,10.0,,,10.0,,,,,
TCFL201903,23,Tampa,TCFL,Tampa Counter,201903,10.0,10.0,10.0,20.0,20.0,,,,
TLFL201701,23,Tampa,TLFL,Tallahassee,201701,20.0,10.0,20.0,30.0,30.0,30.0,23.5,23.5,22.5
TLFL201702,23,Tampa,TLFL,Tallahassee,201702,20.0,10.0,20.0,30.0,30.0,20.0,22.0,23.0,22.0
TLFL201703,23,Tampa,TLFL,Tallahassee,201703,20.0,10.0,20.0,30.0,30.0,30.0,23.5,23.5,22.5
TLFL201704,23,Tampa,TLFL,Tallahassee,201704,20.0,20.0,20.0,30.0,30.0,30.0,25.0,24.5,25.0
TLFL201705,23,Tampa,TLFL,Tallahassee,201705,20.0,20.0,20.0,30.0,30.0,30.0,25.0,24.5,25.0
TLFL201706,23,Tampa,TLFL,Tallahassee,201706,20.0,20.0,20.0,30.0,30.0,30.0,25.0,24.5,25.0
TLFL201707,23,Tampa,TLFL,Tallahassee,201707,20.0,20.0,20.0,30.0,20.0,30.0,23.0,21.0,21.0
TLFL201708,23,Tampa,TLFL,Tallahassee,201708,20.0,20.0,20.0,30.0,30.0,30.0,25.0,24.5,25.0
TLFL201709,23,Tampa,TLFL,Tallahassee,201709,20.0,20.0,20.0,30.0,20.0,30.0,23.0,21.0,21.0
TLFL201710,23,Tampa,TLFL,Tallahassee,201710,20.0,20.0,20.0,30.0,20.0,30.0,23.0,21.0,21.0
TLFL201711,23,Tampa,TLFL,Tallahassee,201711,20.0,20.0,20.0,30.0,20.0,30.0,23.0,21.0,21.0
TLFL201712,23,Tampa,TLFL,Tallahassee,201712,20.0,20.0,20.0,30.0,20.0,20.0,21.5,20.5,20.5
TLFL201801,23,Tampa,TLFL,Tallahassee,201801,20.0,20.0,20.0,30.0,20.0,30.0,23.0,21.0,21.0
TLFL201802,23,Tampa,TLFL,Tallahassee,201802,20.0,20.0,20.0,30.0,20.0,30.0,23.0,21.0,21.0
TLFL201803,23,Tampa,TLFL,Tallahassee,201803,20.0,20.0,20.0,40.0,20.0,30.0,24.5,21.5,21.5
TLFL201804,23,Tampa,TLFL,Tallahassee,201804,20.0,30.0,30.0,30.0,20.0,30.0,26.5,26.0,25.5
TLFL201805,23,Tampa,TLFL,Tallahassee,201805,20.0,20.0,20.0,30.0,30.0,30.0,25.0,24.5,25.0
TLFL201806,23,Tampa,TLFL,Tallahassee,201806,20.0,20.0,20.0,30.0,30.0,30.0,25.0,24.5,25.0
TLFL201807,23,Tampa,TLFL,Tallahassee,201807,20.0,20.0,20.0,40.0,30.0,30.0,26.5,25.0,25.5
TLFL201808,23,Tampa,TLFL,Tallahassee,201808,20.0,20.0,20.0,30.0,30.0,30.0,25.0,24.5,25.0
TLFL201809,23,Tampa,TLFL,Tallahassee,201809,20.0,20.0,20.0,30.0,20.0,30.0,23.0,21.0,21.0
TLFL201810,23,Tampa,TLFL,Tallahassee,201810,20.0,30.0,30.0,40.0,20.0,30.0,28.0,26.5,26.0
TLFL201811,23,Tampa,TLFL,Tallahassee,201811,20.0,20.0,20.0,40.0,30.0,30.0,26.5,25.0,25.5
TLFL201812,23,Tampa,TLFL,Tallahassee,201812,20.0,20.0,20.0,30.0,30.0,20.0,23.5,24.0,24.5
TLFL201901,23,Tampa,TLFL,Tallahassee,201901,20.0,30.0,20.0,30.0,20.0,30.0,24.5,22.0,23.5
TLFL201902,23,Tampa,TLFL,Tallahassee,201902,20.0,20.0,20.0,40.0,30.0,30.0,26.5,25.0,25.5
TLFL201903,23,Tampa,TLFL,Tallahassee,201903,20.0,20.0,20.0,30.0,30.0,30.0,25.0,24.5,25.0
WPFL201701,23,Tampa,WPFL,West Palm Beach,201701,10.0,20.0,20.0,20.0,20.0,30.0,20.0,20.0,20.0
WPFL201702,23,Tampa,WPFL,West Palm Beach,201702,10.0,30.0,20.0,20.0,20.0,30.0,21.5,21.0,22.5
WPFL201703,23,Tampa,WPFL,West Palm Beach,201703,10.0,30.0,20.0,10.0,20.0,30.0,20.0,20.5,22.0
WPFL201704,23,Tampa,WPFL,West Palm Beach,201704,10.0,20.0,20.0,10.0,20.0,30.0,18.5,19.5,19.5
WPFL201705,23,Tampa,WPFL,West Palm Beach,201705,10.0,20.0,20.0,20.0,20.0,20.0,18.5,19.5,19.5
WPFL201706,23,Tampa,WPFL,West Palm Beach,201706,10.0,20.0,20.0,20.0,30.0,30.0,22.0,23.5,24.0
WPFL201707,23,Tampa,WPFL,West Palm Beach,201707,10.0,20.0,20.0,20.0,20.0,20.0,18.5,19.5,19.5
WPFL201708,23,Tampa,WPFL,West Palm Beach,201708,10.0,20.0,20.0,20.0,30.0,30.0,22.0,23.5,24.0
WPFL201709,23,Tampa,WPFL,West Palm Beach,201709,10.0,20.0,20.0,20.0,20.0,20.0,18.5,19.5,19.5
WPFL201710,23,Tampa,WPFL,West Palm Beach,201710,10.0,20.0,20.0,30.0,20.0,30.0,21.5,20.5,20.5
WPFL201711,23,Tampa,WPFL,West Palm Beach,201711,10.0,20.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0
WPFL201712,23,Tampa,WPFL,West Palm Beach,201712,10.0,30.0,30.0,20.0,20.0,20.0,22.0,24.5,24.0
WPFL201801,23,Tampa,WPFL,West Palm Beach,201801,10.0,20.0,20.0,30.0,30.0,20.0,22.0,23.5,24.0
WPFL201802,23,Tampa,WPFL,West Palm Beach,201802,10.0,20.0,20.0,20.0,20.0,20.0,18.5,19.5,19.5
WPFL201803,23,Tampa,WPFL,West Palm Beach,201803,10.0,20.0,20.0,20.0,30.0,20.0,20.5,23.0,23.5
WPFL201804,23,Tampa,WPFL,West Palm Beach,201804,10.0,20.0,30.0,20.0,30.0,20.0,22.5,27.0,25.5
WPFL201805,23,Tampa,WPFL,West Palm Beach,201805,10.0,20.0,20.0,20.0,30.0,30.0,22.0,23.5,24.0
WPFL201806,23,Tampa,WPFL,West Palm Beach,201806,10.0,20.0,20.0,20.0,20.0,30.0,20.0,20.0,20.0
WPFL201807,23,Tampa,WPFL,West Palm Beach,201807,10.0,20.0,20.0,20.0,30.0,30.0,22.0,23.5,24.0
WPFL201808,23,Tampa,WPFL,West Palm Beach,201808,10.0,30.0,30.0,30.0,30.0,30.0,27.0,29.0,29.0
WPFL201809,23,Tampa,WPFL,West Palm Beach,201809,10.0,20.0,20.0,30.0,30.0,20.0,22.0,23.5,24.0
WPFL201810,23,Tampa,WPFL,West Palm Beach,201810,10.0,20.0,30.0,30.0,30.0,30.0,25.5,28.0,26.5
WPFL201811,23,Tampa,WPFL,West Palm Beach,201811,10.0,20.0,30.0,30.0,30.0,30.0,25.5,28.0,26.5
WPFL201812,23,Tampa,WPFL,West Palm Beach,201812,10.0,20.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0
WPFL201901,23,Tampa,WPFL,West Palm Beach,201901,10.0,20.0,20.0,30.0,30.0,30.0,23.5,24.0,24.5
WPFL201902,23,Tampa,WPFL,West Palm Beach,201902,10.0,20.0,20.0,30.0,20.0,30.0,21.5,20.5,20.5
WPFL201903,23,Tampa,WPFL,West Palm Beach,201903,10.0,30.0,20.0,30.0,20.0,30.0,23.0,21.5,23.0
ZTFL201701,23,Tampa,ZTFL,Tampa Service Center,201701,40.0,10.0,10.0,20.0,30.0,,,,
ZTFL201702,23,Tampa,ZTFL,Tampa Service Center,201702,40.0,,,20.0,20.0,,,,
ZTFL201703,23,Tampa,ZTFL,Tampa Service Center,201703,40.0,10.0,,30.0,,,,,
ZTFL201704,23,Tampa,ZTFL,Tampa Service Center,201704,40.0,10.0,,20.0,,,,,
ZTFL201705,23,Tampa,ZTFL,Tampa Service Center,201705,40.0,10.0,10.0,40.0,40.0,,,,
ZTFL201706,23,Tampa,ZTFL,Tampa Service Center,201706,40.0,10.0,10.0,30.0,40.0,,,,
ZTFL201707,23,Tampa,ZTFL,Tampa Service Center,201707,40.0,,,30.0,40.0,,,,
ZTFL201708,23,Tampa,ZTFL,Tampa Service Center,201708,40.0,10.0,,30.0,,,,,
ZTFL201709,23,Tampa,ZTFL,Tampa Service Center,201709,40.0,10.0,10.0,20.0,40.0,,,,
ZTFL201710,23,Tampa,ZTFL,Tampa Service Center,201710,40.0,10.0,10.0,40.0,10.0,,,,
ZTFL201711,23,Tampa,ZTFL,Tampa Service Center,201711,40.0,10.0,10.0,30.0,10.0,,,,
ZTFL201712,23,Tampa,ZTFL,Tampa Service Center,201712,40.0,,,20.0,40.0,,,,
ZTFL201801,23,Tampa,ZTFL,Tampa Service Center,201801,40.0,,10.0,30.0,,,,,
ZTFL201802,23,Tampa,ZTFL,Tampa Service Center,201802,40.0,10.0,,20.0,,,,,
ZTFL201803,23,Tampa,ZTFL,Tampa Service Center,201803,40.0,10.0,10.0,20.0,40.0,,,,
ZTFL201804,23,Tampa,ZTFL,Tampa Service Center,201804,40.0,10.0,,20.0,,,,,
ZTFL201805,23,Tampa,ZTFL,Tampa Service Center,201805,40.0,10.0,,20.0,,,,,
ZTFL201806,23,Tampa,ZTFL,Tampa Service Center,201806,40.0,,,30.0,40.0,,,,
ZTFL201807,23,Tampa,ZTFL,Tampa Service Center,201807,40.0,10.0,,30.0,,,,,
ZTFL201808,23,Tampa,ZTFL,Tampa Service Center,201808,40.0,10.0,10.0,30.0,40.0,,,,
ZTFL201809,23,Tampa,ZTFL,Tampa Service Center,201809,40.0,10.0,,30.0,,,,,
ZTFL201810,23,Tampa,ZTFL,Tampa Service Center,201810,40.0,10.0,,30.0,,,,,
ZTFL201811,23,Tampa,ZTFL,Tampa Service Center,201811,40.0,,,30.0,40.0,,,,
ZTFL201812,23,Tampa,ZTFL,Tampa Service Center,201812,40.0,10.0,10.0,30.0,10.0,,,,
ZTFL201901,23,Tampa,ZTFL,Tampa Service Center,201901,40.0,10.0,,30.0,,,,,
ZTFL201902,23,Tampa,ZTFL,Tampa Service Center,201902,40.0,,,40.0,40.0,,,,
ZTFL201903,23,Tampa,ZTFL,Tampa Service Center,201903,40.0,10.0,,30.0,,,,,
BEMI201701,31,Chicago,BEMI,Belleville,201701,40.0,10.0,10.0,30.0,30.0,20.0,23.0,20.0,21.0
BEMI201702,31,Chicago,BEMI,Belleville,201702,40.0,20.0,20.0,30.0,20.0,20.0,24.5,21.5,21.5
BEMI201703,31,Chicago,BEMI,Belleville,201703,40.0,20.0,20.0,40.0,30.0,20.0,28.0,25.5,26.0
BEMI201704,31,Chicago,BEMI,Belleville,201704,40.0,20.0,20.0,30.0,20.0,20.0,24.5,21.5,21.5
BEMI201705,31,Chicago,BEMI,Belleville,201705,40.0,20.0,20.0,40.0,30.0,20.0,28.0,25.5,26.0
BEMI201706,31,Chicago,BEMI,Belleville,201706,40.0,20.0,20.0,40.0,20.0,20.0,26.0,22.0,22.0
BEMI201707,31,Chicago,BEMI,Belleville,201707,40.0,20.0,20.0,30.0,20.0,20.0,24.5,21.5,21.5
BEMI201708,31,Chicago,BEMI,Belleville,201708,40.0,20.0,20.0,30.0,30.0,20.0,26.5,25.0,25.5
BEMI201709,31,Chicago,BEMI,Belleville,201709,40.0,20.0,20.0,40.0,30.0,20.0,28.0,25.5,26.0
BEMI201710,31,Chicago,BEMI,Belleville,201710,40.0,20.0,20.0,40.0,20.0,20.0,26.0,22.0,22.0
BEMI201711,31,Chicago,BEMI,Belleville,201711,40.0,10.0,20.0,30.0,30.0,20.0,25.0,24.0,23.0
BEMI201712,31,Chicago,BEMI,Belleville,201712,40.0,20.0,20.0,30.0,30.0,20.0,26.5,25.0,25.5
BEMI201801,31,Chicago,BEMI,Belleville,201801,40.0,20.0,20.0,40.0,30.0,20.0,28.0,25.5,26.0
BEMI201802,31,Chicago,BEMI,Belleville,201802,40.0,10.0,20.0,30.0,30.0,20.0,25.0,24.0,23.0
BEMI201803,31,Chicago,BEMI,Belleville,201803,40.0,10.0,20.0,40.0,30.0,20.0,26.5,24.5,23.5
BEMI201804,31,Chicago,BEMI,Belleville,201804,40.0,10.0,20.0,30.0,30.0,20.0,25.0,24.0,23.0
BEMI201805,31,Chicago,BEMI,Belleville,201805,40.0,20.0,20.0,30.0,30.0,20.0,26.5,25.0,25.5
BEMI201806,31,Chicago,BEMI,Belleville,201806,40.0,10.0,10.0,30.0,30.0,20.0,23.0,20.0,21.0
BEMI201807,31,Chicago,BEMI,Belleville,201807,40.0,10.0,10.0,30.0,30.0,20.0,23.0,20.0,21.0
BEMI201808,31,Chicago,BEMI,Belleville,201808,40.0,20.0,20.0,40.0,20.0,20.0,26.0,22.0,22.0
BEMI201809,31,Chicago,BEMI,Belleville,201809,40.0,10.0,20.0,30.0,30.0,20.0,25.0,24.0,23.0
BEMI201810,31,Chicago,BEMI,Belleville,201810,40.0,30.0,20.0,40.0,20.0,20.0,27.5,23.0,24.5
BEMI201811,31,Chicago,BEMI,Belleville,201811,40.0,10.0,10.0,40.0,30.0,20.0,24.5,20.5,21.5
BEMI201812,31,Chicago,BEMI,Belleville,201812,30.0,20.0,20.0,30.0,30.0,20.0,25.0,24.5,25.0
BEMI201901,31,Chicago,BEMI,Belleville,201901,40.0,10.0,10.0,30.0,30.0,20.0,23.0,20.0,21.0
BEMI201902,31,Chicago,BEMI,Belleville,201902,30.0,10.0,10.0,30.0,30.0,20.0,21.5,19.5,20.5
BEMI201903,31,Chicago,BEMI,Belleville,201903,30.0,10.0,10.0,30.0,30.0,20.0,21.5,19.5,20.5
CRIA201701,31,Chicago,CRIA,Cedar Rapids,201701,20.0,10.0,10.0,20.0,30.0,20.0,18.5,18.5,19.5
CRIA201702,31,Chicago,CRIA,Cedar Rapids,201702,20.0,20.0,10.0,20.0,20.0,20.0,18.0,16.0,18.0
CRIA201703,31,Chicago,CRIA,Cedar Rapids,201703,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CRIA201704,31,Chicago,CRIA,Cedar Rapids,201704,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CRIA201705,31,Chicago,CRIA,Cedar Rapids,201705,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CRIA201706,31,Chicago,CRIA,Cedar Rapids,201706,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CRIA201707,31,Chicago,CRIA,Cedar Rapids,201707,20.0,10.0,10.0,20.0,30.0,20.0,18.5,18.5,19.5
CRIA201708,31,Chicago,CRIA,Cedar Rapids,201708,20.0,10.0,20.0,20.0,30.0,20.0,20.5,22.5,21.5
CRIA201709,31,Chicago,CRIA,Cedar Rapids,201709,20.0,20.0,20.0,20.0,40.0,20.0,24.0,27.0,28.0
CRIA201710,31,Chicago,CRIA,Cedar Rapids,201710,20.0,10.0,10.0,20.0,20.0,20.0,16.5,15.0,15.5
CRIA201711,31,Chicago,CRIA,Cedar Rapids,201711,20.0,10.0,10.0,20.0,20.0,20.0,16.5,15.0,15.5
CRIA201712,31,Chicago,CRIA,Cedar Rapids,201712,20.0,20.0,20.0,20.0,30.0,10.0,20.5,23.0,23.5
CRIA201801,31,Chicago,CRIA,Cedar Rapids,201801,20.0,20.0,20.0,20.0,40.0,20.0,24.0,27.0,28.0
CRIA201802,31,Chicago,CRIA,Cedar Rapids,201802,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CRIA201803,31,Chicago,CRIA,Cedar Rapids,201803,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CRIA201804,31,Chicago,CRIA,Cedar Rapids,201804,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CRIA201805,31,Chicago,CRIA,Cedar Rapids,201805,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CRIA201806,31,Chicago,CRIA,Cedar Rapids,201806,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
CRIA201807,31,Chicago,CRIA,Cedar Rapids,201807,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CRIA201808,31,Chicago,CRIA,Cedar Rapids,201808,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CRIA201809,31,Chicago,CRIA,Cedar Rapids,201809,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CRIA201810,31,Chicago,CRIA,Cedar Rapids,201810,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CRIA201811,31,Chicago,CRIA,Cedar Rapids,201811,20.0,10.0,20.0,20.0,30.0,10.0,19.0,22.0,21.0
CRIA201812,31,Chicago,CRIA,Cedar Rapids,201812,20.0,20.0,10.0,20.0,20.0,10.0,16.5,15.5,17.5
CRIA201901,31,Chicago,CRIA,Cedar Rapids,201901,20.0,10.0,10.0,20.0,30.0,20.0,18.5,18.5,19.5
CRIA201902,31,Chicago,CRIA,Cedar Rapids,201902,10.0,10.0,10.0,20.0,30.0,10.0,15.5,17.5,18.5
CRIA201903,31,Chicago,CRIA,Cedar Rapids,201903,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
CUIL201701,31,Chicago,CUIL,Champaign,201701,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
CUIL201702,31,Chicago,CUIL,Champaign,201702,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
CUIL201703,31,Chicago,CUIL,Champaign,201703,20.0,10.0,10.0,10.0,20.0,10.0,13.5,14.0,14.5
CUIL201704,31,Chicago,CUIL,Champaign,201704,20.0,10.0,10.0,20.0,30.0,10.0,17.0,18.0,19.0
CUIL201705,31,Chicago,CUIL,Champaign,201705,20.0,10.0,10.0,20.0,30.0,10.0,17.0,18.0,19.0
CUIL201706,31,Chicago,CUIL,Champaign,201706,20.0,20.0,20.0,20.0,20.0,10.0,18.5,19.5,19.5
CUIL201707,31,Chicago,CUIL,Champaign,201707,10.0,20.0,20.0,10.0,20.0,10.0,15.5,18.5,18.5
CUIL201708,31,Chicago,CUIL,Champaign,201708,10.0,30.0,20.0,20.0,20.0,10.0,18.5,20.0,21.5
CUIL201709,31,Chicago,CUIL,Champaign,201709,10.0,20.0,10.0,10.0,20.0,10.0,13.5,14.5,16.5
CUIL201710,31,Chicago,CUIL,Champaign,201710,20.0,20.0,10.0,20.0,20.0,10.0,16.5,15.5,17.5
CUIL201711,31,Chicago,CUIL,Champaign,201711,20.0,10.0,10.0,10.0,20.0,10.0,13.5,14.0,14.5
CUIL201712,31,Chicago,CUIL,Champaign,201712,20.0,10.0,10.0,20.0,20.0,10.0,15.0,14.5,15.0
CUIL201801,31,Chicago,CUIL,Champaign,201801,20.0,10.0,10.0,20.0,20.0,10.0,15.0,14.5,15.0
CUIL201802,31,Chicago,CUIL,Champaign,201802,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
CUIL201803,31,Chicago,CUIL,Champaign,201803,10.0,20.0,10.0,10.0,20.0,20.0,15.0,15.0,17.0
CUIL201804,31,Chicago,CUIL,Champaign,201804,20.0,20.0,20.0,10.0,20.0,20.0,18.5,19.5,19.5
CUIL201805,31,Chicago,CUIL,Champaign,201805,20.0,30.0,20.0,20.0,20.0,10.0,20.0,20.5,22.0
CUIL201806,31,Chicago,CUIL,Champaign,201806,20.0,30.0,20.0,20.0,20.0,10.0,20.0,20.5,22.0
CUIL201807,31,Chicago,CUIL,Champaign,201807,20.0,20.0,20.0,10.0,20.0,10.0,17.0,19.0,19.0
CUIL201808,31,Chicago,CUIL,Champaign,201808,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
CUIL201809,31,Chicago,CUIL,Champaign,201809,20.0,20.0,20.0,20.0,20.0,10.0,18.5,19.5,19.5
CUIL201810,31,Chicago,CUIL,Champaign,201810,20.0,20.0,20.0,20.0,30.0,10.0,20.5,23.0,23.5
CUIL201811,31,Chicago,CUIL,Champaign,201811,10.0,20.0,20.0,10.0,20.0,10.0,15.5,18.5,18.5
CUIL201812,31,Chicago,CUIL,Champaign,201812,10.0,20.0,10.0,10.0,20.0,10.0,13.5,14.5,16.5
CUIL201901,31,Chicago,CUIL,Champaign,201901,10.0,10.0,10.0,20.0,20.0,10.0,13.5,14.0,14.5
CUIL201902,31,Chicago,CUIL,Champaign,201902,10.0,10.0,10.0,20.0,20.0,10.0,13.5,14.0,14.5
CUIL201903,31,Chicago,CUIL,Champaign,201903,10.0,20.0,20.0,20.0,20.0,10.0,17.0,19.0,19.0
DAIA201701,31,Chicago,DAIA,Davenport,201701,30.0,20.0,20.0,20.0,30.0,20.0,23.5,24.0,24.5
DAIA201702,31,Chicago,DAIA,Davenport,201702,30.0,20.0,20.0,20.0,30.0,20.0,23.5,24.0,24.5
DAIA201703,31,Chicago,DAIA,Davenport,201703,30.0,20.0,20.0,20.0,30.0,20.0,23.5,24.0,24.5
DAIA201704,31,Chicago,DAIA,Davenport,201704,30.0,20.0,20.0,20.0,30.0,20.0,23.5,24.0,24.5
DAIA201705,31,Chicago,DAIA,Davenport,201705,30.0,20.0,20.0,20.0,20.0,20.0,21.5,20.5,20.5
DAIA201706,31,Chicago,DAIA,Davenport,201706,30.0,20.0,20.0,20.0,30.0,20.0,23.5,24.0,24.5
DAIA201707,31,Chicago,DAIA,Davenport,201707,30.0,20.0,20.0,20.0,20.0,20.0,21.5,20.5,20.5
