,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),Number of Delivery Lines (SO),Sales $ per branch,GM $ per branch,RSO by plant,GMR,Sales Order - RSO,Equal Weights,High Sales and GM Weight,High GMR
MAMN201710,33,Minneapolis,MAMN,Mankato,201710,Q,R,R,R,Q,R,3,3,3
MAMN201711,33,Minneapolis,MAMN,Mankato,201711,Q,S,S,R,Q,R,3,3,3
MAMN201712,33,Minneapolis,MAMN,Mankato,201712,Q,R,S,R,R,S,3,4,3
MAMN201801,33,Minneapolis,MAMN,Mankato,201801,R,S,R,R,P,R,3,2,2
MAMN201802,33,Minneapolis,MAMN,Mankato,201802,R,S,S,S,Q,R,4,3,3
MAMN201803,33,Minneapolis,MAMN,Mankato,201803,Q,R,R,R,Q,R,3,3,3
MAMN201804,33,Minneapolis,MAMN,Mankato,201804,Q,R,R,S,R,R,3,3,3
MAMN201805,33,Minneapolis,MAMN,Mankato,201805,Q,Q,Q,R,Q,R,2,2,2
MAMN201806,33,Minneapolis,MAMN,Mankato,201806,Q,R,R,R,Q,R,3,3,3
MAMN201807,33,Minneapolis,MAMN,Mankato,201807,Q,R,R,R,Q,R,3,3,3
MAMN201808,33,Minneapolis,MAMN,Mankato,201808,Q,R,R,R,Q,R,3,3,3
MAMN201809,33,Minneapolis,MAMN,Mankato,201809,Q,R,R,R,Q,S,3,3,3
MAMN201810,33,Minneapolis,MAMN,Mankato,201810,Q,R,R,R,Q,R,3,3,3
MAMN201811,33,Minneapolis,MAMN,Mankato,201811,Q,S,R,Q,Q,R,3,3,3
MAMN201812,33,Minneapolis,MAMN,Mankato,201812,Q,S,R,Q,Q,S,3,3,3
MAMN201901,33,Minneapolis,MAMN,Mankato,201901,Q,R,R,R,Q,R,3,3,3
MAMN201902,33,Minneapolis,MAMN,Mankato,201902,R,R,R,R,Q,R,3,3,3
MAMN201903,33,Minneapolis,MAMN,Mankato,201903,Q,R,R,R,Q,R,3,3,3
MAWI201701,33,Minneapolis,MAWI,Marinette,201701,R,S,S,S,Q,R,4,3,3
MAWI201702,33,Minneapolis,MAWI,Marinette,201702,R,S,S,R,Q,R,3,3,3
MAWI201703,33,Minneapolis,MAWI,Marinette,201703,R,R,R,R,Q,R,3,3,3
MAWI201704,33,Minneapolis,MAWI,Marinette,201704,R,R,R,S,Q,R,3,3,3
MAWI201705,33,Minneapolis,MAWI,Marinette,201705,R,R,R,R,R,R,3,3,3
MAWI201706,33,Minneapolis,MAWI,Marinette,201706,R,R,R,R,R,R,3,3,3
MAWI201707,33,Minneapolis,MAWI,Marinette,201707,R,R,R,R,Q,R,3,3,3
MAWI201708,33,Minneapolis,MAWI,Marinette,201708,R,R,R,R,R,R,3,3,3
MAWI201709,33,Minneapolis,MAWI,Marinette,201709,R,R,R,R,Q,R,3,3,3
MAWI201710,33,Minneapolis,MAWI,Marinette,201710,R,R,R,S,R,R,3,3,3
MAWI201711,33,Minneapolis,MAWI,Marinette,201711,R,R,R,R,Q,R,3,3,3
MAWI201712,33,Minneapolis,MAWI,Marinette,201712,R,R,R,R,Q,R,3,3,3
MAWI201801,33,Minneapolis,MAWI,Marinette,201801,R,R,R,R,Q,R,3,3,3
MAWI201802,33,Minneapolis,MAWI,Marinette,201802,S,R,R,S,Q,R,3,3,3
MAWI201803,33,Minneapolis,MAWI,Marinette,201803,R,S,S,R,Q,R,3,3,3
MAWI201804,33,Minneapolis,MAWI,Marinette,201804,R,S,R,R,Q,R,3,3,3
MAWI201805,33,Minneapolis,MAWI,Marinette,201805,R,R,R,R,Q,R,3,3,3
MAWI201806,33,Minneapolis,MAWI,Marinette,201806,R,R,R,S,R,R,3,3,3
MAWI201807,33,Minneapolis,MAWI,Marinette,201807,R,R,R,S,Q,R,3,3,3
MAWI201808,33,Minneapolis,MAWI,Marinette,201808,R,R,R,R,Q,R,3,3,3
MAWI201809,33,Minneapolis,MAWI,Marinette,201809,R,R,S,R,R,R,3,4,3
MAWI201810,33,Minneapolis,MAWI,Marinette,201810,R,R,R,R,Q,R,3,3,3
MAWI201811,33,Minneapolis,MAWI,Marinette,201811,R,R,R,R,R,R,3,3,3
MAWI201812,33,Minneapolis,MAWI,Marinette,201812,R,R,R,R,Q,R,3,3,3
MAWI201901,33,Minneapolis,MAWI,Marinette,201901,S,R,R,R,Q,R,3,3,3
MAWI201902,33,Minneapolis,MAWI,Marinette,201902,S,R,R,S,Q,R,3,3,3
MAWI201903,33,Minneapolis,MAWI,Marinette,201903,R,R,R,R,Q,R,3,3,3
MIMN201701,33,Minneapolis,MIMN,Minneapolis,201701,R,P,P,P,R,P,1,2,2
MIMN201702,33,Minneapolis,MIMN,Minneapolis,201702,R,P,P,Q,R,P,2,2,2
MIMN201703,33,Minneapolis,MIMN,Minneapolis,201703,R,P,P,P,R,P,1,2,2
MIMN201704,33,Minneapolis,MIMN,Minneapolis,201704,R,P,P,Q,Q,P,1,1,1
MIMN201705,33,Minneapolis,MIMN,Minneapolis,201705,R,P,P,Q,R,P,2,2,2
MIMN201706,33,Minneapolis,MIMN,Minneapolis,201706,R,P,P,Q,R,P,2,2,2
MIMN201707,33,Minneapolis,MIMN,Minneapolis,201707,R,P,P,Q,R,P,2,2,2
MIMN201708,33,Minneapolis,MIMN,Minneapolis,201708,Q,P,P,P,R,P,1,2,2
MIMN201709,33,Minneapolis,MIMN,Minneapolis,201709,R,P,P,P,R,P,1,2,2
MIMN201710,33,Minneapolis,MIMN,Minneapolis,201710,Q,P,P,P,R,P,1,2,2
MIMN201711,33,Minneapolis,MIMN,Minneapolis,201711,R,P,P,Q,R,P,2,2,2
MIMN201712,33,Minneapolis,MIMN,Minneapolis,201712,Q,P,P,P,R,P,1,2,2
MIMN201801,33,Minneapolis,MIMN,Minneapolis,201801,R,P,P,Q,R,P,2,2,2
MIMN201802,33,Minneapolis,MIMN,Minneapolis,201802,R,P,P,Q,R,P,2,2,2
MIMN201803,33,Minneapolis,MIMN,Minneapolis,201803,R,P,P,Q,R,P,2,2,2
MIMN201804,33,Minneapolis,MIMN,Minneapolis,201804,R,P,P,P,R,P,1,2,2
MIMN201805,33,Minneapolis,MIMN,Minneapolis,201805,Q,P,P,P,R,P,1,2,2
MIMN201806,33,Minneapolis,MIMN,Minneapolis,201806,R,P,P,Q,R,P,2,2,2
MIMN201807,33,Minneapolis,MIMN,Minneapolis,201807,Q,P,P,P,R,P,1,2,2
MIMN201808,33,Minneapolis,MIMN,Minneapolis,201808,Q,P,P,P,R,P,1,2,2
MIMN201809,33,Minneapolis,MIMN,Minneapolis,201809,Q,P,P,P,R,P,1,2,2
MIMN201810,33,Minneapolis,MIMN,Minneapolis,201810,Q,P,P,P,R,P,1,2,2
MIMN201811,33,Minneapolis,MIMN,Minneapolis,201811,R,P,P,P,R,P,1,2,2
MIMN201812,33,Minneapolis,MIMN,Minneapolis,201812,Q,P,P,P,R,P,1,2,2
MIMN201901,33,Minneapolis,MIMN,Minneapolis,201901,R,P,P,Q,R,P,2,2,2
MIMN201902,33,Minneapolis,MIMN,Minneapolis,201902,R,P,P,R,R,P,2,2,2
MIMN201903,33,Minneapolis,MIMN,Minneapolis,201903,R,P,P,P,R,P,1,2,2
MIND201701,33,Minneapolis,MIND,Minot,201701,S,S,S,S,Q,S,4,4,3
MIND201702,33,Minneapolis,MIND,Minot,201702,S,S,S,S,R,S,4,4,4
MIND201703,33,Minneapolis,MIND,Minot,201703,S,S,S,S,Q,S,4,4,3
MIND201704,33,Minneapolis,MIND,Minot,201704,S,S,S,S,R,S,4,4,4
MIND201705,33,Minneapolis,MIND,Minot,201705,S,R,S,S,R,S,4,4,4
MIND201706,33,Minneapolis,MIND,Minot,201706,S,R,S,S,R,S,4,4,4
MIND201707,33,Minneapolis,MIND,Minot,201707,S,S,S,S,R,S,4,4,4
MIND201708,33,Minneapolis,MIND,Minot,201708,S,S,S,S,R,S,4,4,4
MIND201709,33,Minneapolis,MIND,Minot,201709,S,S,S,S,Q,S,4,4,3
MIND201710,33,Minneapolis,MIND,Minot,201710,S,S,S,S,R,S,4,4,4
MIND201711,33,Minneapolis,MIND,Minot,201711,S,S,S,S,R,S,4,4,4
MIND201712,33,Minneapolis,MIND,Minot,201712,S,S,S,S,R,S,4,4,4
MIND201801,33,Minneapolis,MIND,Minot,201801,S,S,S,R,R,S,4,4,4
MIND201802,33,Minneapolis,MIND,Minot,201802,S,S,S,S,Q,S,4,4,3
MIND201803,33,Minneapolis,MIND,Minot,201803,S,S,S,R,Q,S,4,4,3
MIND201804,33,Minneapolis,MIND,Minot,201804,S,R,S,S,R,S,4,4,4
MIND201805,33,Minneapolis,MIND,Minot,201805,R,R,R,R,R,S,3,3,3
MIND201806,33,Minneapolis,MIND,Minot,201806,R,R,R,R,R,S,3,3,3
MIND201807,33,Minneapolis,MIND,Minot,201807,S,S,S,S,Q,S,4,4,3
MIND201808,33,Minneapolis,MIND,Minot,201808,S,S,S,S,R,S,4,4,4
MIND201809,33,Minneapolis,MIND,Minot,201809,S,S,S,R,R,S,4,4,4
MIND201810,33,Minneapolis,MIND,Minot,201810,S,S,S,R,R,S,4,4,4
MIND201811,33,Minneapolis,MIND,Minot,201811,S,S,S,R,R,S,4,4,4
MIND201812,33,Minneapolis,MIND,Minot,201812,S,S,R,R,Q,S,4,3,3
MIND201901,33,Minneapolis,MIND,Minot,201901,S,S,S,S,R,S,4,4,4
MIND201902,33,Minneapolis,MIND,Minot,201902,S,S,S,Q,R,S,4,4,4
MIND201903,33,Minneapolis,MIND,Minot,201903,R,S,S,R,Q,S,4,3,3
MNSC201701,33,Minneapolis,MNSC,Minneapolis Service Center,201701,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201702,33,Minneapolis,MNSC,Minneapolis Service Center,201702,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201703,33,Minneapolis,MNSC,Minneapolis Service Center,201703,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201704,33,Minneapolis,MNSC,Minneapolis Service Center,201704,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201705,33,Minneapolis,MNSC,Minneapolis Service Center,201705,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201706,33,Minneapolis,MNSC,Minneapolis Service Center,201706,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201707,33,Minneapolis,MNSC,Minneapolis Service Center,201707,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201708,33,Minneapolis,MNSC,Minneapolis Service Center,201708,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201709,33,Minneapolis,MNSC,Minneapolis Service Center,201709,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201710,33,Minneapolis,MNSC,Minneapolis Service Center,201710,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201711,33,Minneapolis,MNSC,Minneapolis Service Center,201711,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201712,33,Minneapolis,MNSC,Minneapolis Service Center,201712,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201801,33,Minneapolis,MNSC,Minneapolis Service Center,201801,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201802,33,Minneapolis,MNSC,Minneapolis Service Center,201802,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201803,33,Minneapolis,MNSC,Minneapolis Service Center,201803,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201804,33,Minneapolis,MNSC,Minneapolis Service Center,201804,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201805,33,Minneapolis,MNSC,Minneapolis Service Center,201805,P,S,S,P,P,nan,nan,nan,nan
MNSC201806,33,Minneapolis,MNSC,Minneapolis Service Center,201806,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201807,33,Minneapolis,MNSC,Minneapolis Service Center,201807,P,S,nan,P,nan,nan,nan,nan,nan
MNSC201808,33,Minneapolis,MNSC,Minneapolis Service Center,201808,P,S,S,P,P,nan,nan,nan,nan
MNSC201809,33,Minneapolis,MNSC,Minneapolis Service Center,201809,P,S,S,P,R,nan,nan,nan,nan
MNSC201810,33,Minneapolis,MNSC,Minneapolis Service Center,201810,P,S,S,P,Q,nan,nan,nan,nan
MNSC201811,33,Minneapolis,MNSC,Minneapolis Service Center,201811,P,nan,nan,P,nan,nan,nan,nan,nan
MNSC201812,33,Minneapolis,MNSC,Minneapolis Service Center,201812,P,S,S,P,Q,nan,nan,nan,nan
MNSC201901,33,Minneapolis,MNSC,Minneapolis Service Center,201901,P,S,nan,P,nan,nan,nan,nan,nan
MNSC201902,33,Minneapolis,MNSC,Minneapolis Service Center,201902,P,S,S,P,S,nan,nan,nan,nan
MNSC201903,33,Minneapolis,MNSC,Minneapolis Service Center,201903,P,S,S,P,P,nan,nan,nan,nan
MNWI201701,33,Minneapolis,MNWI,Manitowoc,201701,Q,R,R,P,R,R,3,3,3
MNWI201702,33,Minneapolis,MNWI,Manitowoc,201702,Q,R,R,R,Q,R,3,3,3
MNWI201703,33,Minneapolis,MNWI,Manitowoc,201703,P,R,R,Q,Q,Q,2,2,2
MNWI201704,33,Minneapolis,MNWI,Manitowoc,201704,P,R,R,Q,Q,R,2,3,2
MNWI201705,33,Minneapolis,MNWI,Manitowoc,201705,P,R,R,Q,Q,Q,2,2,2
MNWI201706,33,Minneapolis,MNWI,Manitowoc,201706,P,R,R,Q,R,Q,2,3,3
MNWI201707,33,Minneapolis,MNWI,Manitowoc,201707,Q,Q,Q,Q,Q,R,2,2,2
MNWI201708,33,Minneapolis,MNWI,Manitowoc,201708,P,R,R,P,Q,Q,2,2,2
MNWI201709,33,Minneapolis,MNWI,Manitowoc,201709,P,S,R,Q,Q,R,3,3,3
MNWI201710,33,Minneapolis,MNWI,Manitowoc,201710,P,R,S,P,R,Q,2,3,3
MNWI201711,33,Minneapolis,MNWI,Manitowoc,201711,P,S,S,Q,Q,R,3,3,3
MNWI201712,33,Minneapolis,MNWI,Manitowoc,201712,P,S,R,Q,P,R,2,2,2
MNWI201801,33,Minneapolis,MNWI,Manitowoc,201801,Q,R,R,Q,Q,R,3,3,3
MNWI201802,33,Minneapolis,MNWI,Manitowoc,201802,Q,R,R,Q,Q,R,3,3,3
MNWI201803,33,Minneapolis,MNWI,Manitowoc,201803,P,Q,Q,P,Q,Q,1,2,2
MNWI201804,33,Minneapolis,MNWI,Manitowoc,201804,P,R,R,Q,Q,Q,2,2,2
MNWI201805,33,Minneapolis,MNWI,Manitowoc,201805,P,R,R,Q,Q,Q,2,2,2
MNWI201806,33,Minneapolis,MNWI,Manitowoc,201806,P,R,R,Q,Q,Q,2,2,2
MNWI201807,33,Minneapolis,MNWI,Manitowoc,201807,Q,R,R,Q,Q,R,3,3,3
MNWI201808,33,Minneapolis,MNWI,Manitowoc,201808,P,R,R,Q,Q,Q,2,2,2
MNWI201809,33,Minneapolis,MNWI,Manitowoc,201809,Q,R,R,Q,Q,R,3,3,3
MNWI201810,33,Minneapolis,MNWI,Manitowoc,201810,P,R,Q,P,Q,Q,2,2,2
MNWI201811,33,Minneapolis,MNWI,Manitowoc,201811,Q,R,R,Q,Q,R,3,3,3
MNWI201812,33,Minneapolis,MNWI,Manitowoc,201812,Q,R,R,Q,Q,R,3,3,3
MNWI201901,33,Minneapolis,MNWI,Manitowoc,201901,Q,S,R,Q,Q,R,3,3,3
MNWI201902,33,Minneapolis,MNWI,Manitowoc,201902,Q,R,R,R,Q,R,3,3,3
MNWI201903,33,Minneapolis,MNWI,Manitowoc,201903,Q,R,R,Q,Q,R,3,3,3
ROMN201701,33,Minneapolis,ROMN,Rochester MN,201701,R,S,S,Q,Q,S,3,3,3
ROMN201702,33,Minneapolis,ROMN,Rochester MN,201702,R,S,S,R,R,S,4,4,4
ROMN201703,33,Minneapolis,ROMN,Rochester MN,201703,Q,R,R,Q,Q,R,3,3,3
ROMN201704,33,Minneapolis,ROMN,Rochester MN,201704,Q,R,R,R,R,S,3,3,3
ROMN201705,33,Minneapolis,ROMN,Rochester MN,201705,Q,R,R,R,Q,R,3,3,3
ROMN201706,33,Minneapolis,ROMN,Rochester MN,201706,Q,R,R,P,Q,R,2,3,2
ROMN201707,33,Minneapolis,ROMN,Rochester MN,201707,P,R,R,Q,R,R,3,3,3
ROMN201708,33,Minneapolis,ROMN,Rochester MN,201708,P,R,R,R,Q,R,3,3,3
ROMN201709,33,Minneapolis,ROMN,Rochester MN,201709,P,Q,Q,P,Q,R,2,2,2
ROMN201710,33,Minneapolis,ROMN,Rochester MN,201710,P,R,R,P,R,R,2,3,3
ROMN201711,33,Minneapolis,ROMN,Rochester MN,201711,P,R,R,P,R,R,2,3,3
ROMN201712,33,Minneapolis,ROMN,Rochester MN,201712,Q,R,R,P,R,R,3,3,3
ROMN201801,33,Minneapolis,ROMN,Rochester MN,201801,Q,S,S,P,R,R,3,4,4
ROMN201802,33,Minneapolis,ROMN,Rochester MN,201802,Q,R,R,P,Q,S,3,3,3
ROMN201803,33,Minneapolis,ROMN,Rochester MN,201803,P,R,R,P,R,R,2,3,3
ROMN201804,33,Minneapolis,ROMN,Rochester MN,201804,Q,R,R,Q,R,R,3,3,3
ROMN201805,33,Minneapolis,ROMN,Rochester MN,201805,Q,Q,Q,P,R,R,2,2,2
ROMN201806,33,Minneapolis,ROMN,Rochester MN,201806,Q,R,R,Q,R,R,3,3,3
ROMN201807,33,Minneapolis,ROMN,Rochester MN,201807,P,R,Q,P,Q,R,2,2,2
ROMN201808,33,Minneapolis,ROMN,Rochester MN,201808,P,Q,Q,P,R,R,2,2,2
ROMN201809,33,Minneapolis,ROMN,Rochester MN,201809,P,R,R,Q,R,R,3,3,3
ROMN201810,33,Minneapolis,ROMN,Rochester MN,201810,P,Q,Q,Q,R,R,2,2,2
ROMN201811,33,Minneapolis,ROMN,Rochester MN,201811,P,Q,Q,Q,Q,R,2,2,2
ROMN201812,33,Minneapolis,ROMN,Rochester MN,201812,P,R,R,Q,R,S,3,3,3
ROMN201901,33,Minneapolis,ROMN,Rochester MN,201901,P,R,R,P,R,R,2,3,3
ROMN201902,33,Minneapolis,ROMN,Rochester MN,201902,Q,R,R,Q,Q,S,3,3,3
ROMN201903,33,Minneapolis,ROMN,Rochester MN,201903,P,Q,Q,Q,R,R,2,2,2
SCMN201701,33,Minneapolis,SCMN,St Cloud,201701,S,R,R,S,Q,R,3,3,3
SCMN201702,33,Minneapolis,SCMN,St Cloud,201702,R,R,S,R,R,R,3,4,3
SCMN201703,33,Minneapolis,SCMN,St Cloud,201703,R,R,R,S,R,R,3,3,3
SCMN201704,33,Minneapolis,SCMN,St Cloud,201704,R,Q,Q,S,Q,R,3,2,2
SCMN201705,33,Minneapolis,SCMN,St Cloud,201705,R,P,Q,S,R,R,3,2,2
SCMN201706,33,Minneapolis,SCMN,St Cloud,201706,R,P,P,S,R,R,2,2,2
SCMN201707,33,Minneapolis,SCMN,St Cloud,201707,R,P,Q,R,R,R,3,2,2
SCMN201708,33,Minneapolis,SCMN,St Cloud,201708,R,P,Q,S,R,R,3,2,2
SCMN201709,33,Minneapolis,SCMN,St Cloud,201709,R,P,P,S,R,R,2,2,2
SCMN201710,33,Minneapolis,SCMN,St Cloud,201710,Q,Q,Q,R,Q,Q,2,2,2
SCMN201711,33,Minneapolis,SCMN,St Cloud,201711,R,Q,Q,S,R,R,3,3,3
SCMN201712,33,Minneapolis,SCMN,St Cloud,201712,R,R,R,R,R,R,3,3,3
SCMN201801,33,Minneapolis,SCMN,St Cloud,201801,R,R,R,R,R,R,3,3,3
SCMN201802,33,Minneapolis,SCMN,St Cloud,201802,R,R,R,R,R,R,3,3,3
SCMN201803,33,Minneapolis,SCMN,St Cloud,201803,R,Q,Q,R,R,R,3,3,3
SCMN201804,33,Minneapolis,SCMN,St Cloud,201804,R,P,Q,R,R,R,3,2,2
SCMN201805,33,Minneapolis,SCMN,St Cloud,201805,R,Q,Q,S,R,R,3,3,3
SCMN201806,33,Minneapolis,SCMN,St Cloud,201806,R,P,P,R,R,R,2,2,2
SCMN201807,33,Minneapolis,SCMN,St Cloud,201807,R,P,Q,R,R,R,3,2,2
SCMN201808,33,Minneapolis,SCMN,St Cloud,201808,R,P,Q,R,R,R,3,2,2
SCMN201809,33,Minneapolis,SCMN,St Cloud,201809,R,Q,R,S,R,R,3,3,3
SCMN201810,33,Minneapolis,SCMN,St Cloud,201810,R,Q,R,R,R,R,3,3,3
SCMN201811,33,Minneapolis,SCMN,St Cloud,201811,R,Q,R,S,R,R,3,3,3
SCMN201812,33,Minneapolis,SCMN,St Cloud,201812,R,Q,R,R,R,S,3,3,3
SCMN201901,33,Minneapolis,SCMN,St Cloud,201901,S,R,R,S,Q,R,3,3,3
SCMN201902,33,Minneapolis,SCMN,St Cloud,201902,S,Q,Q,S,R,S,3,3,3
SCMN201903,33,Minneapolis,SCMN,St Cloud,201903,R,P,P,S,R,S,3,2,2
SFSD201701,33,Minneapolis,SFSD,Sioux Falls,201701,P,Q,Q,P,R,P,2,2,2
SFSD201702,33,Minneapolis,SFSD,Sioux Falls,201702,P,P,P,P,R,P,1,1,2
SFSD201703,33,Minneapolis,SFSD,Sioux Falls,201703,P,P,P,P,R,P,1,1,2
SFSD201704,33,Minneapolis,SFSD,Sioux Falls,201704,P,P,P,P,R,P,1,1,2
SFSD201705,33,Minneapolis,SFSD,Sioux Falls,201705,P,P,P,P,R,P,1,1,2
SFSD201706,33,Minneapolis,SFSD,Sioux Falls,201706,P,P,P,P,Q,P,1,1,1
SFSD201707,33,Minneapolis,SFSD,Sioux Falls,201707,P,P,P,P,Q,P,1,1,1
SFSD201708,33,Minneapolis,SFSD,Sioux Falls,201708,P,P,P,P,Q,P,1,1,1
SFSD201709,33,Minneapolis,SFSD,Sioux Falls,201709,P,P,P,P,Q,P,1,1,1
SFSD201710,33,Minneapolis,SFSD,Sioux Falls,201710,P,P,P,P,R,P,1,1,2
SFSD201711,33,Minneapolis,SFSD,Sioux Falls,201711,P,Q,Q,P,Q,P,1,2,2
SFSD201712,33,Minneapolis,SFSD,Sioux Falls,201712,P,Q,Q,P,Q,Q,1,2,2
SFSD201801,33,Minneapolis,SFSD,Sioux Falls,201801,P,Q,Q,P,R,P,2,2,2
SFSD201802,33,Minneapolis,SFSD,Sioux Falls,201802,P,P,P,P,R,P,1,1,2
SFSD201803,33,Minneapolis,SFSD,Sioux Falls,201803,P,P,P,P,R,P,1,1,2
SFSD201804,33,Minneapolis,SFSD,Sioux Falls,201804,P,P,P,P,R,P,1,1,2
SFSD201805,33,Minneapolis,SFSD,Sioux Falls,201805,P,P,P,P,R,P,1,1,2
SFSD201806,33,Minneapolis,SFSD,Sioux Falls,201806,P,P,P,P,R,P,1,1,2
SFSD201807,33,Minneapolis,SFSD,Sioux Falls,201807,P,P,P,P,Q,P,1,1,1
SFSD201808,33,Minneapolis,SFSD,Sioux Falls,201808,P,P,P,P,R,P,1,1,2
SFSD201809,33,Minneapolis,SFSD,Sioux Falls,201809,P,P,P,P,R,P,1,1,2
SFSD201810,33,Minneapolis,SFSD,Sioux Falls,201810,P,P,P,P,Q,P,1,1,1
SFSD201811,33,Minneapolis,SFSD,Sioux Falls,201811,P,P,P,P,Q,P,1,1,1
SFSD201812,33,Minneapolis,SFSD,Sioux Falls,201812,P,Q,Q,P,R,Q,2,2,2
SFSD201901,33,Minneapolis,SFSD,Sioux Falls,201901,P,P,P,P,Q,P,1,1,1
SFSD201902,33,Minneapolis,SFSD,Sioux Falls,201902,P,P,P,P,Q,P,1,1,1
SFSD201903,33,Minneapolis,SFSD,Sioux Falls,201903,P,P,P,P,Q,P,1,1,1
SPWI201701,33,Minneapolis,SPWI,Stevens Point,201701,R,R,R,R,Q,R,3,3,3
SPWI201702,33,Minneapolis,SPWI,Stevens Point,201702,R,R,R,R,Q,R,3,3,3
SPWI201703,33,Minneapolis,SPWI,Stevens Point,201703,R,R,R,Q,Q,R,3,3,3
SPWI201704,33,Minneapolis,SPWI,Stevens Point,201704,R,R,R,R,Q,R,3,3,3
SPWI201705,33,Minneapolis,SPWI,Stevens Point,201705,R,R,R,R,Q,R,3,3,3
SPWI201706,33,Minneapolis,SPWI,Stevens Point,201706,R,Q,Q,R,Q,R,2,2,2
SPWI201707,33,Minneapolis,SPWI,Stevens Point,201707,R,R,R,R,Q,R,3,3,3
SPWI201708,33,Minneapolis,SPWI,Stevens Point,201708,R,S,R,Q,Q,R,3,3,3
SPWI201709,33,Minneapolis,SPWI,Stevens Point,201709,R,R,R,R,Q,R,3,3,3
SPWI201710,33,Minneapolis,SPWI,Stevens Point,201710,R,R,R,R,Q,R,3,3,3
SPWI201711,33,Minneapolis,SPWI,Stevens Point,201711,R,R,R,Q,Q,R,3,3,3
SPWI201712,33,Minneapolis,SPWI,Stevens Point,201712,R,R,R,R,Q,R,3,3,3
SPWI201801,33,Minneapolis,SPWI,Stevens Point,201801,R,R,R,R,Q,R,3,3,3
SPWI201802,33,Minneapolis,SPWI,Stevens Point,201802,R,S,R,R,Q,R,3,3,3
SPWI201803,33,Minneapolis,SPWI,Stevens Point,201803,R,R,R,R,Q,R,3,3,3
SPWI201804,33,Minneapolis,SPWI,Stevens Point,201804,R,R,R,R,Q,R,3,3,3
SPWI201805,33,Minneapolis,SPWI,Stevens Point,201805,R,R,R,R,Q,R,3,3,3
SPWI201806,33,Minneapolis,SPWI,Stevens Point,201806,R,R,R,R,Q,R,3,3,3
SPWI201807,33,Minneapolis,SPWI,Stevens Point,201807,R,R,R,R,Q,R,3,3,3
SPWI201808,33,Minneapolis,SPWI,Stevens Point,201808,R,R,R,R,Q,R,3,3,3
SPWI201809,33,Minneapolis,SPWI,Stevens Point,201809,R,R,R,R,Q,R,3,3,3
SPWI201810,33,Minneapolis,SPWI,Stevens Point,201810,R,R,R,Q,Q,R,3,3,3
SPWI201811,33,Minneapolis,SPWI,Stevens Point,201811,R,S,R,R,Q,R,3,3,3
SPWI201812,33,Minneapolis,SPWI,Stevens Point,201812,R,S,R,R,Q,R,3,3,3
SPWI201901,33,Minneapolis,SPWI,Stevens Point,201901,R,S,R,Q,Q,R,3,3,3
SPWI201902,33,Minneapolis,SPWI,Stevens Point,201902,S,R,R,R,Q,R,3,3,3
SPWI201903,33,Minneapolis,SPWI,Stevens Point,201903,R,R,R,R,Q,R,3,3,3
WCND201701,33,Minneapolis,WCND,Watford City,201701,S,S,S,S,P,S,4,3,3
WCND201702,33,Minneapolis,WCND,Watford City,201702,S,S,S,S,Q,S,4,4,3
WCND201703,33,Minneapolis,WCND,Watford City,201703,S,S,S,S,Q,S,4,4,3
WCND201704,33,Minneapolis,WCND,Watford City,201704,S,S,S,S,Q,S,4,4,3
WCND201705,33,Minneapolis,WCND,Watford City,201705,S,S,S,S,Q,S,4,4,3
WCND201706,33,Minneapolis,WCND,Watford City,201706,S,S,S,S,Q,S,4,4,3
WCND201707,33,Minneapolis,WCND,Watford City,201707,S,S,S,S,Q,S,4,4,3
WCND201708,33,Minneapolis,WCND,Watford City,201708,S,S,S,S,R,S,4,4,4
WCND201709,33,Minneapolis,WCND,Watford City,201709,S,S,S,S,Q,S,4,4,3
WCND201710,33,Minneapolis,WCND,Watford City,201710,S,S,S,S,R,S,4,4,4
WCND201711,33,Minneapolis,WCND,Watford City,201711,S,S,S,S,R,S,4,4,4
WCND201712,33,Minneapolis,WCND,Watford City,201712,S,S,S,S,R,S,4,4,4
WCND201801,33,Minneapolis,WCND,Watford City,201801,S,S,S,S,R,S,4,4,4
WCND201802,33,Minneapolis,WCND,Watford City,201802,S,S,S,S,R,S,4,4,4
WCND201803,33,Minneapolis,WCND,Watford City,201803,S,S,S,S,R,S,4,4,4
WCND201804,33,Minneapolis,WCND,Watford City,201804,S,S,S,S,R,S,4,4,4
