,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),Number of Delivery Lines (SO),Sales $ per branch,GM $ per branch,RSO by plant,GMR,Sales Order - RSO,Equal Weights,High Sales and GM Weight,High GMR
ZAGA201705,21,Atlanta,ZAGA,Austell Zone,201705,P,S,S,P,P,nan,nan,nan,nan
ZAGA201706,21,Atlanta,ZAGA,Austell Zone,201706,P,S,S,P,P,nan,nan,nan,nan
ZAGA201707,21,Atlanta,ZAGA,Austell Zone,201707,P,nan,nan,P,P,nan,nan,nan,nan
ZAGA201708,21,Atlanta,ZAGA,Austell Zone,201708,P,S,nan,P,nan,nan,nan,nan,nan
ZAGA201709,21,Atlanta,ZAGA,Austell Zone,201709,P,S,nan,P,nan,nan,nan,nan,nan
ZAGA201710,21,Atlanta,ZAGA,Austell Zone,201710,P,S,S,P,P,nan,nan,nan,nan
ZAGA201711,21,Atlanta,ZAGA,Austell Zone,201711,P,S,S,P,P,nan,nan,nan,nan
ZAGA201712,21,Atlanta,ZAGA,Austell Zone,201712,P,S,nan,P,nan,nan,nan,nan,nan
ZAGA201801,21,Atlanta,ZAGA,Austell Zone,201801,P,S,S,P,P,nan,nan,nan,nan
ZAGA201802,21,Atlanta,ZAGA,Austell Zone,201802,P,S,S,P,P,nan,nan,nan,nan
ZAGA201803,21,Atlanta,ZAGA,Austell Zone,201803,P,S,nan,P,nan,nan,nan,nan,nan
ZAGA201804,21,Atlanta,ZAGA,Austell Zone,201804,P,S,nan,P,nan,nan,nan,nan,nan
ZAGA201805,21,Atlanta,ZAGA,Austell Zone,201805,P,S,nan,P,nan,nan,nan,nan,nan
ZAGA201806,21,Atlanta,ZAGA,Austell Zone,201806,P,S,nan,P,nan,nan,nan,nan,nan
ZAGA201807,21,Atlanta,ZAGA,Austell Zone,201807,P,nan,nan,P,P,nan,nan,nan,nan
ZAGA201808,21,Atlanta,ZAGA,Austell Zone,201808,P,S,S,P,P,nan,nan,nan,nan
ZAGA201809,21,Atlanta,ZAGA,Austell Zone,201809,P,S,S,P,S,nan,nan,nan,nan
ZAGA201810,21,Atlanta,ZAGA,Austell Zone,201810,P,nan,nan,P,P,nan,nan,nan,nan
ZAGA201811,21,Atlanta,ZAGA,Austell Zone,201811,P,nan,nan,P,P,nan,nan,nan,nan
ZAGA201812,21,Atlanta,ZAGA,Austell Zone,201812,P,S,S,P,R,nan,nan,nan,nan
ZAGA201901,21,Atlanta,ZAGA,Austell Zone,201901,P,nan,nan,P,S,nan,nan,nan,nan
ZAGA201902,21,Atlanta,ZAGA,Austell Zone,201902,P,S,nan,P,nan,nan,nan,nan,nan
ZAGA201903,21,Atlanta,ZAGA,Austell Zone,201903,P,nan,nan,P,P,nan,nan,nan,nan
ASNC201701,22,Richmond,ASNC,Asheville,201701,S,R,R,R,Q,R,3,3,3
ASNC201702,22,Richmond,ASNC,Asheville,201702,R,R,Q,R,Q,R,3,2,2
ASNC201703,22,Richmond,ASNC,Asheville,201703,R,Q,Q,R,Q,Q,2,2,2
ASNC201704,22,Richmond,ASNC,Asheville,201704,R,R,R,R,Q,R,3,3,3
ASNC201705,22,Richmond,ASNC,Asheville,201705,R,R,R,R,Q,Q,3,3,3
ASNC201706,22,Richmond,ASNC,Asheville,201706,R,R,R,R,Q,Q,3,3,3
ASNC201707,22,Richmond,ASNC,Asheville,201707,R,R,R,R,Q,R,3,3,3
ASNC201708,22,Richmond,ASNC,Asheville,201708,R,R,R,R,Q,Q,3,3,3
ASNC201709,22,Richmond,ASNC,Asheville,201709,R,R,R,R,Q,R,3,3,3
ASNC201710,22,Richmond,ASNC,Asheville,201710,R,R,R,R,Q,R,3,3,3
ASNC201711,22,Richmond,ASNC,Asheville,201711,S,R,R,S,R,R,4,3,3
ASNC201712,22,Richmond,ASNC,Asheville,201712,S,R,R,R,Q,R,3,3,3
ASNC201801,22,Richmond,ASNC,Asheville,201801,S,R,R,S,R,R,4,3,3
ASNC201802,22,Richmond,ASNC,Asheville,201802,S,R,R,S,Q,R,3,3,3
ASNC201803,22,Richmond,ASNC,Asheville,201803,R,R,R,R,Q,R,3,3,3
ASNC201804,22,Richmond,ASNC,Asheville,201804,S,R,R,R,Q,R,3,3,3
ASNC201805,22,Richmond,ASNC,Asheville,201805,S,R,R,R,Q,R,3,3,3
ASNC201806,22,Richmond,ASNC,Asheville,201806,R,R,R,S,R,R,3,3,3
ASNC201807,22,Richmond,ASNC,Asheville,201807,R,R,R,R,Q,R,3,3,3
ASNC201808,22,Richmond,ASNC,Asheville,201808,S,Q,Q,R,Q,R,3,2,2
ASNC201809,22,Richmond,ASNC,Asheville,201809,S,R,R,S,Q,R,3,3,3
ASNC201810,22,Richmond,ASNC,Asheville,201810,R,R,R,R,Q,R,3,3,3
ASNC201811,22,Richmond,ASNC,Asheville,201811,R,R,R,S,R,R,3,3,3
ASNC201812,22,Richmond,ASNC,Asheville,201812,S,R,R,R,Q,R,3,3,3
ASNC201901,22,Richmond,ASNC,Asheville,201901,S,R,R,S,R,R,4,3,3
ASNC201902,22,Richmond,ASNC,Asheville,201902,S,R,R,S,Q,R,3,3,3
ASNC201903,22,Richmond,ASNC,Asheville,201903,S,R,R,R,Q,R,3,3,3
BAMD201701,22,Richmond,BAMD,Baltimore,201701,P,P,Q,Q,R,P,2,2,2
BAMD201702,22,Richmond,BAMD,Baltimore,201702,P,Q,Q,Q,Q,P,1,2,2
BAMD201703,22,Richmond,BAMD,Baltimore,201703,P,P,P,Q,R,P,1,2,2
BAMD201704,22,Richmond,BAMD,Baltimore,201704,P,P,P,Q,R,P,1,2,2
BAMD201705,22,Richmond,BAMD,Baltimore,201705,P,P,P,P,R,P,1,1,2
BAMD201706,22,Richmond,BAMD,Baltimore,201706,P,P,P,Q,R,P,1,2,2
BAMD201707,22,Richmond,BAMD,Baltimore,201707,P,P,Q,Q,R,P,2,2,2
BAMD201708,22,Richmond,BAMD,Baltimore,201708,P,P,P,Q,R,P,1,2,2
BAMD201709,22,Richmond,BAMD,Baltimore,201709,P,P,P,Q,R,Q,1,2,2
BAMD201710,22,Richmond,BAMD,Baltimore,201710,P,P,P,Q,R,P,1,2,2
BAMD201711,22,Richmond,BAMD,Baltimore,201711,P,P,P,Q,R,P,1,2,2
BAMD201712,22,Richmond,BAMD,Baltimore,201712,P,P,P,P,R,Q,1,2,2
BAMD201801,22,Richmond,BAMD,Baltimore,201801,P,P,P,Q,R,P,1,2,2
BAMD201802,22,Richmond,BAMD,Baltimore,201802,P,P,P,R,R,P,1,2,2
BAMD201803,22,Richmond,BAMD,Baltimore,201803,P,P,P,R,R,P,1,2,2
BAMD201804,22,Richmond,BAMD,Baltimore,201804,P,P,P,Q,R,P,1,2,2
BAMD201805,22,Richmond,BAMD,Baltimore,201805,P,P,P,P,R,P,1,1,2
BAMD201806,22,Richmond,BAMD,Baltimore,201806,P,P,P,Q,Q,P,1,1,1
BAMD201807,22,Richmond,BAMD,Baltimore,201807,Q,P,P,Q,R,P,1,2,2
BAMD201808,22,Richmond,BAMD,Baltimore,201808,P,P,Q,Q,R,P,2,2,2
BAMD201809,22,Richmond,BAMD,Baltimore,201809,Q,P,Q,Q,R,Q,2,2,2
BAMD201810,22,Richmond,BAMD,Baltimore,201810,Q,P,P,R,R,P,2,2,2
BAMD201811,22,Richmond,BAMD,Baltimore,201811,Q,P,P,Q,R,Q,2,2,2
BAMD201812,22,Richmond,BAMD,Baltimore,201812,Q,P,Q,Q,R,Q,2,2,2
BAMD201901,22,Richmond,BAMD,Baltimore,201901,Q,Q,Q,Q,R,P,2,2,2
BAMD201902,22,Richmond,BAMD,Baltimore,201902,P,P,Q,Q,R,Q,2,2,2
BAMD201903,22,Richmond,BAMD,Baltimore,201903,P,P,P,P,R,P,1,1,2
BRTN201701,22,Richmond,BRTN,Bristol,201701,R,R,R,R,Q,R,3,3,3
BRTN201702,22,Richmond,BRTN,Bristol,201702,R,R,R,R,R,R,3,3,3
BRTN201703,22,Richmond,BRTN,Bristol,201703,R,R,R,R,Q,R,3,3,3
BRTN201704,22,Richmond,BRTN,Bristol,201704,R,S,R,R,Q,R,3,3,3
BRTN201705,22,Richmond,BRTN,Bristol,201705,R,R,S,R,R,R,3,4,3
BRTN201706,22,Richmond,BRTN,Bristol,201706,R,R,R,R,P,R,3,2,2
BRTN201707,22,Richmond,BRTN,Bristol,201707,R,R,R,R,Q,R,3,3,3
BRTN201708,22,Richmond,BRTN,Bristol,201708,R,R,R,S,Q,R,3,3,3
BRTN201709,22,Richmond,BRTN,Bristol,201709,R,R,R,R,Q,R,3,3,3
BRTN201710,22,Richmond,BRTN,Bristol,201710,R,R,R,R,Q,R,3,3,3
BRTN201711,22,Richmond,BRTN,Bristol,201711,R,S,R,S,Q,R,3,3,3
BRTN201712,22,Richmond,BRTN,Bristol,201712,R,S,R,S,Q,S,4,3,3
BRTN201801,22,Richmond,BRTN,Bristol,201801,R,S,S,S,Q,R,4,3,3
BRTN201802,22,Richmond,BRTN,Bristol,201802,S,R,S,S,R,S,4,4,4
BRTN201803,22,Richmond,BRTN,Bristol,201803,R,R,R,S,Q,R,3,3,3
BRTN201804,22,Richmond,BRTN,Bristol,201804,R,S,R,S,Q,R,3,3,3
BRTN201805,22,Richmond,BRTN,Bristol,201805,R,S,S,S,Q,R,4,3,3
BRTN201806,22,Richmond,BRTN,Bristol,201806,R,S,R,S,Q,R,3,3,3
BRTN201807,22,Richmond,BRTN,Bristol,201807,R,R,R,S,Q,R,3,3,3
BRTN201808,22,Richmond,BRTN,Bristol,201808,R,R,R,R,Q,R,3,3,3
BRTN201809,22,Richmond,BRTN,Bristol,201809,S,R,R,S,R,R,4,3,3
BRTN201810,22,Richmond,BRTN,Bristol,201810,R,R,R,S,R,R,3,3,3
BRTN201811,22,Richmond,BRTN,Bristol,201811,S,R,R,S,R,R,4,3,3
BRTN201812,22,Richmond,BRTN,Bristol,201812,S,R,R,S,Q,S,4,3,3
BRTN201901,22,Richmond,BRTN,Bristol,201901,R,R,R,S,Q,R,3,3,3
BRTN201902,22,Richmond,BRTN,Bristol,201902,R,R,R,R,Q,R,3,3,3
BRTN201903,22,Richmond,BRTN,Bristol,201903,R,R,R,S,Q,R,3,3,3
CHNC201701,22,Richmond,CHNC,Charlotte,201701,P,P,P,Q,R,P,1,2,2
CHNC201702,22,Richmond,CHNC,Charlotte,201702,P,P,P,Q,R,P,1,2,2
CHNC201703,22,Richmond,CHNC,Charlotte,201703,P,P,P,Q,R,P,1,2,2
CHNC201704,22,Richmond,CHNC,Charlotte,201704,P,P,P,Q,R,P,1,2,2
CHNC201705,22,Richmond,CHNC,Charlotte,201705,P,P,P,Q,R,P,1,2,2
CHNC201706,22,Richmond,CHNC,Charlotte,201706,P,P,P,Q,R,P,1,2,2
CHNC201707,22,Richmond,CHNC,Charlotte,201707,P,P,P,Q,R,P,1,2,2
CHNC201708,22,Richmond,CHNC,Charlotte,201708,P,P,P,Q,R,P,1,2,2
CHNC201709,22,Richmond,CHNC,Charlotte,201709,P,P,P,Q,R,P,1,2,2
CHNC201710,22,Richmond,CHNC,Charlotte,201710,P,P,P,P,Q,P,1,1,1
CHNC201711,22,Richmond,CHNC,Charlotte,201711,P,P,P,Q,R,P,1,2,2
CHNC201712,22,Richmond,CHNC,Charlotte,201712,P,P,P,R,R,P,1,2,2
CHNC201801,22,Richmond,CHNC,Charlotte,201801,P,P,P,Q,R,P,1,2,2
CHNC201802,22,Richmond,CHNC,Charlotte,201802,P,P,P,P,R,P,1,1,2
CHNC201803,22,Richmond,CHNC,Charlotte,201803,P,P,P,Q,R,P,1,2,2
CHNC201804,22,Richmond,CHNC,Charlotte,201804,P,P,P,Q,R,P,1,2,2
CHNC201805,22,Richmond,CHNC,Charlotte,201805,P,P,P,Q,R,P,1,2,2
CHNC201806,22,Richmond,CHNC,Charlotte,201806,P,P,P,R,R,P,1,2,2
CHNC201807,22,Richmond,CHNC,Charlotte,201807,P,P,P,R,R,P,1,2,2
CHNC201808,22,Richmond,CHNC,Charlotte,201808,P,P,P,Q,R,P,1,2,2
CHNC201809,22,Richmond,CHNC,Charlotte,201809,P,P,P,Q,R,P,1,2,2
CHNC201810,22,Richmond,CHNC,Charlotte,201810,P,P,P,Q,R,P,1,2,2
CHNC201811,22,Richmond,CHNC,Charlotte,201811,P,P,P,Q,R,P,1,2,2
CHNC201812,22,Richmond,CHNC,Charlotte,201812,P,P,P,Q,R,P,1,2,2
CHNC201901,22,Richmond,CHNC,Charlotte,201901,P,P,P,Q,R,P,1,2,2
CHNC201902,22,Richmond,CHNC,Charlotte,201902,P,P,P,Q,R,P,1,2,2
CHNC201903,22,Richmond,CHNC,Charlotte,201903,P,P,P,R,R,P,1,2,2
CHVA201701,22,Richmond,CHVA,Chantilly,201701,P,P,P,P,R,P,1,1,2
CHVA201702,22,Richmond,CHVA,Chantilly,201702,P,P,P,P,R,P,1,1,2
CHVA201703,22,Richmond,CHVA,Chantilly,201703,P,P,P,P,R,P,1,1,2
CHVA201704,22,Richmond,CHVA,Chantilly,201704,P,P,P,P,R,P,1,1,2
CHVA201705,22,Richmond,CHVA,Chantilly,201705,P,P,P,P,R,P,1,1,2
CHVA201706,22,Richmond,CHVA,Chantilly,201706,P,P,P,P,R,P,1,1,2
CHVA201707,22,Richmond,CHVA,Chantilly,201707,P,P,P,P,R,P,1,1,2
CHVA201708,22,Richmond,CHVA,Chantilly,201708,P,P,P,P,R,P,1,1,2
CHVA201709,22,Richmond,CHVA,Chantilly,201709,P,P,P,P,R,P,1,1,2
CHVA201710,22,Richmond,CHVA,Chantilly,201710,P,P,P,P,R,P,1,1,2
CHVA201711,22,Richmond,CHVA,Chantilly,201711,P,P,P,P,R,P,1,1,2
CHVA201712,22,Richmond,CHVA,Chantilly,201712,P,P,P,P,R,P,1,1,2
CHVA201801,22,Richmond,CHVA,Chantilly,201801,P,P,P,P,R,P,1,1,2
CHVA201802,22,Richmond,CHVA,Chantilly,201802,P,P,P,P,R,P,1,1,2
CHVA201803,22,Richmond,CHVA,Chantilly,201803,P,P,P,P,R,P,1,1,2
CHVA201804,22,Richmond,CHVA,Chantilly,201804,P,P,P,P,R,P,1,1,2
CHVA201805,22,Richmond,CHVA,Chantilly,201805,P,P,P,P,R,P,1,1,2
CHVA201806,22,Richmond,CHVA,Chantilly,201806,P,P,P,Q,R,P,1,2,2
CHVA201807,22,Richmond,CHVA,Chantilly,201807,P,P,P,P,R,P,1,1,2
CHVA201808,22,Richmond,CHVA,Chantilly,201808,P,P,P,P,R,P,1,1,2
CHVA201809,22,Richmond,CHVA,Chantilly,201809,P,P,P,P,R,P,1,1,2
CHVA201810,22,Richmond,CHVA,Chantilly,201810,P,P,P,P,R,P,1,1,2
CHVA201811,22,Richmond,CHVA,Chantilly,201811,P,P,P,P,R,P,1,1,2
CHVA201812,22,Richmond,CHVA,Chantilly,201812,P,P,P,P,R,P,1,1,2
CHVA201901,22,Richmond,CHVA,Chantilly,201901,P,P,P,P,R,P,1,1,2
CHVA201902,22,Richmond,CHVA,Chantilly,201902,P,P,P,P,R,P,1,1,2
CHVA201903,22,Richmond,CHVA,Chantilly,201903,P,P,P,P,R,P,1,1,2
GRNC201701,22,Richmond,GRNC,Greensboro,201701,R,R,R,R,R,R,3,3,3
GRNC201702,22,Richmond,GRNC,Greensboro,201702,R,R,R,R,R,R,3,3,3
GRNC201703,22,Richmond,GRNC,Greensboro,201703,R,R,R,Q,R,R,3,3,3
GRNC201704,22,Richmond,GRNC,Greensboro,201704,R,R,R,R,Q,R,3,3,3
GRNC201705,22,Richmond,GRNC,Greensboro,201705,R,Q,Q,R,Q,R,2,2,2
GRNC201706,22,Richmond,GRNC,Greensboro,201706,R,R,R,Q,Q,R,3,3,3
GRNC201707,22,Richmond,GRNC,Greensboro,201707,S,R,R,R,R,R,3,3,3
GRNC201708,22,Richmond,GRNC,Greensboro,201708,R,R,R,R,Q,Q,3,3,3
GRNC201709,22,Richmond,GRNC,Greensboro,201709,S,Q,Q,R,R,R,3,3,3
GRNC201710,22,Richmond,GRNC,Greensboro,201710,R,Q,Q,R,R,R,3,3,3
GRNC201711,22,Richmond,GRNC,Greensboro,201711,R,R,Q,R,Q,R,3,2,2
GRNC201712,22,Richmond,GRNC,Greensboro,201712,R,Q,R,R,R,R,3,3,3
GRNC201801,22,Richmond,GRNC,Greensboro,201801,S,R,R,R,R,R,3,3,3
GRNC201802,22,Richmond,GRNC,Greensboro,201802,S,R,R,R,Q,R,3,3,3
GRNC201803,22,Richmond,GRNC,Greensboro,201803,S,R,R,Q,R,R,3,3,3
GRNC201804,22,Richmond,GRNC,Greensboro,201804,S,R,R,R,Q,R,3,3,3
GRNC201805,22,Richmond,GRNC,Greensboro,201805,S,R,R,R,Q,R,3,3,3
GRNC201806,22,Richmond,GRNC,Greensboro,201806,R,R,R,R,R,R,3,3,3
GRNC201807,22,Richmond,GRNC,Greensboro,201807,R,R,R,R,Q,R,3,3,3
GRNC201808,22,Richmond,GRNC,Greensboro,201808,R,R,R,R,Q,R,3,3,3
GRNC201809,22,Richmond,GRNC,Greensboro,201809,S,Q,Q,R,Q,R,3,2,2
GRNC201810,22,Richmond,GRNC,Greensboro,201810,R,Q,Q,R,Q,R,2,2,2
GRNC201811,22,Richmond,GRNC,Greensboro,201811,S,R,R,R,Q,R,3,3,3
GRNC201812,22,Richmond,GRNC,Greensboro,201812,S,R,R,R,Q,R,3,3,3
GRNC201901,22,Richmond,GRNC,Greensboro,201901,R,R,Q,R,Q,R,3,2,2
GRNC201902,22,Richmond,GRNC,Greensboro,201902,S,R,R,R,Q,R,3,3,3
GRNC201903,22,Richmond,GRNC,Greensboro,201903,R,Q,Q,R,Q,R,2,2,2
HAVA201701,22,Richmond,HAVA,Hampton,201701,R,R,R,S,Q,S,3,3,3
HAVA201702,22,Richmond,HAVA,Hampton,201702,S,S,S,S,R,S,4,4,4
HAVA201703,22,Richmond,HAVA,Hampton,201703,S,R,R,S,Q,S,4,3,3
HAVA201704,22,Richmond,HAVA,Hampton,201704,S,S,R,S,Q,S,4,3,3
HAVA201705,22,Richmond,HAVA,Hampton,201705,S,R,R,S,R,S,4,3,3
HAVA201706,22,Richmond,HAVA,Hampton,201706,S,R,R,S,Q,S,4,3,3
HAVA201707,22,Richmond,HAVA,Hampton,201707,S,R,R,S,R,S,4,3,3
HAVA201708,22,Richmond,HAVA,Hampton,201708,S,S,S,S,R,S,4,4,4
HAVA201709,22,Richmond,HAVA,Hampton,201709,S,S,R,S,Q,S,4,3,3
HAVA201710,22,Richmond,HAVA,Hampton,201710,S,S,S,S,R,S,4,4,4
HAVA201711,22,Richmond,HAVA,Hampton,201711,S,S,S,S,Q,S,4,4,3
HAVA201712,22,Richmond,HAVA,Hampton,201712,S,R,R,S,Q,S,4,3,3
HAVA201801,22,Richmond,HAVA,Hampton,201801,S,S,S,S,Q,S,4,4,3
HAVA201802,22,Richmond,HAVA,Hampton,201802,S,R,R,S,Q,S,4,3,3
HAVA201803,22,Richmond,HAVA,Hampton,201803,S,S,S,S,R,S,4,4,4
HAVA201804,22,Richmond,HAVA,Hampton,201804,S,R,R,S,Q,S,4,3,3
HAVA201805,22,Richmond,HAVA,Hampton,201805,S,R,R,S,R,S,4,3,3
HAVA201806,22,Richmond,HAVA,Hampton,201806,S,R,R,S,R,S,4,3,3
HAVA201807,22,Richmond,HAVA,Hampton,201807,S,S,R,S,Q,S,4,3,3
HAVA201808,22,Richmond,HAVA,Hampton,201808,S,R,R,S,R,S,4,3,3
HAVA201809,22,Richmond,HAVA,Hampton,201809,S,S,R,S,Q,S,4,3,3
HAVA201810,22,Richmond,HAVA,Hampton,201810,R,S,S,S,R,S,4,4,4
HAVA201811,22,Richmond,HAVA,Hampton,201811,S,R,R,S,Q,S,4,3,3
HAVA201812,22,Richmond,HAVA,Hampton,201812,S,S,S,S,Q,S,4,4,3
HAVA201901,22,Richmond,HAVA,Hampton,201901,S,S,S,S,Q,S,4,4,3
HAVA201902,22,Richmond,HAVA,Hampton,201902,R,S,R,S,Q,S,4,3,3
HAVA201903,22,Richmond,HAVA,Hampton,201903,R,S,R,S,Q,S,4,3,3
HCVA201701,22,Richmond,HCVA,Harrisonbrug,201701,R,R,R,S,R,S,4,3,3
HCVA201702,22,Richmond,HCVA,Harrisonbrug,201702,R,R,R,S,R,S,4,3,3
HCVA201703,22,Richmond,HCVA,Harrisonbrug,201703,R,R,R,S,R,R,3,3,3
HCVA201704,22,Richmond,HCVA,Harrisonbrug,201704,R,S,S,S,Q,S,4,4,3
HCVA201705,22,Richmond,HCVA,Harrisonbrug,201705,R,R,R,S,R,S,4,3,3
HCVA201706,22,Richmond,HCVA,Harrisonbrug,201706,R,R,R,S,R,R,3,3,3
HCVA201707,22,Richmond,HCVA,Harrisonbrug,201707,R,Q,R,S,R,S,3,3,3
HCVA201708,22,Richmond,HCVA,Harrisonbrug,201708,R,R,R,R,R,R,3,3,3
HCVA201709,22,Richmond,HCVA,Harrisonbrug,201709,R,R,R,S,R,S,4,3,3
HCVA201710,22,Richmond,HCVA,Harrisonbrug,201710,R,R,S,S,R,S,4,4,4
HCVA201711,22,Richmond,HCVA,Harrisonbrug,201711,R,R,S,S,R,S,4,4,4
HCVA201712,22,Richmond,HCVA,Harrisonbrug,201712,R,R,S,S,R,S,4,4,4
HCVA201801,22,Richmond,HCVA,Harrisonbrug,201801,R,R,R,S,R,R,3,3,3
HCVA201802,22,Richmond,HCVA,Harrisonbrug,201802,R,R,S,S,R,S,4,4,4
HCVA201803,22,Richmond,HCVA,Harrisonbrug,201803,R,S,S,S,R,S,4,4,4
HCVA201804,22,Richmond,HCVA,Harrisonbrug,201804,R,R,R,S,R,S,4,3,3
HCVA201805,22,Richmond,HCVA,Harrisonbrug,201805,R,R,R,S,R,S,4,3,3
HCVA201806,22,Richmond,HCVA,Harrisonbrug,201806,R,R,R,S,R,S,4,3,3
HCVA201807,22,Richmond,HCVA,Harrisonbrug,201807,R,R,R,S,R,S,4,3,3
HCVA201808,22,Richmond,HCVA,Harrisonbrug,201808,R,Q,Q,S,Q,R,3,2,2
HCVA201809,22,Richmond,HCVA,Harrisonbrug,201809,R,R,R,S,R,S,4,3,3
HCVA201810,22,Richmond,HCVA,Harrisonbrug,201810,R,R,R,R,R,R,3,3,3
HCVA201811,22,Richmond,HCVA,Harrisonbrug,201811,R,Q,R,S,R,S,3,3,3
HCVA201812,22,Richmond,HCVA,Harrisonbrug,201812,R,R,R,S,Q,S,3,3,3
HCVA201901,22,Richmond,HCVA,Harrisonbrug,201901,R,R,R,S,R,R,3,3,3
HCVA201902,22,Richmond,HCVA,Harrisonbrug,201902,S,Q,Q,S,R,R,3,3,3
HCVA201903,22,Richmond,HCVA,Harrisonbrug,201903,R,Q,Q,S,R,R,3,3,3
LAMD201701,22,Richmond,LAMD,Lanham,201701,S,P,Q,R,R,Q,3,2,2
LAMD201702,22,Richmond,LAMD,Lanham,201702,S,P,Q,S,R,Q,3,2,2
LAMD201703,22,Richmond,LAMD,Lanham,201703,S,P,P,R,R,Q,2,2,2
LAMD201704,22,Richmond,LAMD,Lanham,201704,S,P,P,R,R,Q,2,2,2
LAMD201705,22,Richmond,LAMD,Lanham,201705,S,P,P,S,R,Q,2,2,2
LAMD201706,22,Richmond,LAMD,Lanham,201706,S,P,P,R,R,Q,2,2,2
LAMD201707,22,Richmond,LAMD,Lanham,201707,S,P,P,R,R,Q,2,2,2
LAMD201708,22,Richmond,LAMD,Lanham,201708,S,P,P,R,R,Q,2,2,2
LAMD201709,22,Richmond,LAMD,Lanham,201709,S,P,P,R,R,Q,2,2,2
LAMD201710,22,Richmond,LAMD,Lanham,201710,S,P,P,R,R,Q,2,2,2
LAMD201711,22,Richmond,LAMD,Lanham,201711,S,P,P,R,R,Q,2,2,2
LAMD201712,22,Richmond,LAMD,Lanham,201712,S,P,P,R,R,Q,2,2,2
LAMD201801,22,Richmond,LAMD,Lanham,201801,S,P,P,R,R,Q,2,2,2
LAMD201802,22,Richmond,LAMD,Lanham,201802,S,P,P,R,R,Q,2,2,2
LAMD201803,22,Richmond,LAMD,Lanham,201803,S,P,P,R,R,Q,2,2,2
LAMD201804,22,Richmond,LAMD,Lanham,201804,S,P,P,R,R,Q,2,2,2
LAMD201805,22,Richmond,LAMD,Lanham,201805,S,P,P,R,R,Q,2,2,2
LAMD201806,22,Richmond,LAMD,Lanham,201806,R,P,P,R,R,Q,2,2,2
LAMD201807,22,Richmond,LAMD,Lanham,201807,R,P,Q,Q,R,Q,2,2,2
LAMD201808,22,Richmond,LAMD,Lanham,201808,R,P,P,Q,R,Q,2,2,2
LAMD201809,22,Richmond,LAMD,Lanham,201809,S,P,Q,R,R,Q,3,2,2
LAMD201810,22,Richmond,LAMD,Lanham,201810,R,P,P,R,R,Q,2,2,2
LAMD201811,22,Richmond,LAMD,Lanham,201811,S,P,P,R,R,Q,2,2,2
LAMD201812,22,Richmond,LAMD,Lanham,201812,R,P,P,R,R,R,2,2,2
LAMD201901,22,Richmond,LAMD,Lanham,201901,S,P,P,R,R,Q,2,2,2
LAMD201902,22,Richmond,LAMD,Lanham,201902,S,P,P,R,Q,Q,2,1,1
LAMD201903,22,Richmond,LAMD,Lanham,201903,R,P,P,R,R,Q,2,2,2
MONC201701,22,Richmond,MONC,Monroe,201701,R,R,R,R,Q,R,3,3,3
MONC201702,22,Richmond,MONC,Monroe,201702,R,R,R,R,Q,R,3,3,3
MONC201703,22,Richmond,MONC,Monroe,201703,R,R,R,R,Q,R,3,3,3
MONC201704,22,Richmond,MONC,Monroe,201704,R,R,R,S,Q,R,3,3,3
MONC201705,22,Richmond,MONC,Monroe,201705,R,R,R,S,Q,R,3,3,3
MONC201706,22,Richmond,MONC,Monroe,201706,R,R,R,R,Q,R,3,3,3
MONC201707,22,Richmond,MONC,Monroe,201707,R,R,R,S,Q,R,3,3,3
MONC201708,22,Richmond,MONC,Monroe,201708,R,Q,Q,R,Q,R,2,2,2
MONC201709,22,Richmond,MONC,Monroe,201709,R,R,R,R,Q,R,3,3,3
MONC201710,22,Richmond,MONC,Monroe,201710,R,R,Q,R,Q,R,3,2,2
MONC201711,22,Richmond,MONC,Monroe,201711,R,R,R,S,Q,R,3,3,3
MONC201712,22,Richmond,MONC,Monroe,201712,R,R,R,R,Q,S,3,3,3
MONC201801,22,Richmond,MONC,Monroe,201801,R,R,R,R,R,R,3,3,3
MONC201802,22,Richmond,MONC,Monroe,201802,R,R,R,R,Q,R,3,3,3
MONC201803,22,Richmond,MONC,Monroe,201803,R,Q,Q,R,Q,R,2,2,2
MONC201804,22,Richmond,MONC,Monroe,201804,R,R,Q,R,Q,R,3,2,2
MONC201805,22,Richmond,MONC,Monroe,201805,R,Q,Q,R,Q,R,2,2,2
MONC201806,22,Richmond,MONC,Monroe,201806,R,Q,Q,R,Q,R,2,2,2
MONC201807,22,Richmond,MONC,Monroe,201807,R,R,R,R,R,R,3,3,3
MONC201808,22,Richmond,MONC,Monroe,201808,R,Q,Q,R,Q,R,2,2,2
MONC201809,22,Richmond,MONC,Monroe,201809,R,R,R,S,Q,R,3,3,3
MONC201810,22,Richmond,MONC,Monroe,201810,R,R,Q,R,Q,R,3,2,2
MONC201811,22,Richmond,MONC,Monroe,201811,R,R,Q,R,Q,R,3,2,2
MONC201812,22,Richmond,MONC,Monroe,201812,R,R,R,S,Q,S,3,3,3
MONC201901,22,Richmond,MONC,Monroe,201901,R,R,Q,R,Q,R,3,2,2
MONC201902,22,Richmond,MONC,Monroe,201902,R,R,R,S,Q,R,3,3,3
MONC201903,22,Richmond,MONC,Monroe,201903,R,R,R,S,Q,R,3,3,3
NOVA201701,22,Richmond,NOVA,Norfolk,201701,R,Q,Q,R,Q,Q,2,2,2
