,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),GM per Emp,Sales Order per Emp,Sales Order Items per Emp,Sales Order Delivery per Emp,Non-Sales Order Delivery per Emp,Delivery Lines per Emp,Deliver Docs per Emp,RSO per Emp,Sales per Emp
WACT201708,12,Boston,WACT,Wallingford,201708,42729.6576,308.44,3424.2,448.4,30.2,478.6,197.84,99.9272,309476.9984
WACT201709,12,Boston,WACT,Wallingford,201709,35491.1148,277.2,2941.08,362.92,25.52,388.44,158.16,99.9376,256903.458
WACT201710,12,Boston,WACT,Wallingford,201710,35230.8792,308.76,3384.84,464.96,24.52,489.48,193.8,99.9248,242301.7724
WACT201711,12,Boston,WACT,Wallingford,201711,43093.238333333335,280.6666666666667,3245.75,429.54166666666674,32.0,461.54166666666674,176.33333333333337,99.93375,283551.92125
WACT201712,12,Boston,WACT,Wallingford,201712,28480.41583333333,236.95833333333331,2515.083333333333,361.5,15.708333333333336,377.20833333333326,161.0,99.92375,224406.07708333328
WACT201801,12,Boston,WACT,Wallingford,201801,31887.035416666666,307.125,2873.041666666666,324.25,31.75,356.0,150.16666666666666,99.93833333333332,212643.02208333332
WACT201802,12,Boston,WACT,Wallingford,201802,33871.5825,287.75,3041.666666666666,331.75,22.375,354.125,143.75,99.94875,235819.07125
WACT201803,12,Boston,WACT,Wallingford,201803,35160.6484,301.28,3029.28,386.88,29.52,416.4,177.96,99.9444,266837.2468
WACT201804,12,Boston,WACT,Wallingford,201804,33428.7396,291.32,2933.8,343.68,18.84,362.52,154.32,99.944,228849.2544
WACT201805,12,Boston,WACT,Wallingford,201805,49592.02333333334,315.875,3608.625,453.04166666666674,41.375,494.41666666666674,190.875,99.94791666666669,357021.895
WACT201806,12,Boston,WACT,Wallingford,201806,48272.695,310.2083333333333,3310.541666666666,434.79166666666674,38.0,472.79166666666674,193.58333333333331,99.94833333333334,331915.05375
WACT201807,12,Boston,WACT,Wallingford,201807,47912.40416666667,296.6666666666667,3442.625,448.20833333333326,29.83333333333333,478.04166666666674,197.95833333333331,99.93583333333332,310234.0633333333
WACT201808,12,Boston,WACT,Wallingford,201808,44299.0356,337.2,3616.56,446.12,26.0,472.12,200.88,99.9188,292009.9704
WACT201809,12,Boston,WACT,Wallingford,201809,36502.27423076923,276.61538461538464,2861.3461538461543,357.92307692307685,26.73076923076923,384.6538461538461,165.96153846153842,99.93884615384614,262804.26346153853
WACT201810,12,Boston,WACT,Wallingford,201810,46344.0888,324.88,3438.96,421.92,21.88,443.8,194.64,99.9356,340750.576
WACT201811,12,Boston,WACT,Wallingford,201811,40711.2464,285.28,3054.48,389.72,22.24,411.96,173.72,99.9304,312469.1812
WACT201812,12,Boston,WACT,Wallingford,201812,37411.1376,240.88,2452.44,341.2,16.52,357.72,170.2,99.9372,314274.2172
WACT201901,12,Boston,WACT,Wallingford,201901,43847.6225,326.0833333333333,3310.375,411.33333333333326,25.54166666666667,436.875,192.0,99.94041666666666,336541.13
WACT201902,12,Boston,WACT,Wallingford,201902,50126.565,282.9583333333333,2939.708333333333,379.625,20.625,400.25,178.20833333333337,99.93,417261.29416666675
WACT201903,12,Boston,WACT,Wallingford,201903,53485.44291666666,300.8333333333333,3200.708333333333,433.16666666666674,22.45833333333333,455.625,195.375,99.93041666666667,409831.16625
WOMA201701,12,Boston,WOMA,Worcester,201701,399827.72,2986.0,38434.0,492.0,39.0,531.0,252.0,99.52,1903595.62
WOMA201702,12,Boston,WOMA,Worcester,201702,326126.34,2537.0,35326.0,545.0,54.0,599.0,276.0,99.54,1597510.12
WOMA201703,12,Boston,WOMA,Worcester,201703,338759.1,2872.0,35427.0,573.0,160.0,733.0,299.0,99.51,1667881.12
WOMA201704,12,Boston,WOMA,Worcester,201704,376319.88,2825.0,36057.0,514.0,105.0,619.0,272.0,99.56,1990771.48
WOMA201705,12,Boston,WOMA,Worcester,201705,332248.11,3186.0,44376.0,513.0,93.0,606.0,279.0,99.45,2101337.64
WOMA201706,12,Boston,WOMA,Worcester,201706,394441.66,3160.0,44838.0,708.0,113.0,821.0,321.0,99.46,2244402.4
WOMA201707,12,Boston,WOMA,Worcester,201707,368447.66,2737.0,38961.0,611.0,111.0,722.0,307.0,99.49,1935472.41
WOMA201708,12,Boston,WOMA,Worcester,201708,489509.14,3516.0,52037.0,516.0,81.0,597.0,301.0,99.54,3009512.0
WOMA201709,12,Boston,WOMA,Worcester,201709,615157.88,2977.0,48302.0,624.0,97.0,721.0,283.0,99.55,3414190.5
WOMA201710,12,Boston,WOMA,Worcester,201710,649766.55,3378.0,50523.0,691.0,91.0,782.0,289.0,99.53,3606038.02
WOMA201711,12,Boston,WOMA,Worcester,201711,655726.62,3299.0,48383.0,499.0,83.0,582.0,272.0,99.54,3796196.56
WOMA201712,12,Boston,WOMA,Worcester,201712,609118.96,2890.0,44020.0,488.0,130.0,618.0,260.0,99.54,3276608.33
WOMA201801,12,Boston,WOMA,Worcester,201801,778151.76,3271.0,50585.0,414.0,76.0,490.0,194.0,99.7,3677693.71
WOMA201802,12,Boston,WOMA,Worcester,201802,590954.34,2984.0,43914.0,389.0,123.0,512.0,186.0,99.59,2996373.6
WOMA201803,12,Boston,WOMA,Worcester,201803,554766.27,3096.0,47731.0,518.0,77.0,595.0,219.0,99.55,2897169.44
WOMA201804,12,Boston,WOMA,Worcester,201804,648394.16,3227.0,50946.0,487.0,53.0,540.0,211.0,99.56,3465925.9
WOMA201805,12,Boston,WOMA,Worcester,201805,583500.0,3307.0,51836.0,505.0,101.0,606.0,238.0,99.61,3033479.74
WOMA201806,12,Boston,WOMA,Worcester,201806,710513.76,3046.0,44063.0,477.0,91.0,568.0,227.0,99.7,3724897.57
WOMA201807,12,Boston,WOMA,Worcester,201807,473091.37,3060.0,47049.0,734.0,83.0,817.0,263.0,99.58,2224052.99
WOMA201808,12,Boston,WOMA,Worcester,201808,460064.12,3403.0,50159.0,520.0,84.0,604.0,236.0,99.5,2101175.76
WOMA201809,12,Boston,WOMA,Worcester,201809,403060.93,2626.0,38105.0,422.0,77.0,499.0,219.0,99.48,1979143.95
WOMA201810,12,Boston,WOMA,Worcester,201810,425337.14,2964.0,43503.0,819.0,101.0,920.0,323.0,99.41,2125441.73
WOMA201811,12,Boston,WOMA,Worcester,201811,394703.19,2445.0,35206.0,668.0,155.0,823.0,249.0,99.6,1781184.38
WOMA201812,12,Boston,WOMA,Worcester,201812,326178.93,2386.0,33148.0,655.0,77.0,732.0,301.0,99.35,1524145.51
WOMA201901,12,Boston,WOMA,Worcester,201901,356799.25,2750.0,38813.0,569.0,104.0,673.0,272.0,99.65,1952677.46
WOMA201902,12,Boston,WOMA,Worcester,201902,287910.83,2334.0,32965.0,900.0,170.0,1070.0,313.0,99.63,1469192.01
WOMA201903,12,Boston,WOMA,Worcester,201903,334983.8,2658.0,34464.0,441.0,43.0,484.0,232.0,99.71,1714898.89
AKOH201701,15,Pittsburgh,AKOH,Akron,201701,43447.68285714286,429.0,4472.142857142857,441.0,28.285714285714285,469.28571428571433,176.85714285714286,99.80857142857144,243631.6957142857
AKOH201702,15,Pittsburgh,AKOH,Akron,201702,44453.80714285715,405.8571428571428,4468.142857142857,482.28571428571433,29.42857142857143,511.71428571428567,174.0,99.83428571428571,242158.5057142857
AKOH201703,15,Pittsburgh,AKOH,Akron,201703,59107.57,445.1428571428572,5200.0,574.2857142857142,28.42857142857143,602.7142857142858,198.57142857142856,99.85,345488.0428571428
AKOH201704,15,Pittsburgh,AKOH,Akron,201704,56793.99857142857,411.8571428571428,4934.142857142857,510.1428571428572,18.0,528.1428571428571,184.7142857142857,99.86,279062.14714285714
AKOH201705,15,Pittsburgh,AKOH,Akron,201705,53059.05285714286,465.8571428571428,5834.571428571428,608.1428571428571,26.142857142857146,634.2857142857142,195.14285714285717,99.83714285714285,302103.48142857145
AKOH201706,15,Pittsburgh,AKOH,Akron,201706,66889.33714285714,468.8571428571428,5915.428571428572,645.0,20.857142857142858,665.8571428571429,221.7142857142857,99.81142857142858,382673.5742857143
AKOH201707,15,Pittsburgh,AKOH,Akron,201707,76301.31,503.33333333333326,6123.333333333332,629.8333333333334,26.33333333333333,656.1666666666666,222.16666666666663,99.79333333333334,422850.6883333333
AKOH201708,15,Pittsburgh,AKOH,Akron,201708,106256.16833333332,603.3333333333334,7053.333333333332,836.8333333333335,26.0,862.8333333333335,289.3333333333333,99.70166666666668,471898.1116666666
AKOH201709,15,Pittsburgh,AKOH,Akron,201709,77098.06166666666,527.6666666666666,6312.833333333332,764.0,26.0,790.0,256.0,99.715,447858.9466666667
AKOH201710,15,Pittsburgh,AKOH,Akron,201710,94783.174,693.0,8095.8,980.0,39.2,1019.2,330.8,99.71799999999999,477908.352
AKOH201711,15,Pittsburgh,AKOH,Akron,201711,76442.87400000001,609.0,7081.4,834.8,38.6,873.4,280.6,99.75399999999999,389214.542
AKOH201712,15,Pittsburgh,AKOH,Akron,201712,62006.85,442.66666666666674,5405.333333333333,642.0,39.16666666666666,681.1666666666666,234.0,99.77666666666669,362687.55833333335
AKOH201801,15,Pittsburgh,AKOH,Akron,201801,60682.21599999999,606.2,6920.4,705.6,48.6,754.2,249.8,99.74600000000001,352043.02
AKOH201802,15,Pittsburgh,AKOH,Akron,201802,55082.15,503.33333333333326,5669.0,541.1666666666666,23.66666666666667,564.8333333333334,192.83333333333331,99.85833333333332,269559.87
AKOH201803,15,Pittsburgh,AKOH,Akron,201803,94471.244,709.2,8211.2,816.8,36.6,853.4,303.2,99.73200000000001,533736.088
AKOH201804,15,Pittsburgh,AKOH,Akron,201804,74034.74799999999,625.4,7624.6,750.4,32.4,782.8,261.8,99.744,378387.848
AKOH201805,15,Pittsburgh,AKOH,Akron,201805,111912.91,861.75,11503.25,1231.75,42.0,1273.75,383.0,99.7125,568674.8575
AKOH201806,15,Pittsburgh,AKOH,Akron,201806,83168.89,555.1666666666666,7239.833333333332,771.6666666666665,25.33333333333333,797.0,259.3333333333333,99.75666666666666,447668.65
AKOH201807,15,Pittsburgh,AKOH,Akron,201807,67185.86714285714,468.0,5825.428571428572,624.8571428571429,27.857142857142854,652.7142857142858,212.28571428571428,99.79857142857144,344174.8442857143
AKOH201808,15,Pittsburgh,AKOH,Akron,201808,78192.65285714285,580.0,7067.0,743.7142857142858,21.285714285714285,765.0,249.28571428571428,99.73285714285713,457193.2342857143
AKOH201809,15,Pittsburgh,AKOH,Akron,201809,58309.107142857145,427.0,5639.285714285716,626.2857142857142,24.714285714285715,651.0,205.14285714285717,99.81428571428572,333754.4585714285
AKOH201810,15,Pittsburgh,AKOH,Akron,201810,71933.45142857142,504.28571428571433,6503.428571428572,661.2857142857142,24.142857142857146,685.4285714285714,232.85714285714286,99.73571428571428,415421.6185714286
AKOH201811,15,Pittsburgh,AKOH,Akron,201811,79988.03666666668,523.0,6639.833333333332,813.0,13.333333333333336,826.3333333333335,247.33333333333331,99.795,406410.34333333327
AKOH201812,15,Pittsburgh,AKOH,Akron,201812,71679.47166666666,438.66666666666674,5785.5,746.6666666666665,16.166666666666668,762.8333333333335,235.33333333333331,99.765,416654.375
AKOH201901,15,Pittsburgh,AKOH,Akron,201901,52462.50285714286,442.4285714285714,5033.142857142857,607.5714285714286,15.428571428571427,623.0,195.7142857142857,99.75857142857143,294153.0185714285
AKOH201902,15,Pittsburgh,AKOH,Akron,201902,45486.24,384.4285714285714,4598.142857142857,537.2857142857143,14.857142857142858,552.1428571428571,178.0,99.77142857142857,233750.12714285712
AKOH201903,15,Pittsburgh,AKOH,Akron,201903,59264.41,511.83333333333326,6292.5,680.1666666666666,20.666666666666668,700.8333333333335,235.16666666666663,99.79166666666669,294987.54
BINY201701,15,Pittsburgh,BINY,Binghamton,201701,43876.32,853.0,7408.0,475.0,47.0,522.0,224.0,99.77,232590.73
BINY201702,15,Pittsburgh,BINY,Binghamton,201702,24538.685,415.5,3572.0,214.0,35.0,249.0,90.0,99.955,140903.905
BINY201703,15,Pittsburgh,BINY,Binghamton,201703,61438.17,841.0,7335.0,495.0,35.0,530.0,203.0,99.84,324287.18
BINY201704,15,Pittsburgh,BINY,Binghamton,201704,62361.76,870.0,8756.0,510.0,56.0,566.0,188.0,99.9,555931.74
BINY201705,15,Pittsburgh,BINY,Binghamton,201705,92776.78,965.0,9741.0,984.0,23.0,1007.0,299.0,99.9,712914.17
BINY201706,15,Pittsburgh,BINY,Binghamton,201706,93627.66,963.0,9825.0,853.0,45.0,898.0,307.0,99.81,506965.46
BINY201707,15,Pittsburgh,BINY,Binghamton,201707,59168.43,905.0,9093.0,506.0,61.0,567.0,200.0,99.84,484562.36
BINY201708,15,Pittsburgh,BINY,Binghamton,201708,93046.35,1066.0,11125.0,821.0,50.0,871.0,255.0,99.84,591163.44
BINY201709,15,Pittsburgh,BINY,Binghamton,201709,88853.58,931.0,9739.0,1030.0,69.0,1099.0,295.0,99.81,686956.86
BINY201710,15,Pittsburgh,BINY,Binghamton,201710,82195.46,958.0,8004.0,587.0,54.0,641.0,215.0,99.76,667724.67
BINY201711,15,Pittsburgh,BINY,Binghamton,201711,81672.98,868.0,7275.0,710.0,36.0,746.0,237.0,99.75,667967.38
BINY201712,15,Pittsburgh,BINY,Binghamton,201712,123842.58,757.0,7458.0,900.0,81.0,981.0,268.0,99.92,703638.47
BINY201801,15,Pittsburgh,BINY,Binghamton,201801,58801.655,433.5,4288.0,460.0,14.5,474.5,123.5,99.89,295845.705
BINY201802,15,Pittsburgh,BINY,Binghamton,201802,34662.99,377.0,3522.0,314.5,11.0,325.5,88.5,99.905,236280.14
BINY201803,15,Pittsburgh,BINY,Binghamton,201803,75846.89,915.0,7196.0,594.0,62.0,656.0,250.0,99.67,531989.95
BINY201804,15,Pittsburgh,BINY,Binghamton,201804,63008.0,826.0,6996.0,642.0,60.0,702.0,220.0,99.88,632816.51
BINY201805,15,Pittsburgh,BINY,Binghamton,201805,73498.13,900.0,7015.0,685.0,171.0,856.0,232.0,99.89,592844.39
BINY201806,15,Pittsburgh,BINY,Binghamton,201806,58425.05,940.0,8334.0,769.0,93.0,862.0,249.0,99.8,495842.89
BINY201807,15,Pittsburgh,BINY,Binghamton,201807,101365.2,999.0,8313.0,584.0,61.0,645.0,201.0,99.95,658176.83
BINY201808,15,Pittsburgh,BINY,Binghamton,201808,73333.56,961.0,8135.0,470.0,64.0,534.0,200.0,99.77,559681.16
BINY201809,15,Pittsburgh,BINY,Binghamton,201809,63324.94,776.0,6864.0,385.0,23.0,408.0,158.0,99.89,530216.06
BINY201810,15,Pittsburgh,BINY,Binghamton,201810,75757.13,970.0,8872.0,526.0,78.0,604.0,188.0,99.76,623335.39
BINY201811,15,Pittsburgh,BINY,Binghamton,201811,98639.21,814.0,7570.0,455.0,20.0,475.0,174.0,99.84,567751.77
BINY201812,15,Pittsburgh,BINY,Binghamton,201812,71448.445,338.5,3675.5,174.5,15.0,189.5,74.0,99.96,654509.605
BINY201901,15,Pittsburgh,BINY,Binghamton,201901,53397.81,449.0,4366.0,260.5,6.0,266.5,77.5,99.945,410766.345
BINY201902,15,Pittsburgh,BINY,Binghamton,201902,40308.515,429.5,4151.0,268.5,19.0,287.5,97.5,99.885,351404.885
BINY201903,15,Pittsburgh,BINY,Binghamton,201903,36225.185,478.0,4637.5,327.0,8.5,335.5,119.0,99.795,285624.91
BUNY201701,15,Pittsburgh,BUNY,Buffalo,201701,40435.71176470589,322.0,4385.35294117647,540.6470588235294,20.705882352941178,561.3529411764706,164.7058823529412,99.83588235294116,218126.29352941175
BUNY201702,15,Pittsburgh,BUNY,Buffalo,201702,39604.587058823534,284.1764705882353,4135.411764705882,502.05882352941177,30.058823529411764,532.1176470588234,155.94117647058823,99.88117647058823,209457.70647058825
BUNY201703,15,Pittsburgh,BUNY,Buffalo,201703,42824.955,306.0,4393.11111111111,541.6666666666666,22.61111111111111,564.2777777777778,160.16666666666666,99.85777777777778,222617.00777777782
BUNY201704,15,Pittsburgh,BUNY,Buffalo,201704,38714.48588235294,287.4117647058824,4058.8235294117653,509.35294117647067,25.35294117647059,534.7058823529412,155.11764705882354,99.87235294117649,203599.56647058824
BUNY201705,15,Pittsburgh,BUNY,Buffalo,201705,46087.64176470589,332.0,4552.176470588235,571.2941176470587,17.058823529411768,588.3529411764706,173.0,99.8641176470588,237151.21411764703
BUNY201706,15,Pittsburgh,BUNY,Buffalo,201706,43703.623888888884,318.6111111111111,4707.222222222223,608.4444444444445,28.777777777777782,637.2222222222222,165.44444444444446,99.87888888888891,247135.76444444444
BUNY201707,15,Pittsburgh,BUNY,Buffalo,201707,50739.353125,309.3125,4636.375,617.0625,20.625,637.6875,164.625,99.8825,329780.74875
BUNY201708,15,Pittsburgh,BUNY,Buffalo,201708,59169.75,402.13333333333327,6188.133333333332,766.4,25.466666666666665,791.8666666666667,218.2,99.81333333333332,307570.2926666666
BUNY201709,15,Pittsburgh,BUNY,Buffalo,201709,55615.5,378.8571428571428,5537.071428571428,721.9285714285713,29.5,751.4285714285713,209.14285714285717,99.815,280953.2014285714
BUNY201710,15,Pittsburgh,BUNY,Buffalo,201710,60354.79785714286,432.78571428571433,6464.071428571428,816.2142857142858,33.214285714285715,849.4285714285713,233.92857142857144,99.79357142857144,289469.65142857144
BUNY201711,15,Pittsburgh,BUNY,Buffalo,201711,54395.662142857145,385.8571428571428,5681.857142857143,710.7857142857142,26.0,736.7857142857142,203.2142857142857,99.83071428571428,262528.65214285714
BUNY201712,15,Pittsburgh,BUNY,Buffalo,201712,52447.57785714285,326.07142857142856,5054.714285714285,675.3571428571429,24.92857142857143,700.2857142857142,189.64285714285717,99.86142857142859,269499.62142857147
BUNY201801,15,Pittsburgh,BUNY,Buffalo,201801,48714.38642857144,377.07142857142856,5151.928571428572,652.6428571428571,29.42857142857143,682.0714285714286,191.28571428571428,99.81571428571428,245015.43142857144
BUNY201802,15,Pittsburgh,BUNY,Buffalo,201802,41953.082857142865,334.2142857142857,4550.714285714285,558.7142857142857,23.214285714285715,581.9285714285714,164.5,99.86857142857143,226092.47357142856
BUNY201803,15,Pittsburgh,BUNY,Buffalo,201803,48286.707857142865,370.3571428571428,5177.071428571428,621.2857142857142,26.0,647.2857142857142,183.7142857142857,99.87928571428571,268177.6935714286
BUNY201804,15,Pittsburgh,BUNY,Buffalo,201804,49229.883571428574,365.57142857142856,5199.142857142857,657.7142857142858,22.785714285714285,680.5,184.2142857142857,99.86142857142859,259660.1721428572
BUNY201805,15,Pittsburgh,BUNY,Buffalo,201805,55414.461428571434,396.21428571428567,5849.642857142857,692.5,22.071428571428577,714.5714285714287,189.64285714285717,99.87428571428572,294477.36714285717
BUNY201806,15,Pittsburgh,BUNY,Buffalo,201806,62236.799285714274,403.07142857142856,5959.285714285716,715.7857142857142,22.142857142857146,737.9285714285713,191.35714285714286,99.87142857142857,342206.8407142857
BUNY201807,15,Pittsburgh,BUNY,Buffalo,201807,64255.33,492.27272727272725,7465.636363636364,852.4545454545455,31.818181818181817,884.2727272727273,239.3636363636364,99.83181818181818,376952.27090909093
BUNY201808,15,Pittsburgh,BUNY,Buffalo,201808,69250.16230769231,476.07692307692315,7104.153846153847,874.0,26.615384615384613,900.6153846153846,257.46153846153845,99.8053846153846,404978.9223076924
BUNY201809,15,Pittsburgh,BUNY,Buffalo,201809,47621.84266666667,323.6,4712.866666666667,567.2,19.266666666666666,586.4666666666667,170.73333333333332,99.88133333333332,267612.48000000004
BUNY201810,15,Pittsburgh,BUNY,Buffalo,201810,67529.45,471.76923076923083,6943.153846153847,871.3846153846154,26.84615384615385,898.2307692307692,252.3076923076923,99.82153846153848,391728.8553846153
BUNY201811,15,Pittsburgh,BUNY,Buffalo,201811,52791.65714285714,369.0,5300.142857142857,666.9285714285714,25.714285714285715,692.6428571428571,195.0,99.86,265919.84142857144
BUNY201812,15,Pittsburgh,BUNY,Buffalo,201812,47445.10071428572,334.64285714285717,4984.428571428572,663.6428571428571,17.357142857142858,681.0,192.57142857142856,99.86571428571428,270571.1807142857
BUNY201901,15,Pittsburgh,BUNY,Buffalo,201901,44624.895714285725,380.07142857142856,5148.142857142857,612.3571428571429,15.428571428571427,627.7857142857142,177.0714285714286,99.85571428571428,232817.51214285716
BUNY201902,15,Pittsburgh,BUNY,Buffalo,201902,53192.54083333333,419.16666666666674,5715.0,667.1666666666666,25.0,692.1666666666665,209.16666666666663,99.83416666666666,309083.2625
BUNY201903,15,Pittsburgh,BUNY,Buffalo,201903,46333.19066666667,345.9333333333333,4644.866666666667,558.5333333333333,17.733333333333334,576.2666666666668,170.46666666666667,99.87066666666666,276480.55866666674
CHWV201701,15,Pittsburgh,CHWV,Charleston,201701,60719.5025,413.0,4812.75,410.75,24.0,434.75,182.75,99.8725,264221.3025
CHWV201702,15,Pittsburgh,CHWV,Charleston,201702,54617.2725,446.25,5225.75,387.75,25.5,413.25,169.25,99.8675,291144.5275
CHWV201703,15,Pittsburgh,CHWV,Charleston,201703,78226.26666666666,563.0,6880.666666666668,588.0,30.33333333333333,618.3333333333334,244.0,99.86,413021.47
CHWV201704,15,Pittsburgh,CHWV,Charleston,201704,83134.31,470.33333333333326,5571.333333333332,477.33333333333326,44.66666666666666,522.0,202.33333333333331,99.91666666666669,430940.7333333333
CHWV201705,15,Pittsburgh,CHWV,Charleston,201705,119635.565,811.0,10202.5,944.0,44.5,988.5,387.0,99.73,624732.225
CHWV201706,15,Pittsburgh,CHWV,Charleston,201706,154555.88,842.5,10987.5,967.5,53.0,1020.5,379.5,99.77,866346.02
CHWV201707,15,Pittsburgh,CHWV,Charleston,201707,121684.24,719.5,9608.5,782.0,56.5,838.5,315.0,99.82,782493.66
CHWV201708,15,Pittsburgh,CHWV,Charleston,201708,215691.375,874.5,10497.0,897.0,57.5,954.5,414.0,99.75,1021250.795
CHWV201709,15,Pittsburgh,CHWV,Charleston,201709,246437.25,1585.0,20128.0,1798.0,124.0,1922.0,765.0,99.46,1429956.9
CHWV201710,15,Pittsburgh,CHWV,Charleston,201710,296287.52,1778.0,22822.0,2009.0,111.0,2120.0,806.0,99.31,2071853.89
CHWV201711,15,Pittsburgh,CHWV,Charleston,201711,249428.28,1479.0,21023.0,1782.0,128.0,1910.0,691.0,99.47,1389219.71
CHWV201712,15,Pittsburgh,CHWV,Charleston,201712,161975.88,1322.0,17757.0,1612.0,105.0,1717.0,717.0,99.17,1209151.37
CHWV201801,15,Pittsburgh,CHWV,Charleston,201801,195115.79,1659.0,19833.0,1780.0,72.0,1852.0,713.0,99.46,1196533.46
CHWV201802,15,Pittsburgh,CHWV,Charleston,201802,209118.19,1489.0,19428.0,1775.0,97.0,1872.0,700.0,99.31,1157579.61
CHWV201803,15,Pittsburgh,CHWV,Charleston,201803,100954.09,555.6666666666666,7424.0,690.0,50.33333333333334,740.3333333333335,263.6666666666667,99.80333333333333,563323.9666666667
CHWV201804,15,Pittsburgh,CHWV,Charleston,201804,81340.53,505.33333333333326,6288.333333333332,611.3333333333334,27.0,638.3333333333334,248.33333333333331,99.83,517092.5433333333
CHWV201805,15,Pittsburgh,CHWV,Charleston,201805,96402.94333333334,540.0,6971.0,674.0,35.0,709.0,294.0,99.75,595621.5033333333
CHWV201806,15,Pittsburgh,CHWV,Charleston,201806,78037.58666666668,491.33333333333326,6163.0,604.6666666666666,28.0,632.6666666666666,229.33333333333331,99.83666666666667,388083.14333333325
CHWV201807,15,Pittsburgh,CHWV,Charleston,201807,86870.78333333334,510.66666666666674,5769.666666666668,505.33333333333326,22.66666666666667,528.0,221.0,99.85666666666668,620694.7733333333
CHWV201808,15,Pittsburgh,CHWV,Charleston,201808,105465.485,850.5,10051.5,995.5,40.0,1035.5,424.0,99.595,763319.355
CHWV201809,15,Pittsburgh,CHWV,Charleston,201809,91923.075,660.0,8342.0,818.5,44.0,862.5,320.0,99.79,490823.305
CHWV201810,15,Pittsburgh,CHWV,Charleston,201810,118455.495,809.5,10048.0,853.0,49.5,902.5,350.5,99.655,730711.145
CHWV201811,15,Pittsburgh,CHWV,Charleston,201811,208077.095,623.0,7822.5,530.5,22.5,553.0,259.5,99.755,1317090.41
CHWV201812,15,Pittsburgh,CHWV,Charleston,201812,77765.06999999999,390.33333333333326,5183.0,457.33333333333326,33.333333333333336,490.66666666666674,198.66666666666663,99.81666666666666,393820.10666666675
CHWV201901,15,Pittsburgh,CHWV,Charleston,201901,84481.09,498.33333333333326,6327.0,619.3333333333334,18.0,637.3333333333334,228.33333333333331,99.81,461822.39666666655
CHWV201902,15,Pittsburgh,CHWV,Charleston,201902,56273.07666666667,440.33333333333326,5211.666666666667,489.0,26.66666666666667,515.6666666666666,190.0,99.86,261477.8
CHWV201903,15,Pittsburgh,CHWV,Charleston,201903,67079.61333333333,489.33333333333326,5356.0,461.33333333333326,27.33333333333333,488.66666666666674,221.0,99.85,383924.3
CIOH201701,15,Pittsburgh,CIOH,Cincinnati,201701,52085.05866666666,471.9333333333333,5884.333333333332,490.4666666666666,26.4,516.8666666666667,194.8,99.854,315783.862
CIOH201702,15,Pittsburgh,CIOH,Cincinnati,201702,50895.34266666667,454.8,6104.133333333332,468.9333333333333,23.53333333333333,492.4666666666666,177.66666666666663,99.88066666666668,368657.1573333333
CIOH201703,15,Pittsburgh,CIOH,Cincinnati,201703,67025.012,511.06666666666666,6552.266666666666,541.5333333333333,22.266666666666666,563.8,215.13333333333333,99.87266666666666,429586.96933333325
CIOH201704,15,Pittsburgh,CIOH,Cincinnati,201704,77024.86923076924,483.5384615384616,6759.538461538462,541.7692307692306,28.384615384615387,570.1538461538463,213.84615384615384,99.87,514375.9830769231
CIOH201705,15,Pittsburgh,CIOH,Cincinnati,201705,69475.12214285714,534.0714285714286,7433.428571428572,613.0714285714286,19.571428571428573,632.6428571428571,216.0,99.84928571428571,477691.8285714285
CIOH201706,15,Pittsburgh,CIOH,Cincinnati,201706,84954.90153846152,576.3846153846154,8053.153846153847,713.3846153846154,27.538461538461537,740.9230769230769,269.15384615384613,99.78846153846152,574219.1684615385
CIOH201707,15,Pittsburgh,CIOH,Cincinnati,201707,70004.23384615385,487.3076923076923,6861.6923076923085,618.1538461538463,21.538461538461537,639.6923076923077,229.23076923076923,99.85538461538462,426149.1607692307
CIOH201708,15,Pittsburgh,CIOH,Cincinnati,201708,72939.49333333332,517.6,7270.133333333332,625.4666666666667,24.8,650.2666666666668,246.2,99.81733333333334,459091.2913333334
CIOH201709,15,Pittsburgh,CIOH,Cincinnati,201709,67214.87583333334,534.0833333333334,7496.333333333332,576.25,29.58333333333333,605.8333333333334,227.66666666666663,99.835,409374.1741666666
CIOH201710,15,Pittsburgh,CIOH,Cincinnati,201710,70824.01,583.6923076923077,7596.538461538462,601.3076923076923,40.92307692307692,642.2307692307693,252.6923076923077,99.76923076923076,456064.8684615385
CIOH201711,15,Pittsburgh,CIOH,Cincinnati,201711,79103.27727272728,611.3636363636364,7659.909090909091,670.0909090909091,32.81818181818182,702.9090909090909,269.6363636363636,99.79454545454546,512016.8445454546
CIOH201712,15,Pittsburgh,CIOH,Cincinnati,201712,68018.5590909091,528.0,6548.545454545455,557.6363636363636,39.09090909090909,596.7272727272727,251.8181818181818,99.81,448108.1845454545
CIOH201801,15,Pittsburgh,CIOH,Cincinnati,201801,85080.04727272727,662.6363636363636,7967.090909090909,624.3636363636364,44.18181818181818,668.5454545454545,273.90909090909093,99.78,517495.17090909096
CIOH201802,15,Pittsburgh,CIOH,Cincinnati,201802,76375.68636363637,628.3636363636364,7762.272727272727,585.5454545454545,29.54545454545455,615.0909090909091,267.1818181818182,99.79454545454546,485076.6045454546
CIOH201803,15,Pittsburgh,CIOH,Cincinnati,201803,97593.287,766.3,9960.6,764.3,47.8,812.1,326.8,99.68700000000001,661005.078
